college,branch,YEAR,GOPEN,LOPEN,GOBC,LOBC,GSC,LSC,GST,LST,GVJDT,LVJDT,GNTB,LNTB,GNTC,LNTC,GNTD,LNTD,P,D
"Government College of Engineering, Jalgaon",Civil Engineering[First Shift],2016,859,553,1128,2132,2899,5194,10136,0,2988,0,0,0,0,3547,0,0,15364,8312
"Government College of Engineering, Jalgaon",Civil Engineering[First Shift],2017,843,508,1086,1346,2437,0,0,12437,0,0,3599,0,1382,0,0,0,14773,1291
"Government College of Engineering, Jalgaon",Civil Engineering[First Shift],2018,733,633,1562,1532,4029,5131,0,0,0,0,1503,0,0,0,0,0,25977,14850
"Government College of Engineering, Jalgaon",Computer Engineering[First Shift],2015,2744,1773,5067,3364,9753,4848,29923,0,11484,0,0,0,0,7148,0,0,6866,3727
"Government College of Engineering, Jalgaon",Computer Engineering[First Shift],2016,4288,1587,4625,0,8829,9558,0,0,4627,0,0,0,0,12972,0,0,34810,20456
"Government College of Engineering, Jalgaon",Computer Engineering[First Shift],2017,4512,3002,5805,5105,18521,0,28466,0,0,26974,0,0,0,0,0,0,0,16531
"Government College of Engineering, Jalgaon",Computer Engineering[First Shift],2018,2631,1684,3227,3065,5644,0,22251,0,0,0,0,0,0,0,0,0,33503,29415
"Government College of Engineering, Jalgaon",Electrical Engineering[First Shift],2015,1178,1147,1340,1579,1345,0,21151,0,11897,0,0,0,0,0,0,0,0,9828
"Government College of Engineering, Jalgaon",Electrical Engineering[First Shift],2016,1451,978,1575,0,2646,0,25273,0,0,0,56620,0,0,23932,0,0,0,6405
"Government College of Engineering, Jalgaon",Electrical Engineering[First Shift],2017,2067,1658,3396,2275,9009,0,0,27668,0,0,0,0,0,0,7399,0,0,8828
"Government College of Engineering, Jalgaon",Electrical Engineering[First Shift],2018,1299,3130,2211,0,4106,6641,12241,0,0,0,0,0,5004,0,0,0,1642,8336
"Government College of Engineering, Jalgaon",Electronics and Telecommunication Engg[First Shift],2015,855,2322,2216,1876,5260,8683,18930,58372,0,0,7377,0,5537,0,0,0,67419,10213
"Government College of Engineering, Jalgaon",Electronics and Telecommunication Engg[First Shift],2016,4656,1739,4552,3808,14738,4965,62160,33326,11407,0,7214,0,4603,0,8310,0,7430,5694
"Government College of Engineering, Jalgaon",Electronics and Telecommunication Engg[First Shift],2017,4656,1739,4552,3808,14738,4965,62160,33326,11407,0,7214,0,4603,0,8310,0,7430,5694
"Government College of Engineering, Jalgaon",Electronics and Telecommunication Engg[First Shift],2018,6376,4110,8020,9571,42995,8195,8701,0,0,0,10635,0,22298,0,0,0,7126,8703
"Government College of Engineering, Jalgaon",Mechanical Engineering[First Shift],2015,648,2398,890,2569,3247,13283,1109,0,0,0,0,0,0,0,0,0,0,5743
"Government College of Engineering, Jalgaon",Mechanical Engineering[First Shift],2016,683,1333,1081,7328,2670,6446,10304,0,0,0,0,0,0,0,0,0,13154,5338
"Government College of Engineering, Jalgaon",Mechanical Engineering[First Shift],2017,1105,1537,1472,3899,3345,10143,5842,0,0,0,0,0,4496,0,4302,0,0,11673
"Government College of Engineering, Jalgaon",Mechanical Engineering[First Shift],2018,466,1819,983,2232,5677,13847,19233,0,0,0,0,0,0,0,0,0,6658,15861
"College of Engineering, Pune",Civil Engineering[First Shift],2015,150,227,284,256,232,1111,2332,0,2035,0,0,0,0,0,0,0,0,0
"College of Engineering, Pune",Civil Engineering[First Shift],2016,52,84,98,175,206,227,2140,0,0,0,0,336,0,0,0,0,0,0
"College of Engineering, Pune",Civil Engineering[First Shift],2017,57,46,87,74,229,130,0,0,852,0,0,0,0,0,0,0,0,722
"College of Engineering, Pune",Civil Engineering[First Shift],2018,83,8,96,93,458,0,411,0,0,0,98,0,0,0,0,0,0,1944
"College of Engineering, Pune",Computer Engineering[First Shift],2015,40,12,101,44,576,0,0,2315,0,0,968,0,0,614,0,0,1459,0
"College of Engineering, Pune",Computer Engineering[First Shift],2016,53,19,317,218,1099,761,6954,0,165,0,0,0,479,0,0,0,2778,0
"College of Engineering, Pune",Computer Engineering[First Shift],2017,60,47,90,64,1213,,0,785,1373,0,0,0,0,0,0,0,428,0
"College of Engineering, Pune",Computer Engineering[First Shift],2018,47,34,122,111,299,756,5176,0,0,0,0,0,330,0,0,0,0,0
"College of Engineering, Pune",Information Technology[First Shift],2015,122,69,146,158,1298,0,6126,0,0,0,0,0,0,0,235,0,0,0
"College of Engineering, Pune",Information Technology[First Shift],2016,92,193,543,369,1717,1526,8677,0,0,0,0,0,0,0,0,0,4667,0
"College of Engineering, Pune",Information Technology[First Shift],2017,126,97,164,0,1788,0,5437,0,0,3255,0,0,361,0,0,0,0,0
"College of Engineering, Pune",Information Technology[First Shift],2018,86,16,180,157,296,0,15794,0,0,0,0,0,0,0,0,0,1980,0
"College of Engineering, Pune",Electronics and Telecommunication Engg[First Shift],2015,131,102,277,267,658,0,5735,0,0,0,0,355,0,0,0,0,0,0
"College of Engineering, Pune",Electronics and Telecommunication Engg[First Shift],2016,62,39,107,0,114,333,0,0,0,0,1030,0,195,0,0,0,0,0
"College of Engineering, Pune",Electronics and Telecommunication Engg[First Shift],2017,78,27,86,0,503,286,0,7733,0,0,0,0,309,0,0,0,0,0
"College of Engineering, Pune",Electronics and Telecommunication Engg[First Shift],2018,99,22,118,135,216,0,0,2495,0,0,0,0,0,0,114,0,0,0
"College of Engineering, Pune",Electrical Engineering[First Shift],2015,41,13,87,56,59,55,0,8384,0,0,109,0,0,0,359,0,0,0
"College of Engineering, Pune",Electrical Engineering[First Shift],2016,57,9,82,80,425,140,0,0,387,0,0,0,0,0,0,0,0,0
"College of Engineering, Pune",Electrical Engineering[First Shift],2017,57,9,82,80,425,140,0,0,387,0,0,0,0,0,0,0,0,0
"College of Engineering, Pune",Electrical Engineering[First Shift],2018,30,13,59,50,822,0,5831,0,0,0,0,0,0,2243,0,0,1474,0
"College of Engineering, Pune",Mechanical Engineering[First Shift],2015,77,163,99,233,901,2588,1412,16215,789,0,0,0,481,0,430,0,2846,0
"College of Engineering, Pune",Mechanical Engineering[First Shift],2016,81,258,152,531,209,896,3651,12483,1692,0,471,0,465,0,0,0,0,0
"College of Engineering, Pune",Mechanical Engineering[First Shift],2017,36,171,48,384,178,227,2243,0,18889,0,0,1521,109,0,0,296,0,0
"College of Engineering, Pune",Mechanical Engineering[First Shift],2018,14,142,31,247,94,1615,3010,0,0,0,206,0,0,1099,0,0,4108,0
"Walchand College of Engineering, Sangli",Civil Engineering[First Shift],2015,213,189,457,0,714,2980,3334,0,2509,0,0,0,0,2407,0,0,7011,754
"Walchand College of Engineering, Sangli",Civil Engineering[First Shift],2016,228,144,330,329,2395,0,7587,0,0,0,0,0,280,0,0,0,0,2230
"Walchand College of Engineering, Sangli",Civil Engineering[First Shift],2017,170,107,282,0,314,699,0,8672,3314,0,0,0,922,0,0,0,1672,908
"Walchand College of Engineering, Sangli",Civil Engineering[First Shift],2018,196,151,286,246,1504,1201,3212,0,0,0,0,0,440,0,0,0,3602,4191
"Walchand College of Engineering, Sangli",Computer Science and Engineering[First Shift],2015,90.75,91.19,87.94,90.44,85.71,85.94,0,64.71,82.88,0,0,0,85,0,0,0,73.76,83.69
"Walchand College of Engineering, Sangli",Computer Science and Engineering[First Shift],2016,549,502,1632,1483,4069,3301,18937,0,4850,0,0,0,1413,0,0,0,0,3043
"Walchand College of Engineering, Sangli",Computer Science and Engineering[First Shift],2017,517,409,966,724,6597,3407,47982,0,0,9541,0,0,0,1061,0,0,0,0
"Walchand College of Engineering, Sangli",Computer Science and Engineering[First Shift],2018,750,383,1424,865,1972,1305,0,5272,0,0,5219,0,0,0,6308,0,0,0
"Walchand College of Engineering, Sangli",Information Technology[First Shift],2015,1305,1373,2725,2520,8667,1430,46026,0,8549,0,0,0,3219,0,0,0,28439,0
"Walchand College of Engineering, Sangli",Information Technology[First Shift],2016,1790,982,2130,1868,6806,5896,22401,0,0,14454,0,0,0,0,4232,0,0,12421
"Walchand College of Engineering, Sangli",Information Technology[First Shift],2017,873,623,1216,980,8311,0,0,0,0,0,5730,0,0,0,0,23606,44148,1623
"Walchand College of Engineering, Sangli",Information Technology[First Shift],2018,918,219,1283,0,4777,2922,0,56291,0,0,0,0,2273,0,0,0,17715,3791
"Walchand College of Engineering, Sangli",Electrical Engineering[First Shift],2015,471,245,721,1056,1353,1130,10443,0,0,0,0,0,1835,0,0,0,6920,1000
"Walchand College of Engineering, Sangli",Electrical Engineering[First Shift],2016,322,64,655,495,1723,0,0,10335,3110,0,0,0,0,0,1693,0,2839,1066
"Walchand College of Engineering, Sangli",Electrical Engineering[First Shift],2017,283,154,299,307,642,0,9203,0,1453,0,0,0,0,506,0,0,0,0
"Walchand College of Engineering, Sangli",Electrical Engineering[First Shift],2018,173,136,215,231,498,0,3177,0,0,0,0,0,253,0,0,0,39342,2158
"Walchand College of Engineering, Sangli",Electronics Engineering[First Shift],2015,242,183,521,350,693,0,22634,0,0,0,1208,0,0,0,0,0,0,3296
"Walchand College of Engineering, Sangli",Electronics Engineering[First Shift],2016,173,136,215,231,498,0,3177,0,0,0,0,0,253,0,0,0,39342,2158
"Walchand College of Engineering, Sangli",Electronics Engineering[First Shift],2017,242,183,521,350,693,0,22634,0,0,0,1208,0,0,0,0,0,0,3296
"Walchand College of Engineering, Sangli",Electronics Engineering[First Shift],2018,173,136,215,231,498,0,3177,0,0,0,0,0,253,0,0,0,39342,2158
"Walchand College of Engineering, Sangli",Mechanical Engineering[First Shift],2015,125,515,307,0,1050,0,10780,0,0,0,0,10611,0,5048,0,0,0,694
"Walchand College of Engineering, Sangli",Mechanical Engineering[First Shift],2016,234,264,288,0,624,2355,3791,0,0,0,0,0,769,0,0,0,3169,870
"Walchand College of Engineering, Sangli",Mechanical Engineering[First Shift],2017,188,261,264,1870,573,0,3976,0,2287,0,0,0,0,0,0,0,1651,1928
"Walchand College of Engineering, Sangli",Mechanical Engineering[First Shift],2018,82,375,137,0,427,0,6282,0,0,0,0,0,0,0,0,30302,4078,980
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Civil and Water Management Engineering[First Shift],2015,1220,0,1581,1848,2602,0,16869,0,0,0,0,0,0,0,0,0,33139,0
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Civil and Water Management Engineering[First Shift],2016,751,486,930,1071,2639,3539,11621,0,2045,0,0,0,0,0,0,0,0,3599
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Civil and Water Management Engineering[First Shift],2017,605,378,693,0,1464,0,0,36630,0,0,0,5209,0,0,1919,0,0,5071
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Civil and Water Management Engineering[First Shift],2018,631,374,678,632,3345,0,0,0,0,0,0,0,1313,0,0,0,24994,2654
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Computer Science and Engineering[First Shift],2015,2092,859,2903,2514,5277,3940,14681,3935,6881,0,0,0,0,0,4227,0,0,0
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Computer Science and Engineering[First Shift],2016,3146,1052,5932,2876,7245,0,31470,37570,0,17158,0,0,2955,0,0,7865,31461,5401
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Computer Science and Engineering[First Shift],2017,2313,1004,4849,4012,8894,0,30507,52710,0,0,8030,0,0,0,2374,0,31991,0
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Computer Science and Engineering[First Shift],2018,1802,1006,3346,1822,8798,6624,29564,0,0,0,0,0,4790,0,0,0,20272,43635
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Information Technology[First Shift],2015,2494,1249,3705,0,7496,7158,0,0,13143,0,0,0,0,0,0,8666,24846,10050
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Information Technology[First Shift],2016,3744,3442,5069,3996,8790,0,38524,37500,10929,0,0,10210,0,0,0,15035,0,0
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Information Technology[First Shift],2017,2617,1039,5252,4909,8051,4088,0,0,0,0,10710,0,0,0,0,0,2955,11530
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Information Technology[First Shift],2018,2320,625,4165,0,8772,8819,0,0,0,0,11365,0,0,4314,0,0,0,27878
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Electronics Engineering[First Shift],2015,1003,732,1320,1207,5053,1080,13682,0,0,1660,4268,0,0,0,3380,0,68867,2423
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Electronics Engineering[First Shift],2016,1211,1076,1854,1577,3747,2722,29742,27073,0,14638,6101,0,2927,0,5243,0,26590,2199
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Electronics Engineering[First Shift],2017,1392,753,2464,1783,9283,5514,29408,0,3429,0,0,0,3807,0,0,0,19698,0
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Electronics Engineering[First Shift],2018,2080,1436,3133,2358,8310,2618,52711,0,0,0,0,133360,0,0,0,8033,2037,25123
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Electrical Engineering[First Shift],2015,1020,780,1037,0,0,3414,0,0,0,0,0,0,0,0,4144,0,0,0
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Electrical Engineering[First Shift],2016,1015,783,1130,1329,3006,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Electrical Engineering[First Shift],2017,549,0,0,728,2344,0,0,0,0,0,0,0,2367,0,0,0,28205,0
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Electrical Engineering[First Shift],2018,690,420,0,740,720,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Mechanical Engineering[First Shift],2015,441,3234,567,0,2587,0,8910,0,0,0,0,42230,0,0,0,3406,0,4373
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Mechanical Engineering[First Shift],2016,528,1035,606,0,2346,0,0,59433,0,0,0,0,0,0,2925,0,5013,2473
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Mechanical Engineering[First Shift],2017,366,1557,434,2992,2328,7451,4453,0,0,0,0,0,0,0,0,0,6376,515
"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",Mechanical Engineering[First Shift],2018,268,1314,276,1595,1416,0,12021,0,0,0,0,0,0,0,1265,0,14087,4083
" Sardar Patel College of Engineering, Andheri",Civil Engineering[First Shift],2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544
" Sardar Patel College of Engineering, Andheri",Civil Engineering[First Shift],2016,188,224,262,278,820,491,0,20186,0,0,669,0,504,0,0,0,8303,1161
" Sardar Patel College of Engineering, Andheri",Civil Engineering[First Shift],2017,119,70,157,129,410,0,3025,0,0,0,179,0,683,0,0,0,0,794
" Sardar Patel College of Engineering, Andheri",Civil Engineering[First Shift],2018,182,323,251,395,667,522,3978,0,0,0,0,0,0,0,0,0,4782,0
" Sardar Patel College of Engineering, Andheri",Electrical Engineering[First Shift],2015,679,8789,722,823,2697,0,14145,0,0,0,8080,0,0,0,0,59916,0,2159
" Sardar Patel College of Engineering, Andheri",Electrical Engineering[First Shift],2016,300,205,362,0,1047,2143,5280,0,0,0,0,0,349,0,0,0,0,2538
" Sardar Patel College of Engineering, Andheri",Electrical Engineering[First Shift],2017,206,203,250,210,1226,0,0,0,0,12318,0,0,677,0,0,0,0,6637
" Sardar Patel College of Engineering, Andheri",Electrical Engineering[First Shift],2018,234,223,422,390,543,0,8721,0,0,0,1039,0,0,0,0,0,12701,2343
" Sardar Patel College of Engineering, Andheri",Mechanical Engineering[First Shift],2015,200,362,2428,1165,1137,0,8558,0,0,8692,0,0,1668,0,0,0,4978,2121
" Sardar Patel College of Engineering, Andheri",Mechanical Engineering[First Shift],2016,138,269,185,741,632,2052,2270,0,0,0,0,0,497,0,0,0,1277,0
" Sardar Patel College of Engineering, Andheri",Mechanical Engineering[First Shift],2017,127,295,244,975,1424,3020,0,0,2417,0,0,0,0,0,0,0,0,0
" Sardar Patel College of Engineering, Andheri",Mechanical Engineering[First Shift],2018,89,221,102,317,269,0,0,6932,0,0,413,0,258,0,0,0,0,1597
" Government College of Engineering, Avasari",Civil Engineering[First Shift],2015,408,0,0,0,0,0,0,0,0,0,0,0,915,0,0,0,0,0
" Government College of Engineering, Avasari",Civil Engineering[First Shift],2016,881,1045,1023,1646,5590,7671,4308,0,3388,0,0,0,3109,0,0,0,0,0
" Government College of Engineering, Avasari",Civil Engineering[First Shift],2017,832,915,1884,2523,2685,0,16922,0,0,0,0,0,1139,0,0,0,59424,2474
" Government College of Engineering, Avasari",Civil Engineering[First Shift],2018,612,389,849,1122,2770,2875,13361,0,0,0,0,0,2007,0,0,0,16601,16323
" Government College of Engineering, Avasari",Computer Engineering[First Shift],2015,0,1573,0,4376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Government College of Engineering, Avasari",Computer Engineering[First Shift],2016,2564,1953,3928,3135,8934,7273,26767,0,0,0,10066,0,0,9649,0,0,0,5498
" Government College of Engineering, Avasari",Computer Engineering[First Shift],2017,3522,3178,4596,4059,6273,21899,17077,0,0,0,14349,0,17018,0,0,0,0,21876
" Government College of Engineering, Avasari",Computer Engineering[First Shift],2018,2406,1719,3302,0,10692,9204,0,0,0,0,0,0,0,0,13518,0,6381,0
" Government College of Engineering, Avasari",Electronics and Telecommunication Engg[First Shift],2015,0,1667,0,0,3313,0,0,0,0,0,0,0,0,0,0,0,0,0
" Government College of Engineering, Avasari",Electronics and Telecommunication Engg[First Shift],2016,2610,1236,4947,2867,14243,4139,34515,0,1529,0,15867,16090,6130,0,3073,0,19657,1648
" Government College of Engineering, Avasari",Electronics and Telecommunication Engg[First Shift],2017,3128,1170,7190,4261,15479,7722,30263,0,7538,0,0,5324,0,16761,0,0,0,14531
" Government College of Engineering, Avasari",Electronics and Telecommunication Engg[First Shift],2018,2566,1353,5461,4378,10996,8452,30212,0,0,0,0,18368,0,7506,7552,0,2942,2286
" Government College of Engineering, Avasari",Mechanical Engineering[First Shift],2015,0,0,0,0,4836,0,0,0,0,0,0,0,0,0,0,0,0,1233
" Government College of Engineering, Avasari",Mechanical Engineering[First Shift],2016,650,1104,727,0,2374,6871,0,0,3521,0,0,0,0,8531,0,0,0,1919
" Government College of Engineering, Avasari",Mechanical Engineering[First Shift],2017,650,1941,809,2582,814, ,8312,0,2848,0,0,0,0,24881,0,0,0,0
" Government College of Engineering, Avasari",Mechanical Engineering[First Shift],2018,886,1163,915,2746,2189,9349,17476,0,0,0,0,0,0,0,3648,0,20123,12635
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Civil Engineering[First Shift],2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Civil Engineering[First Shift],2016,101,73,231,257,263,163,8697,0,0,0,0,0,0,0,0,0,0,0
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Civil Engineering[First Shift],2017,9,55,112,124,23492.47,194,0,0,2373,0,0,0,1729,0,0,0,3751,794
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Civil Engineering[First Shift],2018,124,225,130,304,270,0,2602,0,0,0,1665,0,230,0,0,0,0,0
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Information Technology[First Shift],2015,30,18,631,302,709,0,4976,0,0,4453,0,0,0,0,0,0,0,508
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Information Technology[First Shift],2016,30,18,631,302,709,0,4976,0,0,4453,0,0,0,0,0,0,0,508
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Information Technology[First Shift],2017,58,16,274,101,1376,0,4061,0,0,0,0,0,0,255,0,0,0,782
