ALGMN,Diploma,SSC
1,97.80,77.40
2,97.29,79.27
3,96.55,94.55
4,96.54,67.82
5,96.15,81.80
6,95.75,96.55
7,95.69,91.45
8,95.65,91.45
9,95.61,92.00
10,95.60,92.00
11,95.60,92.00
12,95.60,88.00
13,95.60,85.27
14,95.56,92.18
15,95.56,91.64
16,95.47,91.67
17,95.46,94.18
18,95.38,89.09
19,95.35,94.55
20,95.29,95.09
21,95.13,94.00
22,95.13,92.73
23,95.00,91.00
24,94.94,94.36
25,94.94,90.73
26,94.90,90.00
27,94.88,98.73
28,94.87,88.18
29,94.81,87.45
30,94.78,93.82
31,94.75,96.73
32,94.71,95.45
33,94.67,87.80
34,94.63,96.00
35,94.63,95.00
36,94.60,92.18
37,94.60,92.00
38,94.60,89.00
39,94.48,94.18
40,94.45,94.18
41,94.40,91.60
42,94.38,92.73
43,94.38,92.00
44,94.38,92.00
45,94.38,87.27
46,94.26,90.55
47,94.25,89.27
48,94.25,75.80
49,94.24,91.80
50,94.24,89.60
51,94.24,84.20
52,94.23,89.27
53,94.19,91.82
54,94.19,91.09
55,94.18,97.64
60,94.00,88.36
61,94.00,70.33
62,93.94,96.91
63,93.94,92.73
64,93.94,91.82
65,93.90,92.91
66,93.90,92.55
67,93.88,91.64
68,93.82,92.36
69,93.82,91.40
70,93.81,96.73
71,93.81,92.73
72,93.81,91.82
73,93.80,91.64
74,93.80,90.36
75,93.76,89.00
76,93.75,91.27
77,93.71,95.82
78,93.70,93.45
79,93.69,98.00
80,93.69,95.27
81,93.69,95.27
82,93.69,92.55
83,93.69,89.09
84,93.69,88.00
85,93.64,95.60
86,93.63,88.91
87,93.60,86.55
88,93.56,92.91
89,93.50,91.82
90,93.44,94.36
91,93.44,89.82
92,93.44,87.60
93,93.40,91.82
94,93.35,94.55
95,93.35,92.55
96,93.35,88.00
97,93.33,71.33
98,93.31,93.82
99,93.31,91.09
100,93.31,90.80
101,93.31,87.27
102,93.31,86.00
103,93.30,84.00
104,93.30,83.45
105,93.29,93.45
106,93.29,79.60
107,93.27,93.82
108,93.27,91.80
109,93.26,93.80
110,93.25,95.27
111,93.25,89.40
112,93.24,95.09
113,93.22,92.55
114,93.21,91.20
119,93.12,82.80
120,93.10,85.45
121,93.09,89.38
122,93.06,95.60
123,93.06,92.80
124,93.06,92.00
125,93.03,91.82
126,93.00,92.20
127,93.00,92.18
128,93.00,88.55
129,93.00,88.20
130,92.96,95.27
131,92.94,93.09
132,92.94,90.18
133,92.88,95.82
134,92.88,94.73
135,92.88,91.82
136,92.88,82.18
137,92.86,91.64
138,92.81,94.18
139,92.81,93.09
140,92.81,92.00
141,92.81,90.36
142,92.81,88.80
143,92.80,90.00
144,92.79,95.64
145,92.76,86.73
146,92.75,93.82
147,92.75,92.00
148,92.75,91.82
149,92.75,91.45
150,92.73,89.27
151,92.72,87.27
152,92.71,92.00
153,92.71,76.71
154,92.70,90.73
155,92.70,89.20
156,92.69,96.18
157,92.69,91.45
158,92.69,88.91
159,92.69,88.36
160,92.65,94.00
161,92.65,89.45
162,92.65,87.20
163,92.64,85.45
164,92.63,90.73
165,92.63,89.60
166,92.63,88.00
167,92.61,73.09
168,92.60,90.73
169,92.57,95.60
170,92.56,94.73
171,92.56,93.82
172,92.56,92.00
173,92.55,84.36
178,92.47,91.27
179,92.47,89.20
180,92.47,88.91
181,92.45,97.27
182,92.44,94.60
183,92.44,93.82
184,92.44,93.09
185,92.44,88.73
186,92.42,91.82
187,92.42,91.82
188,92.42,81.27
189,92.41,93.45
190,92.41,92.55
191,92.38,95.82
192,92.38,93.00
193,92.38,89.27
194,92.38,81.82
195,92.36,94.18
196,92.36,90.40
197,92.35,79.40
198,92.31,94.00
199,92.30,95.45
200,92.30,92.55
201,92.30,90.55
202,92.30,90.18
203,92.30,88.00
204,92.30,83.64
205,92.30,83.20
206,92.30,78.18
207,92.29,96.20
208,92.26,78.91
209,92.25,88.18
210,92.24,90.55
211,92.24,90.40
212,92.24,84.73
213,92.21,95.00
214,92.20,94.55
215,92.20,88.91
216,92.19,94.55
217,92.19,93.64
218,92.19,91.64
219,92.19,86.40
220,92.18,96.73
221,92.18,94.18
222,92.18,94.00
223,92.18,83.82
224,92.14,96.18
225,92.13,91.27
226,92.13,90.40
227,92.13,90.36
228,92.13,88.55
229,92.12,78.55
230,92.10,89.64
231,92.08,91.09
232,92.06,94.55
237,92.06,89.82
238,92.06,86.00
239,92.06,83.20
240,92.06,81.64
241,92.00,92.36
242,92.00,90.80
243,92.00,89.82
244,92.00,89.82
245,92.00,89.45
246,92.00,88.55
247,92.00,78.55
248,91.94,98.18
249,91.94,91.09
250,91.94,90.20
251,91.94,88.91
252,91.94,88.00
253,91.94,76.20
254,91.93,74.00
255,91.91,93.09
256,91.88,94.36
257,91.88,92.18
258,91.88,91.09
259,91.88,90.91
260,91.88,89.27
261,91.88,88.73
262,91.84,88.73
263,91.82,95.27
264,91.82,92.80
265,91.82,85.80
266,91.82,85.67
267,91.81,95.82
268,91.81,91.45
269,91.81,88.91
270,91.81,88.18
271,91.81,88.00
272,91.81,79.60
273,91.80,93.45
274,91.80,93.09
275,91.78,65.80
276,91.76,93.45
277,91.76,93.09
278,91.76,89.82
279,91.76,88.80
280,91.76,87.60
281,91.76,86.73
282,91.76,86.73
283,91.76,84.00
284,91.76,81.09
285,91.76,76.20
286,91.76,72.60
287,91.76,72.20
288,91.75,91.45
289,91.75,90.18
290,91.75,87.82
291,91.75,86.91
296,91.71,86.73
297,91.71,63.00
298,91.70,93.82
299,91.70,91.27
300,91.70,90.00
301,91.70,89.40
302,91.70,88.55
303,91.70,74.20
304,91.69,90.55
305,91.69,90.36
306,91.69,89.45
307,91.65,96.36
308,91.65,91.27
309,91.65,89.27
310,91.65,87.45
311,91.65,86.91
312,91.65,86.73
313,91.64,94.00
314,91.64,92.36
315,91.64,89.82
316,91.64,74.40
317,91.63,94.18
318,91.63,94.00
319,91.63,92.55
320,91.63,91.27
321,91.63,90.91
322,91.63,90.40
323,91.60,91.09
324,91.60,90.36
325,91.59,94.00
326,91.59,92.91
327,91.59,89.64
328,91.58,94.73
329,91.58,94.36
330,91.58,84.20
331,91.56,94.18
332,91.56,89.80
333,91.53,93.60
334,91.53,93.20
335,91.52,94.73
336,91.52,93.09
337,91.52,91.27
338,91.50,94.91
339,91.50,93.09
340,91.50,91.45
341,91.50,90.73
342,91.50,86.36
343,91.50,85.27
344,91.48,90.91
345,91.47,94.60
346,91.47,88.18
347,91.47,82.55
348,91.47,79.27
349,91.46,90.18
350,91.45,87.82
355,91.41,95.64
356,91.41,95.64
357,91.41,91.45
358,91.41,90.20
359,91.41,86.18
360,91.40,95.09
361,91.40,93.09
362,91.39,96.20
363,91.39,95.09
364,91.38,96.55
365,91.38,94.73
366,91.38,91.45
367,91.38,90.36
368,91.38,90.18
369,91.38,88.91
370,91.38,88.00
371,91.38,82.18
372,91.37,94.60
373,91.37,90.20
374,91.35,91.09
375,91.35,90.73
376,91.35,90.18
377,91.33,92.18
378,91.33,91.82
379,91.33,77.40
380,91.30,89.27
381,91.29,91.09
382,91.29,90.18
383,91.29,89.64
384,91.29,76.20
385,91.27,91.64
386,91.26,83.40
387,91.25,91.45
388,91.25,89.64
389,91.24,95.09
390,91.24,94.55
391,91.24,94.00
392,91.24,90.20
393,91.24,89.45
394,91.24,88.73
395,91.24,86.40
396,91.24,84.73
397,91.23,84.55
398,91.23,81.60
399,91.21,95.45
400,91.21,74.00
401,91.20,91.64
402,91.20,90.00
403,91.20,87.60
404,91.19,94.91
405,91.19,94.55
406,91.19,93.09
407,91.19,88.55
408,91.19,88.36
409,91.18,92.73
414,91.15,70.80
415,91.14,90.18
416,91.14,87.80
417,91.13,93.64
418,91.13,92.60
419,91.13,91.00
420,91.13,90.36
421,91.13,87.27
422,91.13,86.36
423,91.12,95.00
424,91.12,86.73
425,91.12,85.45
426,91.09,95.82
427,91.09,92.73
428,91.09,91.45
429,91.09,90.55
430,91.09,87.45
431,91.09,87.27
432,91.09,81.27
433,91.07,92.91
434,91.07,89.64
435,91.06,93.20
436,91.06,93.20
437,91.06,91.45
438,91.06,90.73
439,91.06,90.60
440,91.06,83.64
441,91.06,81.64
442,91.04,90.36
443,91.03,73.00
444,91.00,95.82
445,91.00,93.27
446,91.00,91.64
447,91.00,90.55
448,91.00,88.91
449,91.00,88.73
450,91.00,88.60
451,91.00,86.73
452,90.97,86.00
453,90.97,76.00
454,90.94,94.55
455,90.94,92.91
456,90.94,92.91
457,90.94,92.20
458,90.94,91.09
459,90.94,90.73
460,90.94,90.73
461,90.94,88.60
462,90.93,83.45
463,90.91,95.00
464,90.91,80.20
465,90.90,93.20
466,90.90,88.00
467,90.90,70.20
468,90.88,94.55
473,90.88,92.18
474,90.88,92.18
475,90.88,91.45
476,90.88,90.80
477,90.88,90.40
478,90.88,89.60
479,90.88,89.23
480,90.88,88.91
481,90.88,84.55
482,90.88,84.36
483,90.87,87.27
484,90.87,84.00
485,90.85,90.36
486,90.85,89.20
487,90.85,88.18
488,90.82,88.55
489,90.82,87.20
490,90.81,94.00
491,90.81,87.82
492,90.81,81.00
493,90.80,88.36
494,90.80,85.82
495,90.79,92.18
500,90.75,92.55
501,90.75,89.64
502,90.75,87.64
503,90.73,93.09
504,90.73,85.09
505,90.71,92.00
506,90.71,91.60
507,90.70,92.00
508,90.70,91.82
509,90.70,89.20
510,90.69,95.64
511,90.69,94.91
512,90.69,93.00
513,90.69,92.55
514,90.69,92.36
515,90.69,89.45
516,90.69,82.62
517,90.69,82.60
518,90.67,81.80
519,90.67,80.60
520,90.67,78.55
521,90.67,67.47
522,90.65,93.82
523,90.65,90.73
524,90.65,90.36
525,90.65,90.18
526,90.65,87.64
527,90.64,91.27
532,90.61,92.80
533,90.61,76.36
534,90.60,95.64
535,90.60,85.80
536,90.59,95.45
537,90.59,94.73
538,90.59,92.91
539,90.59,92.18
540,90.59,89.40
541,90.59,88.73
542,90.59,87.27
543,90.59,86.36
544,90.59,84.00
545,90.59,76.73
546,90.58,94.00
547,90.57,90.80
548,90.56,94.60
549,90.56,94.36
550,90.56,89.82
551,90.56,89.40
552,90.56,84.18
553,90.55,92.18
554,90.55,91.00
559,90.53,91.80
560,90.53,89.09
561,90.53,88.00
562,90.53,78.17
563,90.51,84.18
564,90.50,93.64
565,90.50,91.09
566,90.50,90.20
567,90.50,89.80
568,90.50,89.00
569,90.48,93.20
570,90.48,89.82
571,90.48,87.82
572,90.48,84.18
573,90.48,79.64
574,90.47,92.55
575,90.47,90.18
576,90.47,90.00
577,90.47,88.18
578,90.47,87.64
579,90.45,93.64
580,90.44,93.27
581,90.44,91.45
582,90.44,91.27
583,90.44,89.45
584,90.44,88.55
585,90.44,86.73
586,90.42,94.00
591,90.42,85.92
592,90.42,84.50
593,90.42,79.82
594,90.42,73.20
595,90.41,96.36
596,90.41,88.73
597,90.40,88.20
598,90.40,79.20
599,90.38,94.60
600,90.38,93.45
601,90.38,93.40
602,90.38,93.20
603,90.38,87.82
604,90.38,87.45
605,90.38,87.27
606,90.38,84.40
607,90.38,82.55
608,90.36,96.36
609,90.36,91.00
610,90.35,89.09
611,90.35,89.00
612,90.35,86.00
613,90.33,83.64
618,90.30,92.60
619,90.30,90.73
620,90.30,86.18
621,90.30,84.40
622,90.30,84.18
623,90.30,79.20
624,90.29,95.64
625,90.29,94.36
626,90.29,94.36
627,90.29,93.64
628,90.29,89.64
629,90.29,88.80
630,90.29,88.55
631,90.29,85.82
632,90.29,83.09
633,90.27,82.15
634,90.27,75.00
635,90.25,94.55
636,90.25,89.27
637,90.25,74.36
638,90.24,97.09
639,90.24,92.73
640,90.24,90.91
641,90.24,89.09
642,90.24,88.91
643,90.24,88.36
644,90.24,86.18
645,90.24,84.60
650,90.19,93.64
651,90.19,93.09
652,90.19,92.80
653,90.19,92.00
654,90.19,88.40
655,90.18,93.40
656,90.18,92.55
657,90.18,90.91
658,90.18,88.91
659,90.18,74.18
660,90.18,68.40
661,90.17,97.09
662,90.13,94.36
663,90.13,91.80
664,90.13,91.27
665,90.12,96.73
666,90.12,93.60
667,90.12,92.36
668,90.12,89.27
669,90.12,88.20
670,90.12,86.40
671,90.12,82.80
672,90.12,82.73
677,90.09,92.73
678,90.07,94.91
679,90.06,94.73
680,90.06,93.82
681,90.06,90.80
682,90.06,90.36
683,90.06,90.18
684,90.06,87.09
685,90.06,86.80
686,90.06,84.73
687,90.06,83.80
688,90.06,82.00
689,90.06,76.55
690,90.03,92.55
691,90.00,96.73
692,90.00,95.40
693,90.00,93.64
694,90.00,93.40
695,90.00,93.20
696,90.00,92.91
697,90.00,91.45
698,90.00,91.27
699,90.00,90.91
700,90.00,89.64
701,90.00,89.45
702,90.00,89.45
703,90.00,88.73
704,90.00,88.20
709,90.00,84.80
710,90.00,84.55
711,90.00,84.18
712,90.00,84.00
713,90.00,80.36
714,90.00,80.20
715,90.00,80.18
716,90.00,79.80
717,90.00,79.64
718,89.97,96.55
719,89.94,95.60
720,89.94,94.91
721,89.94,94.18
722,89.94,92.91
723,89.94,92.00
724,89.94,90.80
725,89.94,90.36
726,89.94,88.18
727,89.94,85.27
728,89.94,83.60
729,89.93,86.73
730,89.92,90.00
731,89.91,84.18
739,89.88,93.45
740,89.88,92.91
741,89.88,92.73
742,89.88,92.73
743,89.88,92.20
744,89.88,92.00
745,89.88,91.45
746,89.88,91.40
747,89.88,90.91
748,89.88,89.64
749,89.88,89.60
750,89.88,89.27
751,89.88,87.09
752,89.88,86.91
753,89.88,85.45
754,89.88,84.00
755,89.88,80.36
756,89.88,79.20
757,89.88,66.40
758,89.87,85.45
759,89.84,86.73
760,89.83,93.09
761,89.83,78.91
762,89.82,93.40
763,89.82,92.55
768,89.82,87.82
769,89.82,85.00
770,89.82,82.36
771,89.82,81.00
772,89.82,79.82
773,89.82,77.09
774,89.81,88.36
775,89.81,79.82
776,89.80,94.73
777,89.80,91.27
778,89.80,91.00
779,89.79,92.73
780,89.76,93.27
781,89.76,92.00
782,89.76,91.27
783,89.76,90.55
784,89.76,90.40
785,89.76,88.00
786,89.76,88.00
787,89.76,84.20
788,89.76,82.60
789,89.76,79.27
790,89.75,89.27
795,89.73,89.64
796,89.71,95.82
797,89.71,90.80
798,89.71,89.09
799,89.71,84.00
800,89.71,81.45
801,89.70,90.55
802,89.70,89.45
803,89.70,80.36
804,89.70,80.18
805,89.69,93.45
806,89.69,93.27
807,89.69,92.55
808,89.69,92.36
809,89.69,92.18
810,89.69,91.64
811,89.69,90.73
812,89.69,88.73
813,89.69,85.00
814,89.69,78.40
815,89.69,57.27
816,89.68,91.45
817,89.68,89.45
818,89.67,83.23
819,89.67,82.20
820,89.67,72.67
821,89.66,84.91
822,89.65,96.55
827,89.65,92.55
828,89.65,92.00
829,89.65,91.64
830,89.65,91.00
831,89.65,90.00
832,89.65,88.91
833,89.65,88.80
834,89.65,87.60
835,89.65,81.60
836,89.64,90.91
837,89.64,87.80
838,89.64,79.09
839,89.64,78.80
840,89.63,93.00
841,89.63,92.18
842,89.63,90.20
843,89.63,89.27
844,89.63,88.36
845,89.63,86.91
846,89.60,93.09
847,89.60,90.55
848,89.60,88.36
849,89.60,66.00
854,89.59,85.00
855,89.59,82.91
856,89.59,75.60
857,89.58,88.91
858,89.58,88.73
859,89.58,88.00
860,89.58,86.18
861,89.58,85.40
862,89.57,67.64
863,89.56,93.27
864,89.56,93.09
865,89.56,92.73
866,89.56,90.20
867,89.56,86.36
868,89.56,85.27
869,89.54,85.09
870,89.53,93.60
871,89.53,91.09
872,89.53,89.20
873,89.53,86.73
874,89.53,85.82
875,89.53,81.09
876,89.53,77.40
877,89.52,94.00
878,89.52,88.60
879,89.52,86.36
880,89.52,86.00
881,89.52,85.40
882,89.52,84.36
883,89.52,77.64
884,89.50,92.91
886,89.50,91.64
887,89.50,91.09
888,89.50,91.09
889,89.50,90.73
890,89.50,90.18
891,89.50,90.00
892,89.50,86.91
893,89.50,86.73
894,89.50,86.73
895,89.50,85.60
896,89.48,93.09
897,89.48,85.80
898,89.47,94.36
899,89.47,94.36
900,89.47,94.00
901,89.47,91.64
902,89.47,91.20
903,89.47,90.00
904,89.47,89.27
905,89.47,88.36
906,89.47,86.91
907,89.47,85.20
908,89.47,85.09
913,89.45,92.36
914,89.45,89.45
915,89.45,88.00
916,89.44,93.64
917,89.44,88.55
918,89.44,87.82
919,89.42,91.40
920,89.41,94.36
921,89.41,91.82
922,89.41,86.55
923,89.41,85.64
924,89.40,82.18
925,89.39,90.36
926,89.39,86.91
927,89.39,84.91
928,89.39,84.18
929,89.39,83.80
930,89.39,83.64
931,89.39,79.64
932,89.39,75.82
933,89.38,91.64
934,89.38,90.55
935,89.38,90.36
936,89.38,86.91
944,89.33,94.00
945,89.33,92.36
946,89.33,92.00
947,89.33,91.64
948,89.33,87.40
949,89.33,74.00
950,89.33,70.60
951,89.31,95.27
952,89.31,95.09
953,89.31,93.82
954,89.31,93.40
955,89.31,90.91
956,89.31,90.55
957,89.31,88.36
958,89.31,88.18
959,89.31,87.82
960,89.31,86.36
961,89.31,79.80
962,89.31,78.40
963,89.31,73.83
964,89.30,83.80
965,89.29,97.64
966,89.29,94.91
967,89.29,92.36
972,89.29,83.80
973,89.29,74.00
974,89.28,92.18
975,89.27,94.00
976,89.27,87.27
977,89.27,82.20
978,89.27,80.40
979,89.27,73.60
980,89.25,95.40
981,89.25,94.73
982,89.25,94.73
983,89.25,93.45
984,89.25,92.73
985,89.25,91.09
986,89.25,90.91
987,89.25,90.55
988,89.25,85.82
989,89.24,91.45
990,89.24,91.27
991,89.24,91.09
992,89.24,90.91
993,89.24,90.60
994,89.24,89.82
995,89.24,88.36
1004,89.20,91.45
1005,89.19,93.82
1006,89.19,89.40
1007,89.19,81.40
1008,89.18,96.18
1009,89.18,93.27
1010,89.18,93.09
1011,89.18,92.91
1012,89.18,92.55
1013,89.18,91.82
1014,89.18,89.60
1015,89.18,89.40
1016,89.18,87.60
1017,89.18,80.55
1018,89.18,79.00
1019,89.18,78.20
1020,89.17,78.73
1021,89.16,93.27
1022,89.16,88.18
1023,89.15,95.45
1024,89.15,85.38
1025,89.15,85.00
1026,89.13,92.00
1027,89.13,90.36
1028,89.13,89.27
1029,89.13,89.09
1030,89.13,88.18
1031,89.13,88.00
1032,89.13,87.80
1033,89.13,82.00
1034,89.13,80.40
1035,89.13,79.80
1036,89.12,95.82
1037,89.12,92.18
1038,89.12,89.64
1039,89.12,88.55
1040,89.12,88.00
1041,89.12,87.09
1042,89.12,76.13
1043,89.09,92.73
1044,89.09,88.00
1045,89.09,85.20
1046,89.09,83.09
1047,89.09,80.00
1048,89.07,86.00
1049,89.06,98.18
1050,89.06,93.45
1051,89.06,93.27
1052,89.06,92.55
1053,89.06,91.45
1054,89.06,90.18
1055,89.06,89.27
1056,89.06,88.91
1057,89.06,88.00
1058,89.06,88.00
1059,89.06,85.09
1060,89.06,84.40
1061,89.06,82.40
1062,89.06,81.09
1063,89.06,81.00
1064,89.06,79.45
1065,89.06,56.60
1066,89.04,92.36
1067,89.03,94.00
1068,89.03,89.45
1069,89.03,88.40
1070,89.03,87.82
1071,89.03,87.45
1072,89.03,86.55
1073,89.03,85.64
1074,89.03,85.40
1075,89.00,96.36
1076,89.00,93.64
1077,89.00,91.64
1078,89.00,90.18
1079,89.00,90.00
1080,89.00,89.82
1081,89.00,89.64
1082,89.00,89.45
1083,89.00,88.91
1084,89.00,87.80
1085,89.00,87.60
1086,89.00,86.73
1087,89.00,86.73
1088,89.00,86.17
1089,89.00,83.67
1090,89.00,82.60
1091,89.00,82.55
1092,89.00,81.00
1093,89.00,77.20
1094,89.00,75.82
1095,88.97,91.27
1096,88.97,90.55
1097,88.97,88.36
1098,88.97,84.18
1099,88.97,74.55
1100,88.96,82.00
1101,88.94,95.27
1102,88.94,94.00
1103,88.94,92.55
1104,88.94,92.40
1105,88.94,92.00
1106,88.94,91.82
1107,88.94,91.40
1108,88.94,90.80
1109,88.94,90.73
1110,88.94,90.18
1111,88.94,88.55
1112,88.94,87.45
1113,88.94,86.91
1114,88.94,86.91
1115,88.94,86.80
1116,88.94,86.60
1117,88.94,83.20
1118,88.94,83.00
1119,88.94,82.36
1120,88.94,82.20
1121,88.94,80.46
1122,88.94,70.00
1123,88.91,94.91
1124,88.91,93.20
1125,88.91,91.40
1126,88.91,90.55
1127,88.91,90.20
1128,88.91,85.64
1129,88.91,83.27
1130,88.90,87.45
1131,88.88,96.91
1132,88.88,96.73
1133,88.88,96.18
1134,88.88,93.64
1135,88.88,92.40
1136,88.88,92.18
1137,88.88,92.18
1138,88.88,91.82
1139,88.88,91.82
1140,88.88,91.20
1141,88.88,90.73
1142,88.88,90.55
1143,88.88,89.64
1144,88.88,89.60
1145,88.88,89.60
1146,88.88,89.40
1147,88.88,89.40
1148,88.88,89.40
1149,88.88,88.91
1150,88.88,88.91
1151,88.88,88.20
1152,88.88,87.27
1153,88.88,86.00
1154,88.88,84.80
1155,88.88,84.73
1156,88.88,84.40
1157,88.88,81.40
1158,88.88,76.20
1159,88.88,76.00
1160,88.87,85.29
1161,88.85,93.45
1162,88.85,93.40
1163,88.85,90.91
1164,88.85,88.20
1165,88.85,86.80
1166,88.85,85.27
1167,88.85,84.36
1168,88.84,94.91
1169,88.82,93.45
1170,88.82,92.55
1171,88.82,90.91
1172,88.82,89.60
1173,88.82,88.55
1174,88.82,85.45
1175,88.82,85.00
1176,88.82,83.60
1177,88.82,83.45
1178,88.82,81.60
1179,88.81,95.27
1180,88.81,94.36
1181,88.81,93.82
1182,88.81,92.73
1183,88.81,91.40
1184,88.81,90.00
1185,88.81,90.00
1186,88.81,87.80
1187,88.81,87.45
1188,88.81,82.36
1189,88.81,80.91
1190,88.80,93.82
1191,88.80,91.27
1192,88.80,90.18
1193,88.80,87.64
1194,88.80,86.18
1195,88.80,85.09
1196,88.80,83.64
1197,88.80,82.91
1198,88.79,82.55
1199,88.79,81.09
1200,88.79,79.40
1201,88.79,78.60
1202,88.79,73.27
1203,88.78,87.00
1204,88.77,92.00
1205,88.76,91.60
1206,88.76,90.91
1207,88.76,90.55
1208,88.76,90.55
1209,88.76,88.80
1210,88.76,88.18
1211,88.76,83.80
1212,88.75,98.91
1213,88.75,94.00
1214,88.75,91.45
1215,88.75,89.20
1216,88.75,86.20
1217,88.75,85.60
1218,88.75,81.60
1219,88.74,84.55
1220,88.73,94.00
1221,88.73,93.27
1222,88.73,90.91
1223,88.73,85.27
1224,88.73,85.00
1225,88.73,84.91
1226,88.73,82.00
1227,88.73,78.73
1228,88.73,76.40
1229,88.71,93.20
1230,88.71,92.55
1231,88.71,92.00
1232,88.71,91.82
1233,88.71,91.00
1234,88.71,90.36
1235,88.71,90.18
1236,88.71,88.40
1237,88.71,88.00
1238,88.71,86.40
1239,88.71,86.40
1240,88.71,85.27
1241,88.71,84.60
1242,88.70,92.00
1243,88.70,83.82
1244,88.70,83.80
1245,88.69,96.18
1246,88.69,94.55
1247,88.69,94.18
1248,88.69,92.36
1249,88.69,92.00
1250,88.69,92.00
1251,88.69,91.45
1252,88.69,90.91
1253,88.69,90.40
1254,88.69,89.00
1255,88.69,87.80
1256,88.69,87.45
1257,88.68,94.00
1258,88.68,93.82
1259,88.67,93.64
1260,88.67,90.18
1261,88.67,88.40
1262,88.67,87.60
1263,88.67,85.80
1264,88.67,81.64
1265,88.67,77.27
1266,88.67,70.91
1267,88.65,94.73
1268,88.65,94.55
1269,88.65,93.80
1270,88.65,92.80
1271,88.65,90.73
1272,88.65,90.55
1273,88.65,89.82
1274,88.65,89.60
1275,88.65,89.09
1276,88.65,88.91
1277,88.65,86.73
1278,88.65,86.40
1279,88.65,86.18
1280,88.65,86.00
1281,88.65,85.09
1282,88.65,80.73
1283,88.65,80.18
1284,88.65,78.60
1285,88.64,91.64
1286,88.63,96.00
1287,88.63,94.00
1288,88.63,87.64
1289,88.63,87.40
1290,88.63,86.36
1291,88.63,84.00
1292,88.61,94.80
1293,88.61,92.36
1294,88.61,89.09
1295,88.61,88.73
1296,88.61,87.64
1297,88.61,87.60
1298,88.61,82.36
1299,88.60,92.80
1300,88.60,80.00
1301,88.59,93.27
1302,88.59,93.09
1303,88.59,93.09
1304,88.59,91.27
1305,88.59,90.18
1306,88.59,90.18
1307,88.59,88.91
1308,88.59,88.36
1309,88.59,88.18
1310,88.59,88.18
1311,88.59,88.18
1312,88.59,87.64
1313,88.59,86.40
1314,88.59,84.18
1315,88.59,84.00
1316,88.59,83.54
1317,88.59,79.45
1318,88.57,75.80
1319,88.56,96.00
1320,88.56,95.09
1321,88.56,92.00
1322,88.56,90.00
1323,88.56,86.00
1324,88.55,91.82
1325,88.55,89.82
1326,88.55,89.00
1327,88.55,81.40
1328,88.55,78.60
1329,88.55,78.20
1330,88.55,77.82
1331,88.55,77.40
1332,88.53,96.55
1333,88.53,93.45
1334,88.53,92.55
1335,88.53,91.64
1336,88.53,91.09
1337,88.53,90.73
1338,88.53,90.60
1339,88.53,90.55
1340,88.53,88.80
1341,88.53,87.64
1342,88.53,87.00
1343,88.53,84.80
1344,88.53,73.27
1345,88.52,95.64
1346,88.52,87.45
1347,88.51,90.55
1348,88.51,87.45
1349,88.51,85.64
1350,88.50,92.91
1351,88.50,91.80
1352,88.50,91.45
1353,88.50,89.80
1354,88.50,89.27
1355,88.50,88.36
1356,88.50,88.00
1357,88.50,80.60
1358,88.48,90.36
1359,88.48,89.82
1360,88.48,84.20
1361,88.48,79.09
1362,88.47,95.82
1363,88.47,93.27
1364,88.47,92.20
1365,88.47,91.80
1366,88.47,91.80
1367,88.47,90.60
1368,88.47,89.64
1369,88.47,87.64
1370,88.47,87.60
1371,88.47,87.00
1372,88.47,83.27
1373,88.47,80.91
1374,88.47,78.73
1375,88.46,82.00
1376,88.45,90.73
1377,88.44,96.73
1378,88.44,94.36
1379,88.44,93.60
1380,88.44,91.27
1381,88.44,90.00
1382,88.44,89.27
1383,88.44,88.80
1384,88.44,88.00
1385,88.44,86.20
1386,88.44,86.18
1387,88.44,82.20
1388,88.44,76.91
1389,88.42,90.91
1390,88.42,87.09
1391,88.42,79.20
1392,88.42,79.20
1393,88.42,78.60
1394,88.42,60.60
1395,88.41,92.36
1396,88.41,89.00
1397,88.41,87.00
1398,88.41,86.73
1399,88.41,86.73
1400,88.41,86.73
1401,88.41,85.60
1402,88.41,84.73
1403,88.41,67.00
1404,88.40,93.60
1405,88.40,91.82
1406,88.40,85.27
1407,88.40,84.00
1408,88.40,79.27
1409,88.40,75.82
1410,88.38,93.64
1411,88.38,91.09
1412,88.38,88.80
1413,88.38,88.18
1414,88.38,85.27
1415,88.38,79.45
1416,88.38,79.45
1417,88.36,97.27
1418,88.36,92.91
1419,88.36,87.09
1420,88.36,85.80
1421,88.35,94.00
1422,88.35,93.00
1423,88.35,91.64
1424,88.35,89.82
1425,88.35,89.27
1426,88.35,86.20
1427,88.35,84.91
1428,88.35,84.00
1429,88.35,83.45
1430,88.35,82.91
1431,88.35,80.55
1432,88.35,74.20
1433,88.34,94.18
1434,88.32,89.80
1435,88.32,89.64
1436,88.32,88.00
1437,88.31,94.18
1438,88.31,92.18
1439,88.31,91.64
1440,88.31,90.60
1441,88.31,87.82
1442,88.31,87.27
1443,88.31,87.09
1444,88.31,85.27
1445,88.31,80.00
1446,88.31,79.82
1447,88.30,92.60
1448,88.30,88.20
1449,88.30,85.80
1450,88.30,83.80
1451,88.29,97.45
1452,88.29,94.91
1453,88.29,92.00
1454,88.29,92.00
1455,88.29,89.27
1456,88.29,88.20
1457,88.29,87.27
1458,88.29,86.80
1459,88.29,85.27
1460,88.29,85.09
1461,88.29,84.80
1462,88.29,83.60
1463,88.29,82.73
