ALGMN,Diploma,SSC
69941,59.18,76.18
69942,59.18,75.64
69943,59.18,73.60
69944,59.18,70.80
69945,59.18,69.40
69946,59.18,67.82
69947,59.18,67.20
69948,59.18,66.73
69949,59.18,66.46
69950,59.18,66.00
69951,59.18,65.60
69952,59.18,65.20
69953,59.18,63.45
69954,59.18,63.40
69955,59.18,62.60
69956,59.18,61.80
69957,59.18,60.00
69958,59.18,54.77
69959,59.18,54.40
69960,59.16,82.36
69961,59.16,79.23
69962,59.16,79.09
69963,59.16,75.27
69964,59.16,74.92
69965,59.16,74.00
69966,59.16,73.45
69967,59.16,73.38
69968,59.16,68.18
69969,59.16,67.23
69970,59.16,66.31
69971,59.16,58.31
69972,59.16,54.62
69973,59.16,52.46
69974,59.15,84.18
69975,59.15,81.27
69976,59.15,81.00
69977,59.15,78.36
69978,59.15,77.69
69979,59.15,77.64
69980,59.15,77.27
69981,59.15,76.55
69982,59.15,75.80
69983,59.15,74.80
69984,59.15,72.40
69985,59.15,72.20
69986,59.15,71.82
69987,59.15,71.09
69988,59.15,70.80
69989,59.15,67.87
69990,59.15,67.54
69991,59.15,67.45
69992,59.15,65.69
69993,59.15,65.60
69994,59.15,63.20
69995,59.15,61.40
69996,59.15,61.00
69997,59.15,60.77
69998,59.15,60.00
69999,59.15,59.38
70000,59.15,59.07
70001,59.15,58.60
70002,59.15,58.40
70003,59.15,57.09
70004,59.15,57.00
70005,59.15,56.46
70006,59.15,55.73
70007,59.14,85.27
70008,59.14,84.00
70009,59.14,79.80
70010,59.14,72.00
70011,59.14,69.27
70012,59.14,66.36
70013,59.14,53.47
70014,59.14,52.31
70015,59.14,46.36
70016,59.13,81.54
70017,59.13,78.18
70018,59.13,70.00
70019,59.13,66.40
70020,59.13,65.45
70021,59.13,65.33
70022,59.13,60.46
70023,59.13,58.18
70024,59.13,55.45
70025,59.12,85.45
70026,59.12,83.45
70027,59.12,82.55
70028,59.12,80.00
70029,59.12,79.64
70030,59.12,78.15
70031,59.12,77.80
70032,59.12,77.64
70033,59.12,77.09
70034,59.12,77.08
70035,59.12,76.55
70036,59.12,76.55
70037,59.12,75.80
70038,59.12,74.91
70039,59.12,74.36
70040,59.12,73.45
70041,59.12,73.27
70042,59.12,72.60
70043,59.12,68.80
70044,59.12,67.80
70045,59.12,67.45
70046,59.12,67.45
70047,59.12,64.36
70048,59.12,64.36
70049,59.12,61.85
70050,59.12,61.80
70051,59.12,60.00
70052,59.12,55.60
70053,59.12,53.20
70054,59.12,51.20
70055,59.12,47.23
70056,59.10,86.55
70057,59.10,86.18
70058,59.10,84.91
70059,59.10,83.64
70060,59.10,79.27
70061,59.10,75.20
70062,59.10,75.09
70063,59.10,74.13
70064,59.10,72.91
70065,59.10,71.00
70066,59.10,70.92
70067,59.10,68.40
70068,59.10,67.60
70069,59.10,67.08
70070,59.10,65.40
70071,59.10,64.36
70072,59.10,63.82
70073,59.10,63.23
70074,59.10,62.77
70075,59.10,56.55
70076,59.10,48.80
70077,59.10,46.46
70078,59.09,80.91
70079,59.09,80.15
70080,59.09,78.73
70081,59.09,77.82
70082,59.09,75.08
70083,59.09,74.00
70084,59.09,73.09
70085,59.09,72.36
70086,59.09,70.36
70087,59.09,69.20
70088,59.09,67.64
70089,59.09,67.27
70090,59.09,66.91
70091,59.09,66.20
70092,59.09,66.18
70093,59.09,65.40
70094,59.09,63.82
70095,59.09,63.00
70096,59.09,60.62
70097,59.09,60.46
70098,59.09,56.20
70099,59.09,52.60
70100,59.09,49.08
70101,59.07,84.36
70102,59.07,63.20
70103,59.07,62.77
70104,59.07,58.15
70105,59.06,89.09
70106,59.06,89.09
70107,59.06,87.27
70108,59.06,83.82
70109,59.06,82.00
70110,59.06,81.69
70111,59.06,80.73
70112,59.06,78.73
70113,59.06,77.09
70114,59.06,77.00
70115,59.06,76.60
70116,59.06,76.00
70117,59.06,75.82
70118,59.06,75.82
70119,59.06,75.45
70120,59.06,74.60
70121,59.06,73.80
70122,59.06,73.27
70123,59.06,72.73
70124,59.06,72.18
70125,59.06,71.27
70126,59.06,71.00
70127,59.06,70.80
70128,59.06,70.18
70129,59.06,70.00
70130,59.06,68.91
70131,59.06,68.00
70132,59.06,64.36
70133,59.06,64.18
70134,59.06,60.91
70135,59.06,60.00
70136,59.06,54.77
70137,59.06,53.40
70138,59.05,83.09
70139,59.05,75.07
70140,59.04,92.36
70141,59.04,90.00
70142,59.04,83.64
70143,59.04,82.36
70144,59.04,79.08
70145,59.04,78.55
70146,59.04,78.00
70147,59.04,77.85
70148,59.04,74.92
70149,59.04,74.00
70150,59.04,71.80
70151,59.04,70.15
70152,59.04,69.07
70153,59.04,68.55
70154,59.04,66.92
70155,59.04,65.64
70156,59.04,61.27
70157,59.04,57.20
70158,59.04,42.46
70159,59.03,86.00
70160,59.03,81.45
70161,59.03,80.36
70162,59.03,78.55
70163,59.03,78.18
70164,59.03,76.15
70165,59.03,74.80
70166,59.03,73.64
70167,59.03,73.27
70168,59.03,72.36
70169,59.03,70.46
70170,59.03,70.20
70171,59.03,69.64
70172,59.03,68.20
70173,59.03,68.15
70174,59.03,67.80
70175,59.03,67.08
70176,59.03,66.73
70177,59.03,66.00
70178,59.03,63.69
70179,59.03,62.80
70180,59.03,62.60
70181,59.03,60.00
70182,59.03,57.69
70183,59.03,56.60
70184,59.03,56.55
70185,59.03,56.40
70186,59.03,56.20
70187,59.03,54.92
70188,59.03,54.18
70189,59.03,53.08
70190,59.03,45.20
70191,59.01,59.00
70192,59.00,85.00
70193,59.00,83.54
70194,59.00,81.27
70195,59.00,79.09
70196,59.00,76.91
70197,59.00,76.00
70198,59.00,76.00
70199,59.00,75.64
70200,59.00,75.27
70201,59.00,74.73
70202,59.00,73.45
70203,59.00,72.73
70204,59.00,71.23
70205,59.00,71.20
70206,59.00,71.00
70207,59.00,69.64
70208,59.00,68.40
70209,59.00,65.09
70210,59.00,64.00
70211,59.00,63.00
70212,59.00,62.20
70213,59.00,61.20
70214,59.00,60.80
70215,59.00,57.87
70216,59.00,57.54
70217,59.00,46.00
70218,58.99,88.91
70219,58.99,88.15
70220,58.99,75.09
70221,58.99,74.62
70222,58.99,74.00
70223,58.99,71.08
70224,58.99,71.00
70225,58.99,68.00
70226,58.99,67.45
70227,58.99,66.91
70228,58.99,66.55
70229,58.99,65.82
70230,58.99,65.40
70231,58.99,64.31
70232,58.99,64.15
70233,58.99,60.00
70234,58.99,58.73
70235,58.99,58.00
70236,58.99,57.27
70237,58.99,54.00
70238,58.98,66.00
70239,58.97,81.00
70240,58.97,80.36
70241,58.97,78.77
70242,58.97,75.64
70243,58.97,74.00
70244,58.97,73.27
70245,58.97,70.18
70246,58.97,70.18
70247,58.97,67.85
70248,58.97,66.31
70249,58.97,66.20
70250,58.97,64.00
70251,58.97,63.27
70252,58.97,61.27
70253,58.97,60.55
70254,58.97,60.00
70255,58.97,52.91
70256,58.97,52.18
70257,58.96,73.08
70258,58.95,93.27
70259,58.95,78.71
70260,58.94,82.91
70261,58.94,82.55
70262,58.94,81.27
70263,58.94,80.18
70264,58.94,77.80
70265,58.94,77.60
70266,58.94,77.45
70267,58.94,76.91
70268,58.94,76.55
70269,58.94,76.20
70270,58.94,74.18
70271,58.94,73.60
70272,58.94,73.00
70273,58.94,72.20
70274,58.94,71.87
70275,58.94,71.82
70276,58.94,71.40
70277,58.94,71.08
70278,58.94,70.36
70279,58.94,70.20
70280,58.94,70.20
70281,58.94,70.00
70282,58.94,67.64
70283,58.94,67.40
70284,58.94,66.80
70285,58.94,66.18
70286,58.94,65.64
70287,58.94,63.82
70288,58.94,62.73
70289,58.94,60.00
70290,58.94,60.00
70291,58.94,58.62
70292,58.94,56.73
70293,58.94,53.85
70294,58.94,50.00
70295,58.93,84.00
70296,58.93,74.92
70297,58.93,73.82
70298,58.93,73.69
70299,58.93,72.40
70300,58.93,72.00
70301,58.93,71.69
70302,58.93,68.91
70303,58.93,67.54
70304,58.93,66.62
70305,58.93,66.55
70306,58.93,64.15
70307,58.93,62.18
70308,58.93,60.15
70309,58.93,56.00
70310,58.93,54.80
70311,58.93,53.38
70312,58.93,52.00
70313,58.93,50.00
70314,58.93,45.85
70315,58.93,41.20
70316,58.92,58.80
70317,58.92,58.40
70318,58.91,84.00
70319,58.91,82.73
70320,58.91,81.00
70321,58.91,79.64
70322,58.91,77.85
70323,58.91,76.91
70324,58.91,76.18
70325,58.91,76.00
70326,58.91,75.85
70327,58.91,75.69
70328,58.91,75.64
70329,58.91,75.40
70330,58.91,74.00
70331,58.91,73.60
70332,58.91,73.45
70333,58.91,73.09
70334,58.91,73.09
70335,58.91,73.00
70336,58.91,72.31
70337,58.91,72.18
70338,58.91,71.82
70339,58.91,69.64
70340,58.91,66.36
70341,58.91,66.36
70342,58.91,64.18
70343,58.91,64.00
70344,58.91,60.91
70345,58.91,60.00
70346,58.91,54.18
70347,58.91,52.40
70348,58.91,49.08
70349,58.91,47.54
70350,58.91,46.46
70351,58.90,87.64
70352,58.90,84.36
70353,58.90,81.64
70354,58.90,81.45
70355,58.90,75.20
70356,58.90,68.73
70357,58.90,68.55
70358,58.90,60.00
70359,58.88,88.18
70360,58.88,86.18
70361,58.88,84.60
70362,58.88,83.09
70363,58.88,81.40
70364,58.88,80.40
70365,58.88,79.80
70366,58.88,79.64
70367,58.88,79.64
70368,58.88,78.18
70369,58.88,78.00
70370,58.88,78.00
70371,58.88,77.45
70372,58.88,76.62
70373,58.88,76.20
70374,58.88,76.18
70375,58.88,75.09
70376,58.88,74.73
70377,58.88,74.60
70378,58.88,74.00
70379,58.88,72.36
70380,58.88,72.18
70381,58.88,70.31
70382,58.88,70.15
70383,58.88,69.27
70384,58.88,69.09
70385,58.88,68.36
70386,58.88,67.09
70387,58.88,64.80
70388,58.88,64.80
70389,58.88,64.46
70390,58.88,63.80
70391,58.88,63.45
70392,58.88,63.40
70393,58.88,62.77
70394,58.88,62.73
70395,58.88,57.27
70396,58.88,52.00
70397,58.88,42.15
70398,58.87,85.64
70399,58.87,84.55
70400,58.87,83.60
70401,58.87,80.00
70402,58.87,79.08
70403,58.87,72.62
70404,58.87,70.46
70405,58.87,70.18
70406,58.87,70.00
70407,58.87,69.38
70408,58.87,69.20
70409,58.87,68.77
70410,58.87,68.77
70411,58.87,68.67
70412,58.87,68.18
70413,58.87,66.31
70414,58.87,65.69
70415,58.87,65.23
70416,58.87,65.23
70417,58.87,64.73
70418,58.87,64.00
70419,58.87,63.82
70420,58.87,62.73
70421,58.87,61.69
70422,58.87,61.45
70423,58.87,60.00
70424,58.87,57.69
70425,58.87,54.46
70426,58.87,54.00
70427,58.87,52.62
70428,58.87,52.31
70429,58.87,50.31
70430,58.86,78.00
70431,58.86,72.15
70432,58.86,64.31
70433,58.86,55.69
70434,58.86,53.40
70435,58.85,78.55
70436,58.85,78.40
70437,58.85,77.45
70438,58.85,76.55
70439,58.85,76.00
70440,58.85,74.18
70441,58.85,73.60
70442,58.85,72.36
70443,58.85,72.20
70444,58.85,69.82
70445,58.85,69.80
70446,58.85,68.55
70447,58.85,68.18
70448,58.85,67.09
70449,58.85,66.36
70450,58.85,63.60
70451,58.85,63.27
70452,58.85,58.15
70453,58.85,54.13
70454,58.84,81.82
70455,58.84,75.20
70456,58.84,70.00
70457,58.84,62.92
70458,58.84,56.14
70459,58.82,84.36
70460,58.82,83.38
70461,58.82,82.73
70462,58.82,80.18
70463,58.82,79.27
70464,58.82,78.73
70465,58.82,77.64
70466,58.82,76.73
70467,58.82,75.27
70468,58.82,73.08
70469,58.82,72.92
70470,58.82,72.55
70471,58.82,72.00
70472,58.82,72.00
70473,58.82,71.80
70474,58.82,71.45
70475,58.82,71.38
70476,58.82,70.73
70477,58.82,70.40
70478,58.82,70.36
70479,58.82,69.82
70480,58.82,69.64
70481,58.82,68.18
70482,58.82,67.64
70483,58.82,67.27
70484,58.82,66.73
70485,58.82,66.36
70486,58.82,63.64
70487,58.82,54.60
70488,58.82,54.55
70489,58.82,53.33
70490,58.82,52.43
70491,58.82,52.36
70492,58.82,52.36
70493,58.82,45.82
70494,58.81,83.69
70495,58.81,83.27
70496,58.81,81.38
70497,58.81,79.20
70498,58.81,78.73
70499,58.81,77.45
70500,58.81,77.08
70501,58.81,74.91
70502,58.81,74.80
70503,58.81,73.27
70504,58.81,72.31
70505,58.81,71.27
70506,58.81,70.92
70507,58.81,70.46
70508,58.81,70.00
70509,58.81,69.20
70510,58.81,68.91
70511,58.81,67.69
70512,58.81,67.60
70513,58.81,67.08
70514,58.81,66.00
70515,58.81,62.62
70516,58.81,62.36
70517,58.81,57.07
70518,58.81,53.85
70519,58.80,78.00
70520,58.80,70.13
70521,58.80,63.23
70522,58.80,61.82
70523,58.80,61.80
70524,58.80,57.23
70525,58.80,54.92
70526,58.80,50.31
70527,58.79,84.55
70528,58.79,80.18
70529,58.79,76.36
70530,58.79,70.62
70531,58.79,70.00
70532,58.79,69.09
70533,58.79,67.40
70534,58.79,65.60
70535,58.79,64.91
70536,58.79,58.46
70537,58.79,55.69
70538,58.79,52.15
70539,58.78,52.92
70540,58.77,88.55
70541,58.77,83.80
70542,58.77,73.27
70543,58.77,72.93
70544,58.77,71.45
70545,58.77,65.23
70546,58.77,61.73
70547,58.76,88.36
70548,58.76,84.00
70549,58.76,81.64
70550,58.76,81.45
70551,58.76,79.45
70552,58.76,76.18
70553,58.76,76.00
70554,58.76,75.85
70555,58.76,74.40
70556,58.76,72.73
70557,58.76,72.55
70558,58.76,72.20
70559,58.76,71.00
70560,58.76,70.18
70561,58.76,69.64
70562,58.76,68.91
70563,58.76,65.82
70564,58.76,65.69
70565,58.76,65.27
70566,58.76,64.36
70567,58.76,64.20
70568,58.76,64.00
70569,58.76,62.73
70570,58.76,61.64
70571,58.76,61.00
70572,58.76,60.80
70573,58.76,60.00
70574,58.76,57.85
70575,58.76,57.60
70576,58.76,57.14
70577,58.76,54.80
70578,58.76,54.36
70579,58.76,43.20
70580,58.75,84.91
70581,58.75,81.09
70582,58.75,79.40
70583,58.75,77.69
70584,58.75,72.60
70585,58.75,71.38
70586,58.75,70.80
70587,58.75,69.08
70588,58.75,68.91
70589,58.75,68.60
70590,58.75,66.36
70591,58.75,66.00
70592,58.75,65.09
70593,58.75,58.00
70594,58.75,56.50
70595,58.75,54.31
70596,58.75,51.23
70597,58.75,49.54
70598,58.75,42.27
70599,58.74,85.82
70600,58.74,76.20
70601,58.74,72.80
70602,58.74,72.67
70603,58.74,72.46
70604,58.74,62.77
70605,58.74,59.38
70606,58.74,59.38
70607,58.74,59.08
70608,58.73,84.00
70609,58.73,81.38
70610,58.73,79.80
70611,58.73,79.40
70612,58.73,74.80
70613,58.73,74.55
70614,58.73,71.45
70615,58.73,67.27
70616,58.73,66.18
70617,58.73,66.18
70618,58.73,63.07
70619,58.73,63.00
70620,58.73,62.91
70621,58.73,62.62
70622,58.73,61.27
70623,58.73,52.73
70624,58.72,71.64
70625,58.72,55.45
70626,58.71,85.27
70627,58.71,84.91
70628,58.71,83.45
70629,58.71,83.45
70630,58.71,81.45
70631,58.71,77.60
70632,58.71,76.18
70633,58.71,76.00
70634,58.71,73.40
70635,58.71,72.55
70636,58.71,69.45
70637,58.71,67.40
70638,58.71,67.23
70639,58.71,65.82
70640,58.71,64.91
70641,58.71,64.00
70642,58.71,63.00
70643,58.71,61.54
70644,58.71,61.40
70645,58.71,61.09
70646,58.71,60.00
70647,58.71,60.00
70648,58.71,59.08
70649,58.71,58.31
70650,58.71,58.00
70651,58.71,57.64
70652,58.71,57.64
70653,58.71,55.08
70654,58.71,54.67
70655,58.71,53.07
70656,58.70,69.82
70657,58.70,69.82
70658,58.70,68.91
70659,58.70,63.20
70660,58.70,63.00
70661,58.70,58.53
70662,58.69,85.09
70663,58.69,83.45
70664,58.69,82.91
70665,58.69,81.82
70666,58.69,79.38
70667,58.69,74.77
70668,58.69,73.45
70669,58.69,73.20
70670,58.69,71.54
70671,58.69,69.80
70672,58.69,64.00
70673,58.69,58.73
70674,58.69,58.36
70675,58.69,55.27
70676,58.69,48.53
70677,58.69,45.87
70678,58.69,38.00
70679,58.68,79.82
70680,58.67,83.82
70681,58.67,81.45
70682,58.67,79.40
70683,58.67,78.31
70684,58.67,73.40
70685,58.67,73.08
70686,58.67,72.73
70687,58.67,70.00
70688,58.67,68.80
70689,58.67,68.55
70690,58.67,68.40
70691,58.67,67.85
70692,58.67,64.91
70693,58.67,64.80
70694,58.67,63.20
70695,58.67,62.18
70696,58.67,61.40
70697,58.67,60.36
70698,58.67,60.18
70699,58.67,57.00
70700,58.67,56.20
70701,58.67,45.20
70702,58.65,84.73
70703,58.65,82.92
70704,58.65,82.00
70705,58.65,77.82
70706,58.65,76.73
70707,58.65,75.85
70708,58.65,75.82
70709,58.65,75.60
70710,58.65,75.54
70711,58.65,75.27
70712,58.65,74.18
70713,58.65,74.00
70714,58.65,74.00
70715,58.65,72.73
70716,58.65,72.40
70717,58.65,72.40
70718,58.65,71.27
70719,58.65,70.73
70720,58.65,70.40
70721,58.65,70.18
70722,58.65,69.82
70723,58.65,69.64
70724,58.65,69.60
70725,58.65,69.45
70726,58.65,69.40
70727,58.65,68.36
70728,58.65,67.45
70729,58.65,66.91
70730,58.65,65.82
70731,58.65,65.60
70732,58.65,65.09
70733,58.65,63.82
70734,58.65,63.64
70735,58.65,62.80
70736,58.65,61.85
70737,58.65,61.69
70738,58.65,61.45
70739,58.65,60.62
70740,58.65,56.40
70741,58.65,56.00
70742,58.65,53.45
70743,58.65,47.69
70744,58.65,46.40
70745,58.64,78.73
70746,58.64,71.23
70747,58.63,86.73
70748,58.63,86.20
70749,58.63,78.31
70750,58.63,77.69
70751,58.63,72.62
70752,58.63,72.36
70753,58.63,71.85
70754,58.63,70.27
70755,58.63,69.54
70756,58.63,69.45
70757,58.63,67.40
70758,58.63,66.92
70759,58.63,66.91
70760,58.63,66.36
70761,58.63,66.18
70762,58.63,65.82
70763,58.63,63.38
70764,58.63,63.27
70765,58.63,62.73
70766,58.63,61.54
70767,58.63,61.38
70768,58.63,57.69
70769,58.63,56.91
70770,58.63,55.45
70771,58.63,53.38
70772,58.63,50.00
70773,58.63,41.73
70774,58.62,57.33
70775,58.61,83.54
70776,58.61,78.00
70777,58.61,75.82
70778,58.61,75.38
70779,58.61,72.91
70780,58.61,71.64
70781,58.61,71.54
70782,58.61,70.15
70783,58.61,69.80
70784,58.61,68.77
70785,58.61,68.60
70786,58.61,68.55
70787,58.61,65.45
70788,58.61,62.36
70789,58.61,59.00
70790,58.61,54.73
70791,58.60,88.36
70792,58.60,81.54
70793,58.60,80.55
70794,58.60,57.71
70795,58.60,53.60
70796,58.59,83.27
70797,58.59,81.20
70798,58.59,80.00
70799,58.59,79.80
70800,58.59,77.82
70801,58.59,77.64
70802,58.59,76.60
70803,58.59,73.23
70804,58.59,72.55
70805,58.59,72.18
70806,58.59,71.45
70807,58.59,71.00
70808,58.59,70.00
70809,58.59,68.93
70810,58.59,68.73
70811,58.59,68.00
70812,58.59,67.80
70813,58.59,67.45
70814,58.59,63.45
70815,58.59,61.20
70816,58.59,61.08
70817,58.59,60.91
70818,58.59,60.40
70819,58.59,59.60
70820,58.59,58.36
70821,58.59,56.80
70822,58.59,56.46
70823,58.58,87.09
70824,58.58,76.80
70825,58.58,74.91
70826,58.58,72.60
70827,58.58,54.00
70828,58.58,49.08
70829,58.57,85.09
70830,58.57,80.62
70831,58.57,79.38
70832,58.57,77.45
70833,58.57,76.91
70834,58.57,75.54
70835,58.57,75.27
70836,58.57,74.91
70837,58.57,74.00
70838,58.57,71.27
70839,58.57,70.80
70840,58.57,69.85
70841,58.57,68.40
70842,58.57,66.73
70843,58.57,64.92
70844,58.57,63.38
70845,58.57,63.23
70846,58.57,62.91
70847,58.57,62.91
70848,58.57,56.00
70849,58.57,52.92
70850,58.57,49.73
70851,58.56,94.18
70852,58.56,83.09
70853,58.56,79.23
70854,58.56,78.20
70855,58.56,74.91
70856,58.56,74.00
70857,58.56,71.09
70858,58.56,61.80
70859,58.56,61.38
70860,58.56,50.77
70861,58.56,50.62
70862,58.55,81.69
70863,58.55,77.80
70864,58.55,76.40
70865,58.55,74.91
70866,58.55,74.91
70867,58.55,73.38
70868,58.55,72.20
70869,58.55,70.80
70870,58.55,68.00
70871,58.55,67.00
70872,58.55,66.91
70873,58.55,63.27
70874,58.55,62.91
70875,58.55,60.00
70876,58.55,59.20
70877,58.55,54.00
70878,58.55,53.40
70879,58.55,49.80
70880,58.55,49.40
70881,58.54,79.38
70882,58.54,77.23
70883,58.54,69.64
70884,58.54,60.00
70885,58.54,59.27
70886,58.53,82.18
70887,58.53,81.64
70888,58.53,78.40
70889,58.53,78.36
70890,58.53,75.82
70891,58.53,73.60
70892,58.53,72.36
70893,58.53,71.09
70894,58.53,70.80
70895,58.53,69.64
70896,58.53,69.09
70897,58.53,68.80
70898,58.53,68.20
70899,58.53,66.00
70900,58.53,66.00
70901,58.53,64.91
70902,58.53,63.23
70903,58.53,61.85
70904,58.53,61.23
70905,58.53,59.09
70906,58.53,57.82
70907,58.53,52.80
70908,58.52,86.91
70909,58.52,82.55
70910,58.52,77.23
70911,58.52,75.64
70912,58.52,74.60
70913,58.52,69.27
70914,58.52,68.91
70915,58.52,63.00
70916,58.52,60.00
70917,58.52,59.38
70918,58.51,80.15
70919,58.51,74.77
70920,58.51,74.15
70921,58.51,73.60
70922,58.51,73.27
70923,58.51,70.91
70924,58.51,70.31
70925,58.51,70.24
70926,58.51,69.85
70927,58.51,68.71
70928,58.51,66.36
70929,58.51,61.08
70930,58.51,60.00
70931,58.51,56.67
70932,58.51,56.62
70933,58.51,56.31
70934,58.51,56.00
70935,58.51,55.69
70936,58.51,55.33
70937,58.51,49.82
70938,58.51,49.82
70939,58.51,44.93
70940,58.50,74.55
70941,58.50,74.55
70942,58.50,66.36
70943,58.50,62.93
70944,58.50,61.60
70945,58.50,60.00
70946,58.50,58.62
70947,58.50,57.08
70948,58.49,60.00
70949,58.48,80.00
70950,58.48,78.73
70951,58.48,78.00
70952,58.48,76.91
70953,58.48,73.08
70954,58.48,72.36
70955,58.48,72.20
70956,58.48,70.62
70957,58.48,70.36
70958,58.48,69.64
70959,58.48,69.45
70960,58.48,68.20
70961,58.48,67.80
70962,58.48,67.09
70963,58.48,66.91
70964,58.48,61.80
70965,58.48,61.20
70966,58.48,61.00
70967,58.48,61.00
70968,58.48,60.18
70969,58.48,60.00
70970,58.48,57.20
70971,58.48,55.60
70972,58.48,55.45
70973,58.48,53.08
70974,58.48,52.91
70975,58.47,89.00
70976,58.47,82.80
70977,58.47,80.20
70978,58.47,80.00
70979,58.47,78.36
70980,58.47,78.00
70981,58.47,77.45
70982,58.47,77.09
70983,58.47,77.08
70984,58.47,76.73
70985,58.47,76.36
70986,58.47,76.00
70987,58.47,75.80
70988,58.47,75.80
70989,58.47,73.82
70990,58.47,72.36
70991,58.47,71.82
70992,58.47,71.64
70993,58.47,71.45
70994,58.47,69.09
70995,58.47,68.20
70996,58.47,67.82
70997,58.47,67.64
70998,58.47,67.40
70999,58.47,65.54
71000,58.47,63.64
71001,58.47,61.64
71002,58.47,61.60
71003,58.47,60.00
71004,58.47,60.00
71005,58.47,54.00
71006,58.47,53.27
71007,58.47,53.00
71008,58.46,78.36
71009,58.46,77.38
71010,58.46,70.31
71011,58.46,68.40
71012,58.46,63.69
71013,58.46,63.69
71014,58.46,61.20
71015,58.46,54.31
71016,58.46,54.20
71017,58.45,87.09
71018,58.45,77.45
71019,58.45,77.38
71020,58.45,75.82
71021,58.45,75.82
71022,58.45,72.36
71023,58.45,72.31
71024,58.45,71.38
71025,58.45,67.45
71026,58.45,67.33
71027,58.45,63.85
71028,58.45,58.55
71029,58.45,58.00
71030,58.45,53.45
71031,58.44,82.36
71032,58.44,81.80
71033,58.44,77.64
71034,58.44,73.60
71035,58.44,69.82
71036,58.44,60.80
71037,58.44,56.92
71038,58.43,61.85
71039,58.43,60.00
71040,58.42,84.36
71041,58.42,81.27
71042,58.42,81.23
71043,58.42,77.54
71044,58.42,71.09
71045,58.42,70.00
71046,58.42,63.00
71047,58.42,62.46
71048,58.42,61.00
71049,58.42,57.85
71050,58.42,45.47
71051,58.42,41.40
71052,58.41,83.80
71053,58.41,82.55
71054,58.41,80.73
71055,58.41,79.09
71056,58.41,77.45
71057,58.41,77.09
71058,58.41,76.18
71059,58.41,74.91
71060,58.41,74.40
71061,58.41,70.91
71062,58.41,70.20
71063,58.41,66.20
71064,58.41,66.18
71065,58.41,65.82
71066,58.41,62.00
71067,58.41,61.23
71068,58.41,60.40
71069,58.41,60.00
71070,58.41,54.40
71071,58.41,54.13
71072,58.41,51.09
71073,58.41,48.60
71074,58.41,44.80
71075,58.40,73.85
71076,58.40,69.80
71077,58.40,68.46
71078,58.40,68.36
71079,58.40,68.00
71080,58.40,67.00
71081,58.40,60.00
71082,58.40,57.23
71083,58.40,55.85
71084,58.40,53.17
71085,58.39,92.18
71086,58.39,85.64
71087,58.39,81.82
71088,58.39,78.36
71089,58.39,74.62
71090,58.39,72.46
71091,58.39,70.31
71092,58.39,65.69
71093,58.39,61.80
71094,58.39,60.77
71095,58.39,56.15
71096,58.39,53.08
71097,58.38,89.45
71098,58.38,77.54
71099,58.38,74.71
71100,58.38,73.82
71101,58.38,68.00
71102,58.38,67.40
71103,58.38,62.46
71104,58.38,60.92
71105,58.38,60.46
71106,58.38,60.40
71107,58.38,60.00
71108,58.38,59.20
71109,58.38,54.92
71110,58.37,80.92
71111,58.37,79.27
71112,58.37,72.91
71113,58.37,71.82
71114,58.37,71.40
71115,58.37,69.82
71116,58.37,69.09
71117,58.37,69.08
71118,58.37,68.00
71119,58.37,67.85
71120,58.37,61.85
71121,58.37,61.60
71122,58.37,49.09
71123,58.36,81.82
71124,58.36,75.00
71125,58.36,72.55
71126,58.36,72.00
71127,58.36,70.91
71128,58.36,69.80
71129,58.36,63.82
71130,58.36,61.40
71131,58.36,61.20
71132,58.36,60.00
71133,58.36,51.85
71134,58.35,90.73
71135,58.35,89.64
71136,58.35,83.82
71137,58.35,83.20
71138,58.35,81.69
71139,58.35,80.73
71140,58.35,79.85
71141,58.35,79.60
71142,58.35,78.55
71143,58.35,77.00
71144,58.35,75.40
71145,58.35,74.55
71146,58.35,74.20
71147,58.35,74.00
71148,58.35,73.45
71149,58.35,72.80
71150,58.35,72.18
71151,58.35,72.00
71152,58.35,71.09
71153,58.35,68.55
71154,58.35,67.64
71155,58.35,66.40
71156,58.35,66.00
71157,58.35,63.64
71158,58.35,54.00
71159,58.35,51.82
71160,58.35,47.60
71161,58.34,78.36
71162,58.34,77.45
71163,58.34,60.46
71164,58.34,60.00
71165,58.34,59.20
71166,58.33,84.91
71167,58.33,82.60
71168,58.33,76.00
71169,58.33,71.85
71170,58.33,70.92
71171,58.33,69.45
71172,58.33,68.46
71173,58.33,67.50
71174,58.33,67.40
71175,58.33,65.00
71176,58.33,63.69
71177,58.33,62.46
71178,58.33,61.85
71179,58.33,60.13
71180,58.33,58.40
71181,58.33,54.15
71182,58.33,48.15
71183,58.32,90.00
71184,58.32,81.20
71185,58.32,80.46
71186,58.32,69.23
71187,58.32,68.62
71188,58.32,66.00
71189,58.32,64.60
71190,58.32,64.00
71191,58.32,56.40
71192,58.31,84.31
71193,58.31,80.73
71194,58.31,78.15
71195,58.31,76.00
71196,58.31,72.55
71197,58.31,70.80
71198,58.31,65.20
71199,58.31,64.46
71200,58.31,63.71
71201,58.31,62.31
71202,58.31,58.91
71203,58.31,57.87
71204,58.31,48.53
71205,58.30,83.82
71206,58.30,80.73
71207,58.30,79.80
71208,58.30,71.23
71209,58.30,71.09
71210,58.30,68.43
71211,58.30,66.20
