ALGMN,Gender,Diploma,SSC
45342,Male,68.24,54.4
45343,Male,68.24,54
45344,Male,68.24,50.8
45345,Male,68.24,49.6
45346,Male,68.24,47.6
45347,Male,68.24,46.8
45348,Male,68.24,42.73
45349,Male,68.23,77.45
45350,Female,68.23,66
45351,Male,68.21,90.91
45352,Male,68.21,77.6
45353,Female,68.2,87.64
45354,Female,68.19,88
45355,Male,68.19,87.27
45356,Male,68.19,82.13
45357,Male,68.19,81.08
45358,Male,68.19,80.8
45359,Male,68.19,80.8
45360,Female,68.19,80.4
45361,Male,68.19,80.36
45362,Male,68.19,79.82
45363,Female,68.19,77.45
45364,Male,68.19,75.4
45365,Female,68.19,75.27
45366,Male,68.19,74.73
45367,Female,68.19,73.82
45368,Male,68.19,73.09
45369,Female,68.19,72.2
45370,Female,68.19,71.6
45371,Female,68.19,70.73
45372,Male,68.19,70.6
45373,Female,68.19,70
45374,Male,68.19,69.64
45375,Male,68.19,69.64
45376,Female,68.19,68
45377,Male,68.19,65.09
45378,Female,68.19,60.73
45379,Male,68.19,59.2
45380,Male,68.19,55.54
45381,Female,68.19,50
45382,Male,68.18,94
45383,Female,68.18,92.36
45384,Male,68.18,91
45385,Male,68.18,90.6
45386,Male,68.18,89.27
45387,Female,68.18,88.77
45388,Male,68.18,87.8
45389,Female,68.18,87.6
45390,Male,68.18,87.45
45391,Male,68.18,86.91
45392,Male,68.18,86.4
45393,Female,68.18,85.45
45394,Male,68.18,85
45395,Male,68.18,84.2
45396,Female,68.18,84.2
45397,Male,68.18,84.18
45398,Male,68.18,83.4
45399,Male,68.18,83.27
45400,Male,68.18,83.2
45401,Male,68.18,83.09
45402,Male,68.18,83
45403,Male,68.18,82.73
45404,Male,68.18,82.55
45405,Male,68.18,82.4
45406,Female,68.18,82.36
45407,Male,68.18,82.36
45408,Male,68.18,81.45
45409,Male,68.18,80.91
45410,Male,68.18,80.8
45411,Male,68.18,80.55
45412,Male,68.18,80.36
45413,Male,68.18,80
45414,Male,68.18,79.82
45415,Female,68.18,79.82
45416,Male,68.18,79.8
45417,Male,68.18,79.64
45418,Male,68.18,79.64
45419,Male,68.18,79.64
45420,Male,68.18,79.6
45421,Male,68.18,78.73
45422,Male,68.18,78.73
45423,Male,68.18,78.36
45424,Male,68.18,78.36
45425,Male,68.18,78.18
45426,Male,68.18,78
45427,Male,68.18,77.27
45428,Male,68.18,77.27
45429,Male,68.18,77.2
45430,Male,68.18,77
45431,Male,68.18,77
45432,Female,68.18,76.73
45433,Female,68.18,76.73
45434,Male,68.18,76.4
45435,Male,68.18,76.2
45436,Male,68.18,76.2
45437,Male,68.18,76.18
45438,Male,68.18,76.15
45439,Male,68.18,75.82
45440,Male,68.18,75.45
45441,Male,68.18,75.09
45442,Male,68.18,75
45443,Female,68.18,75
45444,Female,68.18,74.55
45445,Male,68.18,74.36
45446,Male,68.18,74.2
45447,Male,68.18,74.2
45448,Female,68.18,74
45449,Male,68.18,74
45450,Female,68.18,74
45451,Male,68.18,73.82
45452,Male,68.18,73.6
45453,Male,68.18,73.6
45454,Male,68.18,73.45
45455,Male,68.18,73.27
45456,Male,68.18,73.2
45457,Male,68.18,73.09
45458,Male,68.18,73.08
45459,Male,68.18,72.4
45460,Female,68.18,72.4
45461,Male,68.18,71.8
45462,Female,68.18,71.6
45463,Female,68.18,71.47
45464,Male,68.18,71.45
45465,Male,68.18,71.45
45466,Female,68.18,71.4
45467,Male,68.18,71.4
45468,Male,68.18,71.4
45469,Male,68.18,71.38
45470,Male,68.18,71.2
45471,Male,68.18,71.2
45472,Male,68.18,71.09
45473,Male,68.18,70.36
45474,Male,68.18,70.36
45475,Male,68.18,70.2
45476,Female,68.18,70.2
45477,Male,68.18,70.18
45478,Female,68.18,70
45479,Female,68.18,69.8
45480,Male,68.18,69.8
45481,Male,68.18,69.8
45482,Male,68.18,69.64
45483,Male,68.18,69.64
45484,Female,68.18,69.6
45485,Male,68.18,69.27
45486,Male,68.18,68.91
45487,Male,68.18,68.91
45488,Male,68.18,68.8
45489,Female,68.18,68.73
45490,Female,68.18,68.73
45491,Male,68.18,68.4
45492,Female,68.18,68.18
45493,Female,68.18,68.18
45494,Male,68.18,68.18
45495,Female,68.18,67.82
45496,Male,68.18,67.8
45497,Male,68.18,67.45
45498,Male,68.18,67.27
45499,Male,68.18,67
45500,Male,68.18,66.8
45501,Male,68.18,66.77
45502,Male,68.18,66.36
45503,Male,68.18,66
45504,Female,68.18,65.82
45505,Female,68.18,65.27
45506,Male,68.18,65.27
45507,Male,68.18,65.27
45508,Male,68.18,64.8
45509,Male,68.18,64.8
45510,Male,68.18,64.73
45511,Male,68.18,64.55
45512,Male,68.18,64.2
45513,Male,68.18,64.2
45514,Male,68.18,64.2
45515,Male,68.18,63.8
45516,Female,68.18,63.8
45517,Male,68.18,63.6
45518,Male,68.18,63.6
45519,Male,68.18,61.92
45520,Male,68.18,61.8
45521,Male,68.18,61.8
45522,Female,68.18,61.64
45523,Female,68.18,60
45524,Male,68.18,59
45525,Male,68.18,58.8
45526,Male,68.18,56.8
45527,Female,68.18,55.82
45528,Female,68.18,55.6
45529,Female,68.18,55.09
45530,Male,68.18,54.8
45531,Female,68.18,54.4
45532,Male,68.18,52
45533,Male,68.18,50.4
45534,Male,68.18,49.8
45535,Male,68.18,48.96
45536,Male,68.18,40.8
45537,Male,68.17,89.82
45538,Female,68.17,82.46
45539,Male,68.17,81.27
45540,Male,68.17,76.36
45541,Male,68.17,72
45542,Male,68.17,69.8
45543,Male,68.17,58.31
45544,Female,68.14,89.2
45545,Male,68.14,82
45546,Male,68.13,96.55
45547,Female,68.13,86
45548,Female,68.13,85.8
45549,Male,68.13,84.18
45550,Female,68.13,81.82
45551,Male,68.13,80.4
45552,Male,68.13,79.82
45553,Female,68.13,78.2
45554,Female,68.13,76.91
45555,Male,68.13,76.55
45556,Male,68.13,76.36
45557,Female,68.13,73.82
45558,Male,68.13,73.09
45559,Female,68.13,72.4
45560,Female,68.13,71.45
45561,Female,68.13,69.8
45562,Female,68.13,68.4
45563,Female,68.13,67.6
45564,Female,68.13,66.4
45565,Female,68.13,65.8
45566,Female,68.13,64.4
45567,Female,68.13,62.6
45568,Male,68.13,61.2
45569,Female,68.13,60.36
45570,Female,68.13,58.2
45571,Female,68.13,57.2
45572,Female,68.13,57
45573,Male,68.13,54.31
45574,Male,68.13,51.23
45575,Female,68.12,90.18
45576,Male,68.12,88.2
45577,Female,68.12,87.8
45578,Male,68.12,87.09
45579,Male,68.12,86.55
45580,Male,68.12,86
45581,Male,68.12,85.64
45582,Female,68.12,85
45583,Male,68.12,84.73
45584,Male,68.12,84.18
45585,Female,68.12,84
45586,Female,68.12,83.8
45587,Male,68.12,82.8
45588,Female,68.12,82.8
45589,Male,68.12,82.6
45590,Female,68.12,82.18
45591,Male,68.12,81.82
45592,Male,68.12,81.45
45593,Female,68.12,81.4
45594,Male,68.12,81.08
45595,Male,68.12,80.73
45596,Male,68.12,80.73
45597,Female,68.12,80.6
45598,Female,68.12,80.4
45599,Male,68.12,80.4
45600,Male,68.12,80.36
45601,Male,68.12,80.2
45602,Male,68.12,79.82
45603,Male,68.12,79.8
45604,Male,68.12,79.64
45605,Male,68.12,79.45
45606,Female,68.12,79
45607,Female,68.12,78.73
45608,Male,68.12,78.6
45609,Female,68.12,78.6
45610,Male,68.12,78.4
45611,Male,68.12,78.18
45612,Male,68.12,77.8
45613,Male,68.12,77.64
45614,Female,68.12,77.6
45615,Female,68.12,77.6
45616,Male,68.12,77.6
45617,Female,68.12,77.6
45618,Male,68.12,77.45
45619,Male,68.12,77.27
45620,Male,68.12,77.09
45621,Male,68.12,76.91
45622,Male,68.12,76.8
45623,Male,68.12,76.8
45624,Male,68.12,76.77
45625,Male,68.12,76.36
45626,Male,68.12,76.36
45627,Male,68.12,76.31
45628,Female,68.12,76.2
45629,Male,68.12,76.2
45630,Male,68.12,76.18
45631,Male,68.12,76
45632,Male,68.12,76
45633,Male,68.12,76
45634,Male,68.12,76
45635,Male,68.12,76
45636,Male,68.12,75.64
45637,Female,68.12,75.6
45638,Male,68.12,75.27
45639,Male,68.12,75.27
45640,Male,68.12,75.09
45641,Female,68.12,75.09
45642,Male,68.12,75
45643,Male,68.12,74.8
45644,Male,68.12,74.6
45645,Male,68.12,74.6
45646,Male,68.12,74.55
45647,Male,68.12,74.4
45648,Female,68.12,74.4
45649,Female,68.12,74.4
45650,Male,68.12,74.2
45651,Female,68.12,74
45652,Male,68.12,73.6
45653,Male,68.12,73.45
45654,Male,68.12,73.27
45655,Male,68.12,73.09
45656,Male,68.12,72.73
45657,Male,68.12,72.6
45658,Female,68.12,72.4
45659,Male,68.12,72.2
45660,Male,68.12,72.2
45661,Male,68.12,72.15
45662,Male,68.12,72
45663,Female,68.12,71.82
45664,Male,68.12,71.82
45665,Male,68.12,71.82
45666,Male,68.12,71.8
45667,Female,68.12,71.8
45668,Male,68.12,71.69
45669,Female,68.12,71.64
45670,Male,68.12,71.45
45671,Male,68.12,70.91
45672,Male,68.12,70.91
45673,Male,68.12,70.73
45674,Male,68.12,70.73
45675,Male,68.12,70.55
45676,Male,68.12,70.36
45677,Male,68.12,70.36
45678,Male,68.12,70.18
45679,Male,68.12,69.82
45680,Female,68.12,69.8
45681,Male,68.12,69.64
45682,Male,68.12,69.6
45683,Female,68.12,69.45
45684,Male,68.12,69.27
45685,Male,68.12,69.27
45686,Male,68.12,69.2
45687,Female,68.12,69.09
45688,Male,68.12,68.91
45689,Male,68.12,68.6
45690,Male,68.12,68.6
45691,Male,68.12,68.55
45692,Female,68.12,68.2
45693,Male,68.12,68
45694,Male,68.12,68
45695,Male,68.12,68
45696,Male,68.12,67.82
45697,Female,68.12,67.8
45698,Male,68.12,67.6
45699,Male,68.12,67.6
45700,Male,68.12,67.45
45701,Male,68.12,67.45
45702,Male,68.12,67.27
45703,Male,68.12,67.27
45704,Male,68.12,67.27
45705,Male,68.12,67.09
45706,Male,68.12,67.09
45707,Male,68.12,67.09
45708,Male,68.12,67.09
45709,Male,68.12,67
45710,Male,68.12,66.8
45711,Male,68.12,66.73
45712,Male,68.12,66.4
45713,Male,68.12,66.18
45714,Male,68.12,66
45715,Male,68.12,65.8
45716,Female,68.12,65.8
45717,Male,68.12,65.8
45718,Female,68.12,65.8
45719,Male,68.12,65.64
45720,Male,68.12,65.54
45721,Female,68.12,64.2
45722,Female,68.12,64.18
45723,Male,68.12,64
45724,Female,68.12,62.18
45725,Female,68.12,61.4
45726,Female,68.12,61.4
45727,Male,68.12,61.27
45728,Male,68.12,59
45729,Male,68.12,58.8
45730,Male,68.12,58.55
45731,Male,68.12,58.4
45732,Male,68.12,58
45733,Female,68.12,57
45734,Male,68.12,55.38
45735,Male,68.12,53
45736,Male,68.12,52.91
45737,Male,68.12,51.64
45738,Male,68.12,51.4
45739,Male,68.12,49.6
45740,Female,68.12,44.57
45741,Male,68.11,78.92
45742,Male,68.11,69.27
45743,Male,68.11,68.8
45744,Female,68.11,52.31
45745,Female,68.1,71.64
45746,Male,68.09,60.53
45747,Female,68.08,80.6
45748,Male,68.08,80
45749,Female,68.08,55.87
45750,Male,68.07,86.18
45751,Male,68.07,85.8
45752,Male,68.06,91.45
45753,Male,68.06,91.2
45754,Male,68.06,89.8
45755,Male,68.06,89.45
45756,Male,68.06,89.09
45757,Male,68.06,88.6
45758,Female,68.06,88.55
45759,Male,68.06,88
45760,Female,68.06,87.64
45761,Male,68.06,87.45
45762,Male,68.06,87.4
45763,Female,68.06,87.2
45764,Female,68.06,86.8
45765,Male,68.06,86.36
45766,Male,68.06,86.36
45767,Male,68.06,86
45768,Female,68.06,85.82
45769,Male,68.06,85.8
45770,Male,68.06,85.45
45771,Male,68.06,85.45
45772,Male,68.06,84.55
45773,Male,68.06,83.82
45774,Male,68.06,83.6
45775,Female,68.06,83.45
45776,Male,68.06,83.45
45777,Male,68.06,83.27
45778,Male,68.06,83.27
45779,Female,68.06,83.09
45780,Female,68.06,83.09
45781,Male,68.06,83
45782,Female,68.06,82.4
45783,Male,68.06,82.36
45784,Female,68.06,82
45785,Male,68.06,81.82
45786,Male,68.06,81.82
45787,Male,68.06,81.64
45788,Female,68.06,81.64
45789,Male,68.06,81.64
45790,Female,68.06,81.45
45791,Male,68.06,81.45
45792,Male,68.06,81.09
45793,Male,68.06,80.91
45794,Male,68.06,80.91
45795,Male,68.06,80.8
45796,Male,68.06,80.73
45797,Male,68.06,80.36
45798,Male,68.06,80.18
45799,Male,68.06,80.18
45800,Female,68.06,80.18
45801,Female,68.06,80.18
45802,Female,68.06,80.18
45803,Male,68.06,79.64
45804,Male,68.06,79.6
45805,Male,68.06,79.27
45806,Male,68.06,79.27
45807,Female,68.06,79.27
45808,Male,68.06,79.27
45809,Female,68.06,79
45810,Male,68.06,78.73
45811,Female,68.06,78.73
45812,Male,68.06,78.55
45813,Male,68.06,78.36
45814,Male,68.06,78
45815,Male,68.06,78
45816,Male,68.06,77.82
45817,Male,68.06,77.64
45818,Male,68.06,77.64
45819,Male,68.06,77.6
45820,Male,68.06,77.4
45821,Male,68.06,77.27
45822,Male,68.06,77.09
45823,Male,68.06,76.91
45824,Male,68.06,76.73
45825,Male,68.06,76.62
45826,Male,68.06,76.4
45827,Male,68.06,75.85
45828,Male,68.06,75.8
45829,Male,68.06,75.64
45830,Female,68.06,75.6
45831,Female,68.06,75.45
45832,Male,68.06,75.45
45833,Female,68.06,75.09
45834,Female,68.06,75
45835,Male,68.06,74.8
45836,Female,68.06,74.8
45837,Male,68.06,74.73
45838,Male,68.06,74.6
45839,Male,68.06,74.6
45840,Female,68.06,74.55
45841,Female,68.06,74.4
45842,Male,68.06,74.2
45843,Female,68.06,74.2
45844,Male,68.06,74
45845,Male,68.06,73.82
45846,Female,68.06,73.82
45847,Female,68.06,73.82
45848,Female,68.06,73.8
45849,Male,68.06,73.8
45850,Male,68.06,73.64
45851,Male,68.06,73.45
45852,Female,68.06,73.4
45853,Female,68.06,73.2
45854,Male,68.06,73
45855,Female,68.06,72.91
45856,Male,68.06,72.4
45857,Male,68.06,72.4
45858,Female,68.06,72.2
45859,Male,68.06,72.18
45860,Male,68.06,72
45861,Female,68.06,72
45862,Male,68.06,72
45863,Male,68.06,71.69
45864,Female,68.06,71.6
45865,Male,68.06,71.4
45866,Female,68.06,71.27
45867,Female,68.06,71.2
45868,Male,68.06,71
45869,Male,68.06,70.91
45870,Female,68.06,70.8
45871,Female,68.06,70.73
45872,Male,68.06,70.6
45873,Male,68.06,70.55
45874,Male,68.06,70.4
45875,Female,68.06,70.4
45876,Male,68.06,70.4
45877,Female,68.06,70.2
45878,Male,68.06,70.18
45879,Female,68.06,70.18
45880,Male,68.06,70
45881,Male,68.06,69.82
45882,Female,68.06,69.8
45883,Female,68.06,69.8
45884,Male,68.06,69.6
45885,Female,68.06,69.27
45886,Female,68.06,69
45887,Male,68.06,68.91
45888,Male,68.06,68.73
45889,Male,68.06,68.6
45890,Male,68.06,68.6
45891,Female,68.06,68.4
45892,Female,68.06,68.2
45893,Male,68.06,68
45894,Female,68.06,67.64
45895,Male,68.06,67.2
45896,Female,68.06,67.2
45897,Male,68.06,67.09
45898,Male,68.06,67
45899,Male,68.06,66.8
45900,Male,68.06,66.73
45901,Male,68.06,66.4
45902,Male,68.06,66.2
45903,Male,68.06,66
45904,Male,68.06,65.64
45905,Male,68.06,65.64
45906,Male,68.06,65.45
45907,Male,68.06,65.4
45908,Male,68.06,65.27
45909,Male,68.06,65.2
45910,Male,68.06,65
45911,Male,68.06,64.2
45912,Male,68.06,63.6
45913,Female,68.06,63.45
45914,Male,68.06,63.27
45915,Male,68.06,63.2
45916,Male,68.06,63
45917,Male,68.06,63
45918,Male,68.06,62.91
45919,Male,68.06,62.91
45920,Male,68.06,62.6
45921,Female,68.06,62.6
45922,Female,68.06,62.55
45923,Male,68.06,62.4
45924,Male,68.06,62.4
45925,Male,68.06,62.18
45926,Male,68.06,62
45927,Male,68.06,61.82
45928,Male,68.06,61.4
45929,Male,68.06,60.91
45930,Male,68.06,60.73
45931,Male,68.06,60.6
45932,Male,68.06,60.55
45933,Male,68.06,60.4
45934,Female,68.06,60.4
45935,Male,68.06,60.2
45936,Male,68.06,60
45937,Male,68.06,60
45938,Female,68.06,58.8
45939,Female,68.06,58
45940,Male,68.06,57.82
45941,Male,68.06,57.45
45942,Male,68.06,57.4
45943,Male,68.06,56.91
45944,Male,68.06,56.8
45945,Male,68.06,56.62
45946,Female,68.06,56.31
45947,Male,68.06,56
45948,Male,68.06,56
45949,Male,68.06,55.2
45950,Male,68.06,51.4
45951,Male,68.06,49.2
45952,Male,68.06,47.6
45953,Male,68.06,47.57
45954,Male,68.06,43.47
45955,Female,68.05,93.27
45956,Male,68.05,85.82
45957,Male,68,93.64
45958,Male,68,89.82
45959,Female,68,88.46
45960,Male,68,88.2
45961,Male,68,88.18
45962,Female,68,88.18
45963,Male,68,87.8
45964,Female,68,87.6
45965,Male,68,87.54
45966,Male,68,87.45
45967,Female,68,86.91
45968,Male,68,86.73
45969,Female,68,86.4
45970,Male,68,86
45971,Male,68,86
45972,Male,68,85.64
45973,Male,68,85.64
45974,Female,68,85.45
45975,Male,68,85.27
45976,Male,68,85.27
45977,Male,68,85.27
45978,Male,68,84.73
45979,Male,68,84.73
45980,Male,68,84
45981,Male,68,83.8
45982,Male,68,83.45
45983,Male,68,83.38
45984,Female,68,83.2
45985,Male,68,82.91
45986,Male,68,82.18
45987,Male,68,82
45988,Male,68,81.2
45989,Male,68,81.2
45990,Male,68,81
45991,Male,68,80.73
45992,Male,68,80.73
45993,Female,68,80.6
45994,Female,68,80.4
45995,Male,68,80.36
45996,Male,68,80.36
45997,Female,68,80.36
45998,Male,68,80.18
45999,Female,68,80.18
46000,Female,68,80
46001,Male,68,79.82
46002,Male,68,79.82
46003,Male,68,79.82
46004,Female,68,79.82
46005,Male,68,79.8
46006,Female,68,79.8
46007,Male,68,79.6
46008,Female,68,79.6
46009,Female,68,79.4
46010,Male,68,79.4
46011,Male,68,79.4
46012,Male,68,79.38
46013,Male,68,79.09
46014,Male,68,78.92
46015,Female,68,78.73
46016,Male,68,78.6
46017,Female,68,78.6
46018,Male,68,78.6
46019,Male,68,78.55
46020,Male,68,78.4
46021,Female,68,78.36
46022,Male,68,78.36
46023,Male,68,78.2
46024,Male,68,78.2
46025,Male,68,78
46026,Male,68,77.45
46027,Male,68,77.45
46028,Male,68,77.4
46029,Male,68,77.4
46030,Female,68,77.4
46031,Male,68,77.38
46032,Male,68,77.27
46033,Female,68,77.2
46034,Male,68,77.09
46035,Female,68,77.08
46036,Male,68,76.8
46037,Male,68,76.6
46038,Male,68,76.55
46039,Male,68,76.4
46040,Female,68,76.36
46041,Male,68,76
46042,Male,68,75.82
46043,Male,68,75.64
46044,Male,68,75.6
46045,Male,68,75.6
46046,Male,68,75.2
46047,Male,68,74.91
46048,Male,68,74.91
46049,Female,68,74.73
46050,Male,68,74.62
46051,Female,68,74.55
46052,Male,68,74.55
46053,Male,68,74.4
46054,Male,68,74.18
46055,Male,68,74
46056,Female,68,74
46057,Female,68,74
46058,Male,68,74
46059,Female,68,73.82
46060,Male,68,73.82
46061,Male,68,73.6
46062,Male,68,73.45
46063,Female,68,73.4
46064,Female,68,73.27
46065,Male,68,73.27
46066,Male,68,73.2
46067,Female,68,73.2
46068,Female,68,73.2
46069,Female,68,73.09
46070,Male,68,72.91
46071,Male,68,72.8
46072,Male,68,72.8
46073,Male,68,72.55
46074,Male,68,72.55
46075,Male,68,72.4
46076,Male,68,72.36
46077,Male,68,72.36
46078,Female,68,71.82
46079,Male,68,71.8
46080,Male,68,71.64
46081,Male,68,71.64
46082,Male,68,71.64
46083,Male,68,71.64
46084,Female,68,71.4
46085,Male,68,71.4
46086,Female,68,71.4
46087,Male,68,71.27
46088,Male,68,71.23
46089,Male,68,71
46090,Male,68,70.8
46091,Male,68,70.8
46092,Female,68,70.8
46093,Female,68,70.73
46094,Male,68,70.62
46095,Male,68,70.6
46096,Male,68,70.18
46097,Male,68,70
46098,Female,68,69.82
46099,Male,68,69.8
46100,Male,68,69.64
46101,Female,68,69.09
46102,Female,68,68.8
46103,Male,68,68.8
46104,Male,68,68.73
46105,Male,68,68.73
46106,Male,68,68.6
46107,Male,68,68.2
46108,Male,68,68.2
46109,Male,68,68
46110,Male,68,68
46111,Male,68,67.27
46112,Female,68,67.09
46113,Male,68,67.09
46114,Male,68,67
46115,Male,68,67
46116,Female,68,66.91
46117,Male,68,66.8
46118,Male,68,66.73
46119,Male,68,66.73
46120,Male,68,66.36
46121,Male,68,66
46122,Male,68,65.8
46123,Male,68,65.64
46124,Male,68,65.45
46125,Male,68,65.4
46126,Female,68,65.2
46127,Female,68,65
46128,Male,68,64.8
46129,Male,68,64.46
46130,Male,68,64.4
46131,Male,68,64.36
46132,Male,68,64.18
46133,Male,68,63.82
46134,Male,68,63.82
46135,Female,68,63.6
46136,Male,68,63.4
46137,Male,68,63.4
46138,Female,68,63.27
46139,Male,68,63
46140,Female,68,62.91
46141,Female,68,62.8
46142,Male,68,62.73
46143,Female,68,62.6
46144,Male,68,62.6
46145,Female,68,62.55
46146,Male,68,62.2
46147,Female,68,62
46148,Male,68,61.54
46149,Male,68,61.45
46150,Male,68,61.4
46151,Male,68,61.4
46152,Male,68,61.08
46153,Female,68,60.91
46154,Male,68,60.73
46155,Male,68,60.15
46156,Male,68,59.27
46157,Male,68,58.55
46158,Male,68,58.36
46159,Female,68,58.36
46160,Male,68,57.4
46161,Male,68,57.38
46162,Male,68,56.62
46163,Male,68,56.27
46164,Male,68,55.82
46165,Male,68,55.82
46166,Female,68,55.27
46167,Male,68,54.91
46168,Female,68,54.6
46169,Male,68,53.4
46170,Female,68,52.8
46171,Male,68,52.15
46172,Male,68,50.8
46173,Male,68,50.46
46174,Male,68,50.46
46175,Male,68,50.18
46176,Male,68,49
46177,Male,67.99,81.54
46178,Female,67.94,93.45
46179,Male,67.94,90.36
46180,Male,67.94,90
46181,Male,67.94,89.27
46182,Male,67.94,88.73
46183,Female,67.94,88.55
46184,Male,67.94,88.18
46185,Male,67.94,87.82
46186,Male,67.94,87.6
46187,Female,67.94,87.54
46188,Male,67.94,87.4
46189,Male,67.94,87.27
46190,Male,67.94,87
46191,Male,67.94,87
46192,Male,67.94,86.8
46193,Male,67.94,86.8
46194,Female,67.94,86.6
46195,Male,67.94,86.18
46196,Male,67.94,86.18
46197,Female,67.94,85.45
46198,Male,67.94,85.4
46199,Male,67.94,84.91
46200,Male,67.94,84.91
46201,Male,67.94,84.6
46202,Female,67.94,84.55
46203,Male,67.94,84.36
46204,Female,67.94,83.82
46205,Male,67.94,83.45
46206,Male,67.94,83.4
46207,Male,67.94,83.2
46208,Male,67.94,82.73
46209,Male,67.94,82.73
46210,Male,67.94,82.62
46211,Male,67.94,82.55
46212,Male,67.94,82.55
46213,Male,67.94,82.36
46214,Male,67.94,82
46215,Female,67.94,82
46216,Male,67.94,81.82
46217,Male,67.94,81.45
46218,Male,67.94,81.4
46219,Male,67.94,81.2
46220,Male,67.94,81.2
46221,Male,67.94,80.55
46222,Male,67.94,80.55
46223,Female,67.94,80.5
46224,Male,67.94,80.4
46225,Male,67.94,80.2
46226,Male,67.94,80.2
46227,Male,67.94,80.2
46228,Female,67.94,80
46229,Male,67.94,79.64
46230,Female,67.94,79.6
46231,Female,67.94,79.6
46232,Female,67.94,79.45
46233,Female,67.94,79.2
46234,Male,67.94,78.91
46235,Male,67.94,78.91
46236,Male,67.94,78.91
46237,Male,67.94,78.91
46238,Male,67.94,78.73
46239,Male,67.94,78.73
46240,Female,67.94,78.73
46241,Male,67.94,78.55
46242,Male,67.94,78.4
46243,Female,67.94,78.4
46244,Male,67.94,78.31
46245,Male,67.94,78.18
46246,Male,67.94,78
46247,Male,67.94,78
46248,Female,67.94,77.82
46249,Male,67.94,77.82
46250,Female,67.94,77.8
46251,Male,67.94,77.64
46252,Male,67.94,77.64
46253,Female,67.94,77.08
46254,Male,67.94,76.8
46255,Female,67.94,76.8
46256,Male,67.94,76.73
46257,Male,67.94,76.6
46258,Male,67.94,76.55
46259,Male,67.94,76.55
46260,Female,67.94,76.4
46261,Male,67.94,76.4
46262,Male,67.94,76.36
46263,Female,67.94,76.2
46264,Female,67.94,76.2
46265,Male,67.94,76.2
46266,Male,67.94,76.18
46267,Female,67.94,75.82
46268,Female,67.94,75.8
46269,Male,67.94,75.8
46270,Male,67.94,75.6
46271,Female,67.94,75.6
46272,Male,67.94,75.45
46273,Male,67.94,75.27
46274,Female,67.94,75.2
46275,Female,67.94,75.09
46276,Male,67.94,75.08
46277,Male,67.94,75
46278,Female,67.94,74.8
46279,Female,67.94,74.73
46280,Female,67.94,74.6
46281,Female,67.94,74.6
46282,Male,67.94,74.18
46283,Male,67.94,74.18
46284,Male,67.94,74
46285,Female,67.94,74
46286,Female,67.94,73.82
46287,Male,67.94,73.8
46288,Male,67.94,73.64
46289,Male,67.94,73.64
46290,Male,67.94,73.45
46291,Male,67.94,73.27
46292,Male,67.94,73.2
46293,Male,67.94,72.91
46294,Male,67.94,72.73
46295,Male,67.94,72.55
46296,Female,67.94,72.4
46297,Female,67.94,72.36
46298,Female,67.94,72.36
46299,Female,67.94,72.2
46300,Male,67.94,72
46301,Male,67.94,71.54
46302,Male,67.94,71.45
46303,Male,67.94,71.45
46304,Female,67.94,71.4
46305,Male,67.94,71.2
46306,Female,67.94,71.2
46307,Female,67.94,71.09
46308,Male,67.94,70.91
46309,Male,67.94,70.8
46310,Male,67.94,70.8
46311,Male,67.94,70.73
46312,Male,67.94,70.2
46313,Male,67.94,70.2
46314,Female,67.94,70.2
46315,Female,67.94,70.18
46316,Female,67.94,70
46317,Male,67.94,70
46318,Male,67.94,70
46319,Female,67.94,69.82
46320,Female,67.94,69.82
46321,Male,67.94,69.64
46322,Female,67.94,69.6
46323,Male,67.94,69.45
46324,Male,67.94,69.09
46325,Male,67.94,69
46326,Male,67.94,68.91
46327,Female,67.94,68.8
46328,Female,67.94,68.55
46329,Male,67.94,68.4
46330,Male,67.94,68.18
46331,Female,67.94,68
46332,Female,67.94,67.6
46333,Male,67.94,67.27
46334,Male,67.94,67.27
46335,Male,67.94,67.09
46336,Male,67.94,67.09
46337,Male,67.94,67
46338,Female,67.94,67
46339,Female,67.94,66.83
46340,Female,67.94,66.8
46341,Female,67.94,66.62
46342,Female,67.94,66.55
46343,Female,67.94,66.55
46344,Male,67.94,66.4
46345,Male,67.94,66.4
46346,Female,67.94,66.36
46347,Male,67.94,65.82
46348,Male,67.94,65.82
46349,Female,67.94,65.82
46350,Male,67.94,65.8
46351,Male,67.94,65.8
46352,Male,67.94,65.45
46353,Male,67.94,65.4
46354,Male,67.94,65.4
46355,Female,67.94,65.2
46356,Male,67.94,65.09
46357,Male,67.94,64.8
46358,Male,67.94,64.73
46359,Male,67.94,64.6
46360,Female,67.94,64.6
46361,Male,67.94,64.4
46362,Male,67.94,64.36
46363,Male,67.94,64.31
46364,Male,67.94,64.2
46365,Male,67.94,64.18
46366,Male,67.94,64
46367,Male,67.94,64
46368,Male,67.94,63.8
46369,Female,67.94,63.64
46370,Male,67.94,63.45
46371,Male,67.94,63
46372,Female,67.94,62.92
46373,Female,67.94,62.8
46374,Male,67.94,62.18
46375,Male,67.94,60.91
46376,Male,67.94,60.4
46377,Male,67.94,60.4
46378,Male,67.94,60
46379,Female,67.94,60
46380,Male,67.94,59.09
46381,Female,67.94,59
46382,Male,67.94,58.8
46383,Male,67.94,58.6
46384,Male,67.94,57.82
46385,Male,67.94,57.82
46386,Female,67.94,57.4
46387,Male,67.94,57.4
46388,Male,67.94,54.91
46389,Male,67.94,54.73
