ALGMN,Gender,Diploma,SSC
1,Male,97.8,77.4
2,Female,97.29,79.27
3,Male,96.55,94.55
4,Male,96.54,67.82
5,Male,96.15,81.8
6,Female,95.75,96.55
7,Male,95.69,91.45
8,Male,95.65,91.45
9,Female,95.61,92
10,Male,95.6,92
11,Male,95.6,92
12,Male,95.6,88
13,Male,95.6,85.27
14,Female,95.56,92.18
15,Male,95.56,91.64
16,Male,95.47,91.67
17,Female,95.46,94.18
18,Female,95.38,89.09
19,Female,95.35,94.55
20,Male,95.29,95.09
21,Male,95.13,94
22,Male,95.13,92.73
23,Female,95,91
24,Male,94.94,94.36
25,Male,94.94,90.73
26,Male,94.9,90
27,Female,94.88,98.73
28,Female,94.87,88.18
29,Male,94.81,87.45
30,Female,94.78,93.82
31,Male,94.75,96.73
32,Male,94.71,95.45
33,Male,94.67,87.8
34,Male,94.63,96
35,Male,94.63,95
36,Female,94.6,92.18
37,Male,94.6,92
38,Female,94.6,89
39,Female,94.48,94.18
40,Female,94.45,94.18
41,Male,94.4,91.6
42,Female,94.38,92.73
43,Male,94.38,92
44,Female,94.38,92
45,Female,94.38,87.27
46,Male,94.26,90.55
47,Male,94.25,89.27
48,Male,94.25,75.8
49,Female,94.24,91.8
50,Male,94.24,89.6
51,Male,94.24,84.2
52,Male,94.23,89.27
53,Male,94.19,91.82
54,Male,94.19,91.09
55,Male,94.18,97.64
60,Female,94,88.36
61,Male,94,70.33
62,Female,93.94,96.91
63,Male,93.94,92.73
64,Female,93.94,91.82
65,Male,93.9,92.91
66,Male,93.9,92.55
67,Male,93.88,91.64
68,Male,93.82,92.36
69,Male,93.82,91.4
70,Male,93.81,96.73
71,Male,93.81,92.73
72,Female,93.81,91.82
73,Female,93.8,91.64
74,Male,93.8,90.36
75,Female,93.76,89
76,Male,93.75,91.27
77,Female,93.71,95.82
78,Male,93.7,93.45
79,Male,93.69,98
80,Female,93.69,95.27
81,Male,93.69,95.27
82,Female,93.69,92.55
83,Male,93.69,89.09
84,Female,93.69,88
85,Female,93.64,95.6
86,Male,93.63,88.91
87,Female,93.6,86.55
88,Female,93.56,92.91
89,Female,93.5,91.82
90,Female,93.44,94.36
91,Male,93.44,89.82
92,Male,93.44,87.6
93,Female,93.4,91.82
94,Female,93.35,94.55
95,Female,93.35,92.55
96,Female,93.35,88
97,Male,93.33,71.33
98,Male,93.31,93.82
99,Male,93.31,91.09
100,Male,93.31,90.8
101,Male,93.31,87.27
102,Male,93.31,86
103,Female,93.3,84
104,Male,93.3,83.45
105,Female,93.29,93.45
106,Male,93.29,79.6
107,Female,93.27,93.82
108,Female,93.27,91.8
109,Female,93.26,93.8
110,Male,93.25,95.27
111,Female,93.25,89.4
112,Female,93.24,95.09
113,Male,93.22,92.55
114,Male,93.21,91.2
119,Female,93.12,82.8
120,Male,93.1,85.45
121,Male,93.09,89.38
122,Male,93.06,95.6
123,Female,93.06,92.8
124,Female,93.06,92
125,Male,93.03,91.82
126,Female,93,92.2
127,Female,93,92.18
128,Male,93,88.55
129,Male,93,88.2
130,Male,92.96,95.27
131,Male,92.94,93.09
132,Male,92.94,90.18
133,Female,92.88,95.82
134,Male,92.88,94.73
135,Male,92.88,91.82
136,Male,92.88,82.18
137,Male,92.86,91.64
138,Male,92.81,94.18
139,Female,92.81,93.09
140,Female,92.81,92
141,Male,92.81,90.36
142,Male,92.81,88.8
143,Male,92.8,90
144,Female,92.79,95.64
145,Female,92.76,86.73
146,Female,92.75,93.82
147,Female,92.75,92
148,Male,92.75,91.82
149,Male,92.75,91.45
150,Male,92.73,89.27
151,Female,92.72,87.27
152,Male,92.71,92
153,Male,92.71,76.71
154,Male,92.7,90.73
155,Male,92.7,89.2
156,Male,92.69,96.18
157,Male,92.69,91.45
158,Male,92.69,88.91
159,Male,92.69,88.36
160,Female,92.65,94
161,Male,92.65,89.45
162,Female,92.65,87.2
163,Female,92.64,85.45
164,Male,92.63,90.73
165,Female,92.63,89.6
166,Male,92.63,88
167,Male,92.61,73.09
168,Female,92.6,90.73
169,Male,92.57,95.6
170,Male,92.56,94.73
171,Female,92.56,93.82
172,Male,92.56,92
173,Male,92.55,84.36
178,Male,92.47,91.27
179,Female,92.47,89.2
180,Female,92.47,88.91
181,Male,92.45,97.27
182,Female,92.44,94.6
183,Male,92.44,93.82
184,Male,92.44,93.09
185,Male,92.44,88.73
186,Female,92.42,91.82
187,Female,92.42,91.82
188,Male,92.42,81.27
189,Female,92.41,93.45
190,Female,92.41,92.55
191,Female,92.38,95.82
192,Female,92.38,93
193,Female,92.38,89.27
194,Male,92.38,81.82
195,Female,92.36,94.18
196,Female,92.36,90.4
197,Male,92.35,79.4
198,Male,92.31,94
199,Female,92.3,95.45
200,Male,92.3,92.55
201,Female,92.3,90.55
202,Male,92.3,90.18
203,Female,92.3,88
204,Male,92.3,83.64
205,Female,92.3,83.2
206,Male,92.3,78.18
207,Female,92.29,96.2
208,Male,92.26,78.91
209,Male,92.25,88.18
210,Female,92.24,90.55
211,Male,92.24,90.4
212,Male,92.24,84.73
213,Female,92.21,95
214,Female,92.2,94.55
215,Male,92.2,88.91
216,Male,92.19,94.55
217,Female,92.19,93.64
218,Female,92.19,91.64
219,Female,92.19,86.4
220,Female,92.18,96.73
221,Male,92.18,94.18
222,Female,92.18,94
223,Female,92.18,83.82
224,Female,92.14,96.18
225,Male,92.13,91.27
226,Female,92.13,90.4
227,Female,92.13,90.36
228,Female,92.13,88.55
229,Male,92.12,78.55
230,Male,92.1,89.64
231,Male,92.08,91.09
232,Male,92.06,94.55
237,Female,92.06,89.82
238,Male,92.06,86
239,Female,92.06,83.2
240,Male,92.06,81.64
241,Male,92,92.36
242,Male,92,90.8
243,Male,92,89.82
244,Female,92,89.82
245,Male,92,89.45
246,Male,92,88.55
247,Male,92,78.55
248,Male,91.94,98.18
249,Male,91.94,91.09
250,Male,91.94,90.2
251,Male,91.94,88.91
252,Male,91.94,88
253,Female,91.94,76.2
254,Female,91.93,74
255,Female,91.91,93.09
256,Female,91.88,94.36
257,Female,91.88,92.18
258,Female,91.88,91.09
259,Female,91.88,90.91
260,Male,91.88,89.27
261,Male,91.88,88.73
262,Male,91.84,88.73
263,Female,91.82,95.27
264,Female,91.82,92.8
265,Male,91.82,85.8
266,Male,91.82,85.67
267,Male,91.81,95.82
268,Female,91.81,91.45
269,Female,91.81,88.91
270,Female,91.81,88.18
271,Female,91.81,88
272,Male,91.81,79.6
273,Male,91.8,93.45
274,Male,91.8,93.09
275,Male,91.78,65.8
276,Male,91.76,93.45
277,Female,91.76,93.09
278,Female,91.76,89.82
279,Male,91.76,88.8
280,Male,91.76,87.6
281,Male,91.76,86.73
282,Male,91.76,86.73
283,Male,91.76,84
284,Female,91.76,81.09
285,Male,91.76,76.2
286,Male,91.76,72.6
287,Male,91.76,72.2
288,Male,91.75,91.45
289,Male,91.75,90.18
290,Female,91.75,87.82
291,Male,91.75,86.91
296,Male,91.71,86.73
297,Male,91.71,63
298,Male,91.7,93.82
299,Male,91.7,91.27
300,Male,91.7,90
301,Female,91.7,89.4
302,Female,91.7,88.55
303,Male,91.7,74.2
304,Female,91.69,90.55
305,Male,91.69,90.36
306,Female,91.69,89.45
307,Female,91.65,96.36
308,Male,91.65,91.27
309,Female,91.65,89.27
310,Female,91.65,87.45
311,Female,91.65,86.91
312,Female,91.65,86.73
313,Male,91.64,94
314,Male,91.64,92.36
315,Female,91.64,89.82
316,Male,91.64,74.4
317,Female,91.63,94.18
318,Male,91.63,94
319,Male,91.63,92.55
320,Male,91.63,91.27
321,Male,91.63,90.91
322,Male,91.63,90.4
323,Female,91.6,91.09
324,Female,91.6,90.36
325,Male,91.59,94
326,Female,91.59,92.91
327,Male,91.59,89.64
328,Female,91.58,94.73
329,Female,91.58,94.36
330,Male,91.58,84.2
331,Male,91.56,94.18
332,Female,91.56,89.8
333,Female,91.53,93.6
334,Male,91.53,93.2
335,Female,91.52,94.73
336,Female,91.52,93.09
337,Male,91.52,91.27
338,Male,91.5,94.91
339,Female,91.5,93.09
340,Male,91.5,91.45
341,Male,91.5,90.73
342,Female,91.5,86.36
343,Male,91.5,85.27
344,Male,91.48,90.91
345,Male,91.47,94.6
346,Male,91.47,88.18
347,Female,91.47,82.55
348,Male,91.47,79.27
349,Male,91.46,90.18
350,Male,91.45,87.82
355,Male,91.41,95.64
356,Female,91.41,95.64
357,Male,91.41,91.45
358,Female,91.41,90.2
359,Male,91.41,86.18
360,Female,91.4,95.09
361,Male,91.4,93.09
362,Female,91.39,96.2
363,Male,91.39,95.09
364,Female,91.38,96.55
365,Male,91.38,94.73
366,Male,91.38,91.45
367,Female,91.38,90.36
368,Male,91.38,90.18
369,Female,91.38,88.91
370,Male,91.38,88
371,Female,91.38,82.18
372,Female,91.37,94.6
373,Female,91.37,90.2
374,Male,91.35,91.09
375,Female,91.35,90.73
376,Male,91.35,90.18
377,Male,91.33,92.18
378,Male,91.33,91.82
379,Male,91.33,77.4
380,Female,91.3,89.27
381,Male,91.29,91.09
382,Male,91.29,90.18
383,Male,91.29,89.64
384,Male,91.29,76.2
385,Female,91.27,91.64
386,Male,91.26,83.4
387,Female,91.25,91.45
388,Male,91.25,89.64
389,Male,91.24,95.09
390,Female,91.24,94.55
391,Male,91.24,94
392,Male,91.24,90.2
393,Female,91.24,89.45
394,Female,91.24,88.73
395,Female,91.24,86.4
396,Female,91.24,84.73
397,Male,91.23,84.55
398,Female,91.23,81.6
399,Female,91.21,95.45
400,Male,91.21,74
401,Female,91.2,91.64
402,Male,91.2,90
403,Female,91.2,87.6
404,Male,91.19,94.91
405,Female,91.19,94.55
406,Male,91.19,93.09
407,Male,91.19,88.55
408,Female,91.19,88.36
409,Male,91.18,92.73
414,Male,91.15,70.8
415,Female,91.14,90.18
416,Male,91.14,87.8
417,Male,91.13,93.64
418,Female,91.13,92.6
419,Male,91.13,91
420,Female,91.13,90.36
421,Male,91.13,87.27
422,Male,91.13,86.36
423,Male,91.12,95
424,Male,91.12,86.73
425,Female,91.12,85.45
426,Female,91.09,95.82
427,Female,91.09,92.73
428,Male,91.09,91.45
429,Female,91.09,90.55
430,Male,91.09,87.45
431,Female,91.09,87.27
432,Female,91.09,81.27
433,Male,91.07,92.91
434,Female,91.07,89.64
435,Male,91.06,93.2
436,Female,91.06,93.2
437,Female,91.06,91.45
438,Female,91.06,90.73
439,Female,91.06,90.6
440,Female,91.06,83.64
441,Male,91.06,81.64
442,Male,91.04,90.36
443,Male,91.03,73
444,Male,91,95.82
445,Female,91,93.27
446,Male,91,91.64
447,Male,91,90.55
448,Male,91,88.91
449,Male,91,88.73
450,Female,91,88.6
451,Female,91,86.73
452,Male,90.97,86
453,Male,90.97,76
454,Male,90.94,94.55
455,Male,90.94,92.91
456,Male,90.94,92.91
457,Female,90.94,92.2
458,Male,90.94,91.09
459,Female,90.94,90.73
460,Female,90.94,90.73
461,Female,90.94,88.6
462,Male,90.93,83.45
463,Female,90.91,95
464,Female,90.91,80.2
465,Male,90.9,93.2
466,Female,90.9,88
467,Male,90.9,70.2
468,Male,90.88,94.55
473,Male,90.88,92.18
474,Male,90.88,92.18
475,Female,90.88,91.45
476,Female,90.88,90.8
477,Female,90.88,90.4
478,Male,90.88,89.6
479,Male,90.88,89.23
480,Male,90.88,88.91
481,Male,90.88,84.55
482,Female,90.88,84.36
483,Female,90.87,87.27
484,Female,90.87,84
485,Female,90.85,90.36
486,Male,90.85,89.2
487,Female,90.85,88.18
488,Male,90.82,88.55
489,Male,90.82,87.2
490,Male,90.81,94
491,Female,90.81,87.82
492,Male,90.81,81
493,Male,90.8,88.36
494,Male,90.8,85.82
495,Female,90.79,92.18
500,Male,90.75,92.55
501,Male,90.75,89.64
502,Female,90.75,87.64
503,Female,90.73,93.09
504,Female,90.73,85.09
505,Male,90.71,92
506,Female,90.71,91.6
507,Male,90.7,92
508,Female,90.7,91.82
509,Female,90.7,89.2
510,Female,90.69,95.64
511,Female,90.69,94.91
512,Male,90.69,93
513,Male,90.69,92.55
514,Female,90.69,92.36
515,Female,90.69,89.45
516,Male,90.69,82.62
517,Male,90.69,82.6
518,Male,90.67,81.8
519,Male,90.67,80.6
520,Female,90.67,78.55
521,Male,90.67,67.47
522,Male,90.65,93.82
523,Female,90.65,90.73
524,Female,90.65,90.36
525,Female,90.65,90.18
526,Male,90.65,87.64
527,Male,90.64,91.27
532,Female,90.61,92.8
533,Male,90.61,76.36
534,Female,90.6,95.64
535,Male,90.6,85.8
536,Male,90.59,95.45
537,Male,90.59,94.73
538,Male,90.59,92.91
539,Male,90.59,92.18
540,Male,90.59,89.4
541,Male,90.59,88.73
542,Male,90.59,87.27
543,Male,90.59,86.36
544,Female,90.59,84
545,Male,90.59,76.73
546,Male,90.58,94
547,Female,90.57,90.8
548,Female,90.56,94.6
549,Female,90.56,94.36
550,Female,90.56,89.82
551,Female,90.56,89.4
552,Male,90.56,84.18
553,Female,90.55,92.18
554,Female,90.55,91
559,Female,90.53,91.8
560,Male,90.53,89.09
561,Male,90.53,88
562,Male,90.53,78.17
563,Female,90.51,84.18
564,Female,90.5,93.64
565,Female,90.5,91.09
566,Male,90.5,90.2
567,Female,90.5,89.8
568,Female,90.5,89
569,Female,90.48,93.2
570,Female,90.48,89.82
571,Male,90.48,87.82
572,Male,90.48,84.18
573,Male,90.48,79.64
574,Female,90.47,92.55
575,Male,90.47,90.18
576,Female,90.47,90
577,Male,90.47,88.18
578,Male,90.47,87.64
579,Male,90.45,93.64
580,Male,90.44,93.27
581,Male,90.44,91.45
582,Female,90.44,91.27
583,Female,90.44,89.45
584,Male,90.44,88.55
585,Male,90.44,86.73
586,Female,90.42,94
591,Female,90.42,85.92
592,Male,90.42,84.5
593,Male,90.42,79.82
594,Male,90.42,73.2
595,Female,90.41,96.36
596,Female,90.41,88.73
597,Male,90.4,88.2
598,Male,90.4,79.2
599,Female,90.38,94.6
600,Male,90.38,93.45
601,Male,90.38,93.4
602,Male,90.38,93.2
603,Male,90.38,87.82
604,Male,90.38,87.45
605,Female,90.38,87.27
606,Male,90.38,84.4
607,Female,90.38,82.55
608,Female,90.36,96.36
609,Male,90.36,91
610,Male,90.35,89.09
611,Male,90.35,89
612,Female,90.35,86
613,Female,90.33,83.64
618,Female,90.3,92.6
619,Female,90.3,90.73
620,Male,90.3,86.18
621,Male,90.3,84.4
622,Male,90.3,84.18
623,Male,90.3,79.2
624,Male,90.29,95.64
625,Female,90.29,94.36
626,Female,90.29,94.36
627,Female,90.29,93.64
628,Male,90.29,89.64
629,Female,90.29,88.8
630,Female,90.29,88.55
631,Female,90.29,85.82
632,Male,90.29,83.09
633,Male,90.27,82.15
634,Female,90.27,75
635,Male,90.25,94.55
636,Female,90.25,89.27
637,Male,90.25,74.36
638,Female,90.24,97.09
639,Female,90.24,92.73
640,Female,90.24,90.91
641,Male,90.24,89.09
642,Female,90.24,88.91
643,Male,90.24,88.36
644,Male,90.24,86.18
645,Male,90.24,84.6
650,Male,90.19,93.64
651,Male,90.19,93.09
652,Female,90.19,92.8
653,Male,90.19,92
654,Male,90.19,88.4
655,Female,90.18,93.4
656,Male,90.18,92.55
657,Female,90.18,90.91
658,Female,90.18,88.91
659,Female,90.18,74.18
660,Male,90.18,68.4
661,Female,90.17,97.09
662,Female,90.13,94.36
663,Male,90.13,91.8
664,Female,90.13,91.27
665,Female,90.12,96.73
666,Male,90.12,93.6
667,Female,90.12,92.36
668,Male,90.12,89.27
669,Male,90.12,88.2
670,Female,90.12,86.4
671,Female,90.12,82.8
672,Male,90.12,82.73
677,Female,90.09,92.73
678,Male,90.07,94.91
679,Female,90.06,94.73
680,Female,90.06,93.82
681,Female,90.06,90.8
682,Female,90.06,90.36
683,Male,90.06,90.18
684,Female,90.06,87.09
685,Female,90.06,86.8
686,Female,90.06,84.73
687,Female,90.06,83.8
688,Male,90.06,82
689,Male,90.06,76.55
690,Female,90.03,92.55
691,Female,90,96.73
692,Male,90,95.4
693,Male,90,93.64
694,Female,90,93.4
695,Male,90,93.2
696,Male,90,92.91
697,Male,90,91.45
698,Female,90,91.27
699,Female,90,90.91
700,Female,90,89.64
701,Female,90,89.45
702,Female,90,89.45
703,Female,90,88.73
704,Male,90,88.2
709,Female,90,84.8
710,Male,90,84.55
711,Male,90,84.18
712,Female,90,84
713,Female,90,80.36
714,Female,90,80.2
715,Male,90,80.18
716,Male,90,79.8
717,Female,90,79.64
718,Female,89.97,96.55
719,Female,89.94,95.6
720,Male,89.94,94.91
721,Male,89.94,94.18
722,Female,89.94,92.91
723,Female,89.94,92
724,Male,89.94,90.8
725,Male,89.94,90.36
726,Male,89.94,88.18
727,Male,89.94,85.27
728,Female,89.94,83.6
729,Male,89.93,86.73
730,Male,89.92,90
731,Female,89.91,84.18
739,Male,89.88,93.45
740,Female,89.88,92.91
741,Female,89.88,92.73
742,Female,89.88,92.73
743,Male,89.88,92.2
744,Male,89.88,92
745,Female,89.88,91.45
746,Female,89.88,91.4
747,Female,89.88,90.91
748,Male,89.88,89.64
749,Male,89.88,89.6
750,Female,89.88,89.27
751,Female,89.88,87.09
752,Female,89.88,86.91
753,Female,89.88,85.45
754,Male,89.88,84
755,Male,89.88,80.36
756,Female,89.88,79.2
757,Male,89.88,66.4
758,Female,89.87,85.45
759,Male,89.84,86.73
760,Female,89.83,93.09
761,Female,89.83,78.91
762,Female,89.82,93.4
763,Female,89.82,92.55
768,Female,89.82,87.82
769,Male,89.82,85
770,Male,89.82,82.36
771,Male,89.82,81
772,Female,89.82,79.82
773,Female,89.82,77.09
774,Male,89.81,88.36
775,Male,89.81,79.82
776,Female,89.8,94.73
777,Male,89.8,91.27
778,Female,89.8,91
779,Female,89.79,92.73
780,Male,89.76,93.27
781,Female,89.76,92
782,Male,89.76,91.27
783,Female,89.76,90.55
784,Female,89.76,90.4
785,Female,89.76,88
786,Female,89.76,88
787,Female,89.76,84.2
788,Male,89.76,82.6
789,Male,89.76,79.27
790,Female,89.75,89.27
795,Female,89.73,89.64
796,Female,89.71,95.82
797,Female,89.71,90.8
798,Male,89.71,89.09
799,Male,89.71,84
800,Male,89.71,81.45
801,Female,89.7,90.55
802,Male,89.7,89.45
803,Male,89.7,80.36
804,Female,89.7,80.18
805,Male,89.69,93.45
806,Female,89.69,93.27
807,Female,89.69,92.55
808,Male,89.69,92.36
809,Female,89.69,92.18
810,Female,89.69,91.64
811,Female,89.69,90.73
812,Male,89.69,88.73
813,Female,89.69,85
814,Male,89.69,78.4
815,Female,89.69,57.27
816,Male,89.68,91.45
817,Male,89.68,89.45
818,Male,89.67,83.23
819,Female,89.67,82.2
820,Female,89.67,72.67
821,Male,89.66,84.91
822,Female,89.65,96.55
827,Female,89.65,92.55
828,Male,89.65,92
829,Female,89.65,91.64
830,Female,89.65,91
831,Male,89.65,90
832,Male,89.65,88.91
833,Male,89.65,88.8
834,Female,89.65,87.6
835,Female,89.65,81.6
836,Female,89.64,90.91
837,Female,89.64,87.8
838,Male,89.64,79.09
839,Male,89.64,78.8
840,Male,89.63,93
841,Male,89.63,92.18
842,Male,89.63,90.2
843,Female,89.63,89.27
844,Male,89.63,88.36
845,Male,89.63,86.91
846,Male,89.6,93.09
847,Male,89.6,90.55
848,Male,89.6,88.36
849,Male,89.6,66
854,Female,89.59,85
855,Male,89.59,82.91
856,Male,89.59,75.6
857,Male,89.58,88.91
858,Male,89.58,88.73
859,Male,89.58,88
860,Male,89.58,86.18
861,Male,89.58,85.4
862,Male,89.57,67.64
863,Male,89.56,93.27
864,Female,89.56,93.09
865,Male,89.56,92.73
866,Male,89.56,90.2
867,Male,89.56,86.36
868,Female,89.56,85.27
869,Female,89.54,85.09
870,Female,89.53,93.6
871,Male,89.53,91.09
872,Male,89.53,89.2
873,Female,89.53,86.73
874,Female,89.53,85.82
875,Male,89.53,81.09
876,Female,89.53,77.4
877,Female,89.52,94
878,Male,89.52,88.6
879,Male,89.52,86.36
880,Male,89.52,86
881,Female,89.52,85.4
882,Male,89.52,84.36
883,Male,89.52,77.64
884,Male,89.5,92.91
886,Male,89.5,91.64
887,Male,89.5,91.09
888,Female,89.5,91.09
889,Female,89.5,90.73
890,Male,89.5,90.18
891,Male,89.5,90
892,Female,89.5,86.91
893,Male,89.5,86.73
894,Male,89.5,86.73
895,Female,89.5,85.6
896,Male,89.48,93.09
897,Female,89.48,85.8
898,Male,89.47,94.36
899,Female,89.47,94.36
900,Female,89.47,94
901,Female,89.47,91.64
902,Female,89.47,91.2
903,Female,89.47,90
904,Male,89.47,89.27
905,Male,89.47,88.36
906,Female,89.47,86.91
907,Male,89.47,85.2
908,Female,89.47,85.09
913,Female,89.45,92.36
914,Female,89.45,89.45
915,Male,89.45,88
916,Male,89.44,93.64
917,Male,89.44,88.55
918,Female,89.44,87.82
919,Male,89.42,91.4
920,Male,89.41,94.36
921,Female,89.41,91.82
922,Male,89.41,86.55
923,Female,89.41,85.64
924,Male,89.4,82.18
925,Female,89.39,90.36
926,Male,89.39,86.91
927,Male,89.39,84.91
928,Female,89.39,84.18
929,Male,89.39,83.8
930,Male,89.39,83.64
931,Male,89.39,79.64
932,Male,89.39,75.82
933,Female,89.38,91.64
934,Female,89.38,90.55
935,Female,89.38,90.36
936,Female,89.38,86.91
944,Female,89.33,94
945,Male,89.33,92.36
946,Male,89.33,92
947,Male,89.33,91.64
948,Male,89.33,87.4
949,Female,89.33,74
950,Male,89.33,70.6
951,Female,89.31,95.27
952,Female,89.31,95.09
953,Female,89.31,93.82
954,Male,89.31,93.4
955,Male,89.31,90.91
956,Female,89.31,90.55
957,Male,89.31,88.36
958,Female,89.31,88.18
959,Male,89.31,87.82
960,Male,89.31,86.36
961,Male,89.31,79.8
962,Female,89.31,78.4
963,Female,89.31,73.83
964,Female,89.3,83.8
965,Male,89.29,97.64
966,Female,89.29,94.91
967,Female,89.29,92.36
972,Female,89.29,83.8
973,Male,89.29,74
974,Female,89.28,92.18
975,Female,89.27,94
976,Female,89.27,87.27
977,Male,89.27,82.2
978,Male,89.27,80.4
979,Female,89.27,73.6
980,Female,89.25,95.4
981,Female,89.25,94.73
982,Female,89.25,94.73
983,Female,89.25,93.45
984,Female,89.25,92.73
985,Female,89.25,91.09
986,Female,89.25,90.91
987,Female,89.25,90.55
988,Male,89.25,85.82
989,Male,89.24,91.45
990,Male,89.24,91.27
991,Female,89.24,91.09
992,Male,89.24,90.91
993,Female,89.24,90.6
994,Male,89.24,89.82
995,Male,89.24,88.36
1004,Female,89.2,91.45
1005,Female,89.19,93.82
1006,Female,89.19,89.4
1007,Female,89.19,81.4
1008,Male,89.18,96.18
1009,Female,89.18,93.27
1010,Male,89.18,93.09
1011,Male,89.18,92.91
1012,Female,89.18,92.55
1013,Male,89.18,91.82
1014,Male,89.18,89.6
1015,Female,89.18,89.4
1016,Female,89.18,87.6
1017,Female,89.18,80.55
1018,Female,89.18,79
1019,Female,89.18,78.2
1020,Male,89.17,78.73
1021,Male,89.16,93.27
1022,Female,89.16,88.18
1023,Female,89.15,95.45
1024,Male,89.15,85.38
1025,Male,89.15,85
1026,Male,89.13,92
1027,Male,89.13,90.36
1028,Female,89.13,89.27
1029,Female,89.13,89.09
1030,Male,89.13,88.18
1031,Male,89.13,88
1032,Female,89.13,87.8
1033,Male,89.13,82
1034,Male,89.13,80.4
1035,Female,89.13,79.8
1036,Female,89.12,95.82
1037,Male,89.12,92.18
1038,Female,89.12,89.64
1039,Female,89.12,88.55
1040,Female,89.12,88
1041,Male,89.12,87.09
1042,Male,89.12,76.13
1043,Male,89.09,92.73
1044,Female,89.09,88
1045,Female,89.09,85.2
1046,Female,89.09,83.09
1047,Male,89.09,80
1048,Male,89.07,86
1049,Female,89.06,98.18
1050,Female,89.06,93.45
1051,Female,89.06,93.27
1052,Female,89.06,92.55
1053,Female,89.06,91.45
1054,Male,89.06,90.18
1055,Male,89.06,89.27
1056,Male,89.06,88.91
1057,Male,89.06,88
1058,Female,89.06,88
1059,Female,89.06,85.09
1060,Male,89.06,84.4
1061,Female,89.06,82.4
1062,Female,89.06,81.09
1063,Male,89.06,81
1064,Female,89.06,79.45
1065,Male,89.06,56.6
1066,Male,89.04,92.36
1067,Female,89.03,94
1068,Male,89.03,89.45
1069,Female,89.03,88.4
1070,Female,89.03,87.82
1071,Male,89.03,87.45
1072,Female,89.03,86.55
1073,Male,89.03,85.64
1074,Male,89.03,85.4
1075,Male,89,96.36
1076,Female,89,93.64
1077,Female,89,91.64
1078,Male,89,90.18
1079,Female,89,90
1080,Female,89,89.82
1081,Female,89,89.64
1082,Male,89,89.45
1083,Male,89,88.91
1084,Female,89,87.8
1085,Female,89,87.6
1086,Female,89,86.73
1087,Female,89,86.73
1088,Female,89,86.17
1089,Male,89,83.67
1090,Female,89,82.6
1091,Female,89,82.55
1092,Female,89,81
1093,Male,89,77.2
1094,Female,89,75.82
1095,Female,88.97,91.27
1096,Male,88.97,90.55
1097,Male,88.97,88.36
1098,Female,88.97,84.18
1099,Male,88.97,74.55
1100,Female,88.96,82
1101,Female,88.94,95.27
1102,Male,88.94,94
1103,Female,88.94,92.55
1104,Female,88.94,92.4
1105,Female,88.94,92
1106,Female,88.94,91.82
1107,Female,88.94,91.4
1108,Female,88.94,90.8
1109,Male,88.94,90.73
1110,Female,88.94,90.18
1111,Male,88.94,88.55
1112,Female,88.94,87.45
1113,Male,88.94,86.91
1114,Female,88.94,86.91
1115,Female,88.94,86.8
1116,Male,88.94,86.6
1117,Female,88.94,83.2
1118,Female,88.94,83
1119,Female,88.94,82.36
1120,Female,88.94,82.2
1121,Female,88.94,80.46
1122,Female,88.94,70
1123,Female,88.91,94.91
1124,Female,88.91,93.2
1125,Male,88.91,91.4
1126,Female,88.91,90.55
1127,Female,88.91,90.2
1128,Male,88.91,85.64
1129,Male,88.91,83.27
1130,Male,88.9,87.45
1131,Male,88.88,96.91
1132,Male,88.88,96.73
1133,Female,88.88,96.18
1134,Female,88.88,93.64
1135,Female,88.88,92.4
1136,Female,88.88,92.18
1137,Male,88.88,92.18
1138,Male,88.88,91.82
1139,Male,88.88,91.82
1140,Male,88.88,91.2
1141,Female,88.88,90.73
1142,Female,88.88,90.55
1143,Female,88.88,89.64
1144,Male,88.88,89.6
1145,Female,88.88,89.6
1146,Female,88.88,89.4
1147,Female,88.88,89.4
1148,Female,88.88,89.4
1149,Male,88.88,88.91
1150,Female,88.88,88.91
1151,Male,88.88,88.2
1152,Female,88.88,87.27
1153,Male,88.88,86
1154,Female,88.88,84.8
1155,Female,88.88,84.73
1156,Female,88.88,84.4
1157,Female,88.88,81.4
1158,Male,88.88,76.2
1159,Male,88.88,76
1160,Male,88.87,85.29
1161,Female,88.85,93.45
1162,Male,88.85,93.4
1163,Male,88.85,90.91
1164,Female,88.85,88.2
1165,Female,88.85,86.8
1166,Female,88.85,85.27
1167,Male,88.85,84.36
1168,Female,88.84,94.91
1169,Female,88.82,93.45
1170,Male,88.82,92.55
1171,Female,88.82,90.91
1172,Male,88.82,89.6
1173,Male,88.82,88.55
1174,Female,88.82,85.45
1175,Female,88.82,85
1176,Male,88.82,83.6
1177,Male,88.82,83.45
1178,Male,88.82,81.6
1179,Male,88.81,95.27
1180,Male,88.81,94.36
1181,Female,88.81,93.82
1182,Male,88.81,92.73
1183,Female,88.81,91.4
1184,Male,88.81,90
1185,Female,88.81,90
1186,Female,88.81,87.8
1187,Male,88.81,87.45
1188,Female,88.81,82.36
1189,Male,88.81,80.91
1190,Female,88.8,93.82
1191,Female,88.8,91.27
1192,Female,88.8,90.18
1193,Male,88.8,87.64
1194,Male,88.8,86.18
1195,Female,88.8,85.09
1196,Female,88.8,83.64
1197,Male,88.8,82.91
1198,Male,88.79,82.55
1199,Female,88.79,81.09
1200,Male,88.79,79.4
