ALGMN,Diploma,SSC,Gender
11323,79.76,78.2,Male
11324,79.76,77.6,Male
11325,79.76,77.45,Male
11326,79.76,77.27,Female
11327,79.76,77,Female
11328,79.76,76.73,Male
11329,79.76,76.4,Male
11330,79.76,76.36,Male
11331,79.76,76,Female
11332,79.76,75.6,Male
11333,79.76,75.4,Male
11334,79.76,74.8,Female
11335,79.76,74.8,Male
11336,79.76,74,Male
11337,79.76,74,Female
11338,79.76,73.8,Male
11339,79.76,73.8,Female
11340,79.76,73.27,Male
11341,79.76,72,Female
11342,79.76,72,Male
11343,79.76,70.8,Male
11344,79.76,70.4,Male
11345,79.76,68.4,Female
11346,79.76,68.2,Male
11347,79.76,68,Male
11348,79.76,67,Male
11349,79.76,66.8,Male
11350,79.76,66.4,Female
11351,79.76,66.2,Male
11352,79.76,56.6,Male
11353,79.76,50.46,Male
11354,79.75,92.4,Female
11355,79.75,90.6,Male
11356,79.75,89.6,Female
11357,79.75,88.4,Female
11358,79.75,85.8,Female
11359,79.75,83,Female
11360,79.75,81.6,Female
11361,79.75,81,Female
11362,79.75,80.91,Female
11363,79.75,80.6,Male
11364,79.75,80.4,Male
11365,79.75,79.2,Female
11366,79.75,76.2,Male
11367,79.75,71.6,Male
11368,79.75,69.8,Female
11369,79.75,68.8,Female
11370,79.74,77.2,Male
11371,79.74,76,Female
11372,79.73,92,Male
11373,79.73,90,Male
11374,79.73,86.55,Male
11375,79.72,79.8,Male
11376,79.71,92.4,Male
11377,79.71,91.4,Male
11378,79.71,91.2,Male
11379,79.71,90.8,Male
11380,79.71,90.8,Male
11381,79.71,90.8,Female
11382,79.71,90.2,Female
11383,79.71,89.2,Male
11384,79.71,89,Female
11385,79.71,88.8,Male
11386,79.71,88,Female
11387,79.71,87.8,Female
11388,79.71,87.6,Male
11389,79.71,87.45,Male
11390,79.71,87.2,Male
11391,79.71,85.8,Female
11392,79.71,84.4,Male
11393,79.71,84.2,Male
11394,79.71,84.2,Male
11395,79.71,83.6,Male
11396,79.71,83.6,Male
11397,79.71,83.4,Male
11398,79.71,82.8,Male
11399,79.71,82.8,Female
11400,79.71,81.82,Female
11401,79.71,81.8,Male
11402,79.71,81.6,Female
11403,79.71,81.4,Male
11404,79.71,81.4,Female
11405,79.71,81.2,Male
11406,79.71,80.8,Female
11407,79.71,80.36,Male
11408,79.71,79.8,Female
11409,79.71,79.6,Male
11410,79.71,79.4,Male
11411,79.71,79.2,Male
11412,79.71,79,Female
11413,79.71,79,Male
11414,79.71,79,Male
11415,79.71,78.6,Female
11416,79.71,78.36,Male
11417,79.71,77.8,Male
11418,79.71,77.4,Male
11419,79.71,77.4,Female
11420,79.71,77.2,Female
11421,79.71,76.62,Female
11422,79.71,76.2,Female
11423,79.71,75.8,Male
11424,79.71,74.6,Male
11425,79.71,73.6,Male
11426,79.71,72.2,Male
11427,79.71,71.4,Male
11428,79.71,71,Male
11429,79.71,69.6,Female
11430,79.71,61.64,Male
11431,79.71,58.4,Male
11432,79.71,55.82,Male
11433,79.71,52.4,Male
11434,79.7,96,Female
11435,79.7,89.8,Male
11436,79.7,89.4,Male
11437,79.7,89,Female
11438,79.7,88.2,Female
11439,79.7,87.8,Male
11440,79.7,87,Female
11441,79.7,85.82,Male
11442,79.7,85.4,Male
11443,79.7,84.4,Male
11444,79.7,83.8,Male
11445,79.7,83.6,Male
11446,79.7,83.45,Female
11447,79.7,82.2,Female
11448,79.7,82.18,Male
11449,79.7,81.8,Female
11450,79.7,80.8,Male
11451,79.7,80,Male
11452,79.7,79.8,Male
11453,79.7,79.8,Female
11454,79.7,79.4,Male
11455,79.7,79.4,Male
11456,79.7,78.18,Male
11457,79.7,77.6,Female
11458,79.7,77.6,Male
11459,79.7,77.45,Male
11460,79.7,76.55,Female
11461,79.7,73.8,Male
11462,79.7,73,Male
11463,79.7,70,Male
11464,79.7,67.8,Male
11465,79.7,67.2,Male
11466,79.69,91,Female
11467,79.69,90.8,Female
11468,79.69,90.4,Male
11469,79.69,90,Male
11470,79.69,89.8,Female
11471,79.69,89,Female
11472,79.69,87.4,Male
11473,79.69,87.2,Female
11474,79.69,87,Male
11475,79.69,86.2,Male
11476,79.69,83.2,Female
11477,79.69,81.4,Female
11478,79.69,80.4,Female
11479,79.69,80.2,Female
11480,79.69,79.8,Female
11481,79.69,79,Male
11482,79.69,77.6,Male
11483,79.69,74.2,Male
11484,79.69,71.45,Male
11485,79.69,69.45,Male
11486,79.69,68.8,Male
11487,79.69,63.64,Female
11488,79.69,59.2,Female
11489,79.67,94,Female
11490,79.67,85.4,Male
11491,79.67,66.18,Male
11492,79.66,95.6,Female
11493,79.66,93,Female
11494,79.66,75.6,Female
11495,79.66,71,Male
11496,79.65,91.8,Male
11497,79.65,91.6,Female
11498,79.65,90.8,Female
11499,79.65,90.6,Female
11500,79.65,90.2,Male
11501,79.65,89,Male
11502,79.65,88.2,Female
11503,79.65,88.2,Male
11504,79.65,88.18,Male
11505,79.65,87.8,Female
11506,79.65,86.6,Male
11507,79.65,86.2,Male
11508,79.65,85.4,Male
11509,79.65,85.2,Male
11510,79.65,85,Male
11511,79.65,85,Male
11512,79.65,84.4,Male
11513,79.65,83,Male
11514,79.65,82.6,Female
11515,79.65,82.36,Female
11516,79.65,81.8,Female
11517,79.65,81.27,Male
11518,79.65,81.27,Male
11519,79.65,81,Male
11520,79.65,80.8,Female
11521,79.65,79.2,Male
11522,79.65,78.73,Male
11523,79.65,77.4,Female
11524,79.65,77.2,Male
11525,79.65,76.8,Male
11526,79.65,76.6,Male
11527,79.65,75,Female
11528,79.65,74.8,Male
11529,79.65,72.6,Female
11530,79.65,72.6,Male
11531,79.65,72.4,Female
11532,79.65,70.73,Female
11533,79.65,70.2,Male
11534,79.65,68,Male
11535,79.65,67.4,Female
11536,79.65,67,Male
11537,79.65,67,Male
11538,79.65,62.2,Male
11539,79.64,89.2,Female
11540,79.64,88.2,Female
11541,79.64,87.6,Male
11542,79.64,87.4,Male
11543,79.64,86.4,Male
11544,79.64,86.18,Female
11545,79.64,86.18,Male
11546,79.64,85.8,Female
11547,79.64,85,Female
11548,79.64,84.8,Female
11549,79.64,84.4,Male
11550,79.64,84.4,Male
11551,79.64,84.2,Female
11552,79.64,83.6,Female
11553,79.64,83,Male
11554,79.64,83,Male
11555,79.64,81.8,Female
11556,79.64,80.6,Female
11557,79.64,80.2,Female
11558,79.64,79.2,Male
11559,79.64,78.4,Male
11560,79.64,78.2,Male
11561,79.64,76.6,Male
11562,79.64,76,Male
11563,79.64,65.8,Male
11564,79.63,90.2,Male
11565,79.63,90,Male
11566,79.63,89.4,Male
11567,79.63,89.2,Female
11568,79.63,89.2,Female
11569,79.63,86,Male
11570,79.63,84.2,Male
11571,79.63,83.8,Male
11572,79.63,83.4,Male
11573,79.63,83.2,Female
11574,79.63,82.8,Female
11575,79.63,81.2,Female
11576,79.63,80.8,Female
11577,79.63,80.6,Male
11578,79.63,76.6,Male
11579,79.63,75.82,Male
11580,79.63,72.6,Male
11581,79.63,72.4,Female
11582,79.6,90.8,Male
11583,79.6,89.2,Female
11584,79.6,88.8,Female
11585,79.6,88.2,Male
11586,79.6,86.6,Male
11587,79.6,84.4,Female
11588,79.59,94.4,Male
11589,79.59,93,Female
11590,79.59,92,Male
11591,79.59,89.8,Male
11592,79.59,88.91,Male
11593,79.59,86.6,Male
11594,79.59,86.4,Male
11595,79.59,86.4,Female
11596,79.59,86.2,Male
11597,79.59,86.18,Female
11598,79.59,86,Male
11599,79.59,85.4,Male
11600,79.59,85,Female
11601,79.59,84,Male
11602,79.59,84,Female
11603,79.59,82.2,Male
11604,79.59,80.8,Male
11605,79.59,80.6,Male
11606,79.59,80.2,Male
11607,79.59,80,Male
11608,79.59,79.2,Male
11609,79.59,78.8,Female
11610,79.59,78.2,Male
11611,79.59,77.6,Female
11612,79.59,76.4,Female
11613,79.59,75.8,Male
11614,79.59,75.64,Male
11615,79.59,74.8,Male
11616,79.59,73.82,Male
11617,79.59,73,Male
11618,79.59,72.91,Male
11619,79.59,72.6,Female
11620,79.59,70.8,Female
11621,79.59,65.2,Male
11622,79.59,60.4,Male
11623,79.59,60,Male
11624,79.59,56.15,Male
11625,79.58,93.4,Female
11626,79.58,89,Male
11627,79.58,88.4,Male
11628,79.58,88.2,Female
11629,79.58,87.6,Male
11630,79.58,86.8,Male
11631,79.58,86.8,Male
11632,79.58,85.2,Male
11633,79.58,84.6,Female
11634,79.58,84.4,Male
11635,79.58,83,Female
11636,79.58,81.4,Female
11637,79.58,80.8,Male
11638,79.58,80,Female
11639,79.58,78,Male
11640,79.58,77.82,Female
11641,79.58,77.82,Female
11642,79.58,77.6,Male
11643,79.58,77.2,Male
11644,79.58,74.4,Male
11645,79.58,74.2,Female
11646,79.58,73.6,Male
11647,79.58,72.91,Male
11648,79.58,54,Male
11649,79.57,83.45,Male
11650,79.57,76.18,Male
11651,79.56,93,Male
11652,79.56,90.6,Female
11653,79.56,90,Male
11654,79.56,89.2,Male
11655,79.56,88.4,Female
11656,79.56,84,Female
11657,79.56,84,Female
11658,79.56,83.4,Male
11659,79.56,81.4,Male
11660,79.56,80.8,Female
11661,79.56,79.4,Female
11662,79.56,78.8,Female
11663,79.56,78.8,Female
11664,79.56,75,Female
11665,79.56,74,Male
11666,79.56,73.8,Female
11667,79.56,73.8,Female
11668,79.56,72.4,Male
11669,79.56,68.8,Female
11670,79.56,65.8,Male
11671,79.54,60.2,Male
11672,79.53,92,Male
11673,79.53,90.6,Male
11674,79.53,89.6,Male
11675,79.53,88.8,Male
11676,79.53,87.4,Male
11677,79.53,86.8,Female
11678,79.53,86.6,Male
11679,79.53,86.6,Female
11680,79.53,86.6,Male
11681,79.53,86.4,Male
11682,79.53,85.2,Female
11683,79.53,84.73,Male
11684,79.53,84.2,Female
11685,79.53,83.4,Female
11686,79.53,83.4,Male
11687,79.53,83.2,Female
11688,79.53,81.6,Male
11689,79.53,81,Male
11690,79.53,80,Male
11691,79.53,80,Male
11692,79.53,79.8,Male
11693,79.53,79.6,Male
11694,79.53,79.2,Female
11695,79.53,78.8,Male
11696,79.53,78.77,Male
11697,79.53,78.2,Female
11698,79.53,78.18,Male
11699,79.53,78,Male
11700,79.53,77.8,Male
11701,79.53,77.8,Male
11702,79.53,77.09,Male
11703,79.53,76.73,Male
11704,79.53,74.8,Female
11705,79.53,74.73,Male
11706,79.53,74,Male
11707,79.53,73.8,Female
11708,79.53,73.4,Female
11709,79.53,73.2,Male
11710,79.53,73,Female
11711,79.53,72.2,Male
11712,79.53,71.2,Female
11713,79.53,69.8,Male
11714,79.53,69.6,Male
11715,79.53,67.6,Male
11716,79.53,63.09,Male
11717,79.53,62.8,Male
11718,79.53,62.8,Male
11719,79.53,60.4,Male
11720,79.52,91,Female
11721,79.52,88.8,Male
11722,79.52,87.45,Male
11723,79.52,87.4,Female
11724,79.52,86.6,Female
11725,79.52,86,Female
11726,79.52,86,Male
11727,79.52,85,Male
11728,79.52,84.8,Female
11729,79.52,83.6,Female
11730,79.52,83.4,Male
11731,79.52,83.4,Female
11732,79.52,81.8,Female
11733,79.52,80.4,Male
11734,79.52,79.8,Male
11735,79.52,78.6,Female
11736,79.52,78,Male
11737,79.52,77,Female
11738,79.52,76.4,Male
11739,79.52,76,Male
11740,79.52,70.4,Male
11741,79.52,68.8,Male
11742,79.52,67.2,Male
11743,79.52,66.17,Male
11744,79.52,60.73,Male
11745,79.52,54,Male
11746,79.5,93.4,Male
11747,79.5,92.6,Male
11748,79.5,91,Female
11749,79.5,90.91,Female
11750,79.5,90.6,Female
11751,79.5,90.2,Male
11752,79.5,89,Male
11753,79.5,86.4,Female
11754,79.5,86,Female
11755,79.5,85.6,Female
11756,79.5,85.2,Male
11757,79.5,85,Female
11758,79.5,84.8,Female
11759,79.5,84.6,Female
11760,79.5,83.8,Male
11761,79.5,83.45,Male
11762,79.5,83,Male
11763,79.5,82.62,Female
11764,79.5,81.64,Male
11765,79.5,80.8,Female
11766,79.5,80.4,Male
11767,79.5,80,Male
11768,79.5,79.8,Female
11769,79.5,78.8,Male
11770,79.5,77.27,Female
11771,79.5,76.4,Male
11772,79.5,71,Male
11773,79.5,58.13,Female
11774,79.49,88.4,Male
11775,79.49,75.8,Male
11776,79.49,62,Male
11777,79.48,91.45,Male
11778,79.48,87.09,Male
11779,79.47,94.4,Female
11780,79.47,92.4,Female
11781,79.47,91.4,Male
11782,79.47,91,Female
11783,79.47,90.6,Male
11784,79.47,90,Male
11785,79.47,89.8,Male
11786,79.47,89.6,Female
11787,79.47,89.2,Female
11788,79.47,89.2,Male
11789,79.47,89,Female
11790,79.47,89,Male
11791,79.47,88.4,Male
11792,79.47,88,Female
11793,79.47,87.6,Male
11794,79.47,87.4,Male
11795,79.47,87,Male
11796,79.47,86.6,Male
11797,79.47,86,Female
11798,79.47,86,Female
11799,79.47,85.4,Female
11800,79.47,85.4,Female
11801,79.47,85.2,Female
11802,79.47,84.4,Male
11803,79.47,83.4,Male
11804,79.47,82.8,Male
11805,79.47,82.73,Male
11806,79.47,82.4,Female
11807,79.47,82.2,Male
11808,79.47,81.64,Female
11809,79.47,81.6,Male
11810,79.47,81,Female
11811,79.47,80.4,Male
11812,79.47,80,Male
11813,79.47,78.6,Female
11814,79.47,77.8,Male
11815,79.47,77.6,Male
11816,79.47,76.6,Male
11817,79.47,74.8,Male
11818,79.47,74.2,Male
11819,79.47,73.6,Male
11820,79.47,73.6,Male
11821,79.47,72.8,Male
11822,79.47,71.8,Male
11823,79.47,71.2,Male
11824,79.47,70.8,Male
11825,79.47,70.36,Male
11826,79.47,70.2,Male
11827,79.47,69.45,Male
11828,79.45,92.4,Male
11829,79.45,92.2,Female
11830,79.45,89.2,Female
11831,79.45,89,Female
11832,79.45,88.8,Male
11833,79.45,87.6,Female
11834,79.45,86.8,Male
11835,79.45,86,Male
11836,79.45,86,Male
11837,79.45,85.6,Male
11838,79.45,85.2,Male
11839,79.45,84.4,Male
11840,79.45,82.6,Male
11841,79.45,82.2,Male
11842,79.45,80,Male
11843,79.45,79.82,Male
11844,79.45,77.64,Male
11845,79.45,77.6,Male
11846,79.45,74.6,Female
11847,79.45,71,Male
11848,79.45,65.45,Female
11849,79.45,65,Male
11850,79.44,92.6,Male
11851,79.44,92.6,Female
11852,79.44,91.8,Female
11853,79.44,90.6,Female
11854,79.44,90,Female
11855,79.44,87,Male
11856,79.44,86.8,Male
11857,79.44,86.8,Male
11858,79.44,86.8,Female
11859,79.44,86.2,Female
11860,79.44,84.5,Female
11861,79.44,79.8,Female
11862,79.44,77.4,Female
11863,79.44,73.6,Male
11864,79.44,66.6,Male
11865,79.43,91.6,Male
11866,79.43,78.62,Female
11867,79.43,73.6,Female
11868,79.42,91.2,Female
11869,79.42,67.64,Male
11870,79.41,91.6,Male
11871,79.41,89.8,Female
11872,79.41,89.2,Female
11873,79.41,88.8,Male
11874,79.41,86.4,Male
11875,79.41,86.4,Female
11876,79.41,86.2,Female
11877,79.41,86,Male
11878,79.41,85.8,Male
11879,79.41,85.4,Male
11880,79.41,85.4,Female
11881,79.41,85,Male
11882,79.41,84.2,Female
11883,79.41,83.6,Male
11884,79.41,83.45,Male
11885,79.41,83.2,Male
11886,79.41,83,Female
11887,79.41,82.8,Female
11888,79.41,82.2,Male
11889,79.41,81,Female
11890,79.41,80.8,Male
11891,79.41,79.2,Female
11892,79.41,78.67,Female
11893,79.41,77.6,Female
11894,79.41,77,Male
11895,79.41,76.4,Female
11896,79.41,76,Male
11897,79.41,75.8,Male
11898,79.41,74.6,Female
11899,79.41,73.8,Male
11900,79.41,73.4,Male
11901,79.41,71.45,Male
11902,79.41,68.36,Female
11903,79.41,68,Male
11904,79.41,67.8,Male
11905,79.41,67.27,Female
11906,79.4,96,Male
11907,79.4,95.8,Female
11908,79.4,92,Female
11909,79.4,91.2,Female
11910,79.4,88.4,Male
11911,79.39,89,Female
11912,79.39,88.6,Male
11913,79.39,87.8,Male
11914,79.39,87,Male
11915,79.39,86.2,Male
11916,79.39,84.6,Female
11917,79.39,82.2,Male
11918,79.39,80.8,Female
11919,79.39,80.6,Female
11920,79.39,80,Male
11921,79.39,79.8,Female
11922,79.39,79.4,Male
11923,79.39,79.4,Male
11924,79.39,79.2,Female
11925,79.39,77.4,Male
11926,79.39,75.4,Male
11927,79.39,75.2,Male
11928,79.39,74,Female
11929,79.39,73.2,Female
11930,79.39,72.6,Male
11931,79.39,71.6,Female
11932,79.39,70.8,Male
11933,79.39,66.4,Male
11934,79.39,65.2,Female
11935,79.39,62.2,Male
11936,79.38,92,Female
11937,79.38,90.4,Female
11938,79.38,89.4,Female
11939,79.38,88.8,Female
11940,79.38,87.4,Female
11941,79.38,86,Male
11942,79.38,85.2,Female
11943,79.38,84.6,Female
11944,79.38,82.6,Male
11945,79.38,80.8,Female
11946,79.38,80.6,Female
11947,79.38,79.4,Male
11948,79.38,78.6,Female
11949,79.38,78,Female
11950,79.38,76.8,Female
11951,79.38,75.2,Female
11952,79.38,71.6,Male
11953,79.38,71.6,Male
11954,79.38,71.2,Female
11955,79.38,69.4,Female
11956,79.38,68.6,Male
11957,79.38,60,Male
11958,79.37,88,Female
11959,79.37,81.27,Male
11960,79.36,86.8,Male
11961,79.36,86.8,Female
11962,79.35,95,Male
11963,79.35,94.6,Male
11964,79.35,88.4,Male
11965,79.35,87.6,Male
11966,79.35,86.8,Male
11967,79.35,86.4,Male
11968,79.35,85.8,Female
11969,79.35,85.45,Male
11970,79.35,85.2,Female
11971,79.35,83.8,Male
11972,79.35,83.6,Male
11973,79.35,83.2,Female
11974,79.35,83.2,Male
11975,79.35,83,Female
11976,79.35,83,Female
11977,79.35,82.91,Male
11978,79.35,82.8,Male
11979,79.35,81.2,Male
11980,79.35,80.8,Male
11981,79.35,80.6,Male
11982,79.35,80.4,Female
11983,79.35,80.4,Female
11984,79.35,79,Male
11985,79.35,78.6,Female
11986,79.35,78.4,Male
11987,79.35,78,Male
11988,79.35,77,Male
11989,79.35,77,Female
11990,79.35,76.8,Female
11991,79.35,76.4,Male
11992,79.35,75.8,Male
11993,79.35,75.8,Female
11994,79.35,75.4,Female
11995,79.35,74.4,Male
11996,79.35,74,Male
11997,79.35,72,Male
11998,79.35,71.4,Male
11999,79.35,71.27,Male
12000,79.35,68.2,Female
12001,79.35,67.27,Male
12002,79.35,60,Male
12003,79.35,60,Male
12004,79.33,87.6,Male
12005,79.33,86.6,Female
12006,79.33,85.6,Male
12007,79.33,85.6,Male
12008,79.33,85.6,Female
12009,79.33,84.8,Male
12010,79.33,84.6,Male
12011,79.33,84.2,Female
12012,79.33,83.8,Female
12013,79.33,82.8,Male
12014,79.33,82.2,Male
12015,79.33,82.2,Female
12016,79.33,81.4,Female
12017,79.33,81.2,Male
12018,79.33,81,Female
12019,79.33,80.6,Male
12020,79.33,79.6,Male
12021,79.33,78.8,Male
12022,79.33,78.2,Male
12023,79.33,75.6,Female
12024,79.33,75.45,Female
12025,79.33,75.2,Male
12026,79.33,74.8,Male
12027,79.33,73.8,Male
12028,79.33,73.4,Male
12029,79.33,73,Male
12030,79.33,72.8,Male
12031,79.33,72.8,Male
12032,79.33,72.18,Male
12033,79.33,70.73,Female
12034,79.33,70.6,Male
12035,79.33,66.2,Male
12036,79.33,62.2,Male
12037,79.33,60.18,Female
12038,79.31,92.8,Female
12039,79.31,91.4,Male
12040,79.31,91.09,Male
12041,79.31,90.91,Male
12042,79.31,90.8,Female
12043,79.31,88.8,Male
12044,79.31,88.4,Female
12045,79.31,88.2,Female
12046,79.31,87.6,Female
12047,79.31,87,Female
12048,79.31,86.55,Male
12049,79.31,85.8,Female
12050,79.31,83.8,Male
12051,79.31,83.4,Male
12052,79.31,81.45,Female
12053,79.31,81.4,Female
12054,79.31,80.8,Female
12055,79.31,80.8,Female
12056,79.31,77.8,Male
12057,79.31,77,Female
12058,79.31,73.8,Female
12059,79.31,72.6,Female
12060,79.31,67.2,Male
12061,79.31,60.6,Male
12062,79.31,53,Male
12063,79.3,90.8,Female
12064,79.3,84,Female
12065,79.3,77.2,Female
12066,79.29,93.6,Male
12067,79.29,92,Male
12068,79.29,91.8,Female
12069,79.29,90.6,Male
12070,79.29,89.64,Female
12071,79.29,89.4,Male
12072,79.29,88.6,Male
12073,79.29,87.4,Male
12074,79.29,86.6,Male
12075,79.29,86.4,Male
12076,79.29,86,Female
12077,79.29,86,Male
12078,79.29,86,Female
12079,79.29,85.2,Male
12080,79.29,84.8,Male
12081,79.29,84.6,Male
12082,79.29,84.6,Male
12083,79.29,84.4,Male
12084,79.29,84.2,Male
12085,79.29,83.4,Female
12086,79.29,83.2,Female
12087,79.29,82.6,Female
12088,79.29,82.6,Male
12089,79.29,82.4,Female
12090,79.29,81.4,Male
12091,79.29,81.27,Male
12092,79.29,81.2,Male
12093,79.29,80.73,Female
12094,79.29,80.6,Female
12095,79.29,80.4,Female
12096,79.29,79.8,Female
12097,79.29,79.4,Female
12098,79.29,79,Male
12099,79.29,78,Male
12100,79.29,77.8,Male
12101,79.29,77.8,Male
12102,79.29,77.6,Male
12103,79.29,76.6,Male
12104,79.29,76.6,Female
12105,79.29,76.55,Female
12106,79.29,76.2,Female
12107,79.29,76,Female
12108,79.29,75.27,Male
12109,79.29,74.8,Male
12110,79.29,74.4,Male
12111,79.29,73.6,Male
12112,79.29,73,Male
12113,79.29,70.4,Male
12114,79.29,69.8,Female
12115,79.29,68.4,Male
12116,79.29,61,Male
12117,79.29,59.2,Male
12118,79.29,55.33,Male
12119,79.29,53.6,Male
12120,79.28,63.69,Male
12121,79.27,94.6,Female
12122,79.27,94,Female
12123,79.27,91,Female
12124,79.27,91,Female
12125,79.27,89.4,Female
12126,79.27,89.2,Female
12127,79.27,88.6,Male
12128,79.27,88.6,Male
12129,79.27,88.4,Male
12130,79.27,86.6,Female
12131,79.27,86.4,Male
12132,79.27,85.89,Male
12133,79.27,85.8,Male
12134,79.27,85.4,Male
12135,79.27,84.8,Male
12136,79.27,84.36,Male
12137,79.27,84.2,Male
12138,79.27,83.8,Male
12139,79.27,83.6,Female
12140,79.27,83.27,Female
12141,79.27,83,Female
12142,79.27,82.8,Male
12143,79.27,82.6,Male
12144,79.27,81.8,Male
12145,79.27,81,Male
12146,79.27,79.6,Male
12147,79.27,79.2,Female
12148,79.27,78.2,Male
12149,79.27,77.8,Male
12150,79.27,77.8,Female
12151,79.27,77.4,Male
12152,79.27,76.55,Male
12153,79.27,76.4,Female
12154,79.27,74.2,Female
12155,79.27,73.6,Male
12156,79.27,73.4,Female
12157,79.27,73.2,Female
12158,79.27,72.8,Male
12159,79.27,71.82,Male
12160,79.27,58.18,Male
12161,79.26,86.73,Female
12162,79.26,80.4,Male
12163,79.25,90.6,Male
12164,79.25,88.6,Female
12165,79.25,88,Male
12166,79.25,88,Male
12167,79.25,88,Female
12168,79.25,87.27,Female
12169,79.25,87,Female
12170,79.25,86.6,Female
12171,79.25,86.6,Male
12172,79.25,86,Male
12173,79.25,85.4,Male
12174,79.25,83,Female
12175,79.25,82.8,Female
12176,79.25,82.6,Male
12177,79.25,81.8,Female
12178,79.25,81.8,Female
12179,79.25,80.73,Male
12180,79.25,77.8,Male
12181,79.25,75.09,Male
12182,79.25,72,Female
12183,79.25,55,Male
12184,79.24,94.2,Male
12185,79.24,91.6,Male
12186,79.24,91.6,Male
12187,79.24,90.8,Male
12188,79.24,90.8,Female
12189,79.24,90.2,Male
12190,79.24,90,Female
12191,79.24,89.2,Male
12192,79.24,89.2,Male
12193,79.24,88.8,Male
12194,79.24,88.4,Male
12195,79.24,88.4,Female
12196,79.24,88,Male
12197,79.24,87.2,Female
12198,79.24,87,Female
12199,79.24,85.6,Male
12200,79.24,85.27,Male
12201,79.24,85.2,Male
12202,79.24,85.2,Male
12203,79.24,85,Male
12204,79.24,84.8,Male
12205,79.24,84.6,Male
12206,79.24,84.36,Male
12207,79.24,84.2,Male
12208,79.24,83.8,Male
12209,79.24,83.8,Female
12210,79.24,83.6,Male
12211,79.24,83.6,Male
12212,79.24,82.6,Male
12213,79.24,82.4,Male
12214,79.24,82.4,Male
12215,79.24,81.6,Female
12216,79.24,81.27,Female
12217,79.24,81.2,Male
12218,79.24,80.8,Female
12219,79.24,79.8,Male
12220,79.24,79.2,Female
12221,79.24,78.8,Male
12222,79.24,78.8,Female
12223,79.24,78.6,Male
12224,79.24,78,Male
12225,79.24,76.55,Male
12226,79.24,76.4,Female
12227,79.24,76,Female
12228,79.24,75.8,Male
12229,79.24,75.4,Male
12230,79.24,73.2,Female
12231,79.24,71.82,Male
12232,79.24,71.45,Female
12233,79.24,71.09,Male
12234,79.24,69.2,Female
12235,79.24,67.45,Male
12236,79.24,57.6,Male
12237,79.23,76.2,Male
12238,79.22,90.2,Female
12239,79.21,89.6,Female
12240,79.21,88.4,Male
12241,79.21,87.8,Female
12242,79.21,87.09,Male
12243,79.21,86.18,Female
12244,79.21,85.4,Male
12245,79.21,85.4,Male
12246,79.21,84.4,Male
12247,79.21,84.2,Male
12248,79.21,83.8,Male
12249,79.21,82.4,Male
12250,79.21,80.8,Male
12251,79.21,80.4,Female
12252,79.21,79.82,Male
12253,79.21,79.4,Male
12254,79.21,78.6,Female
12255,79.21,77.09,Male
12256,79.21,77,Male
12257,79.21,76.8,Female
12258,79.21,76,Male
12259,79.21,72.4,Male
12260,79.21,72,Male
12261,79.21,71.4,Female
12262,79.21,69.6,Male
12263,79.2,94,Female
12264,79.2,90.6,Female
12265,79.2,90.2,Male
12266,79.2,86,Female
12267,79.2,85.8,Male
12268,79.2,85.8,Male
12269,79.2,82.2,Male
12270,79.2,79.2,Female
12271,79.2,75.8,Male
12272,79.2,71.64,Female
12273,79.19,93.8,Male
12274,79.19,90.8,Male
12275,79.19,89,Male
12276,79.19,87.4,Female
12277,79.19,87,Male
12278,79.19,86.2,Female
12279,79.19,86.2,Male
12280,79.19,85.27,Male
12281,79.19,84.8,Male
12282,79.19,84.4,Male
12283,79.19,84.4,Female
12284,79.19,83.4,Male
12285,79.19,82.91,Female
12286,79.19,79.2,Female
12287,79.19,79,Female
12288,79.19,78.8,Female
12289,79.19,77.82,Male
12290,79.19,77.8,Female
12291,79.19,76.2,Female
12292,79.19,74.2,Male
12293,79.19,71.2,Female
12294,79.19,70.2,Female
12295,79.19,67.2,Male
12296,79.19,66,Male
12297,79.18,93.2,Female
12298,79.18,92.4,Female
12299,79.18,91.8,Male
12300,79.18,91,Female
12301,79.18,89.8,Male
12302,79.18,89,Female
12303,79.18,88.8,Female
12304,79.18,88.2,Male
12305,79.18,87.2,Female
12306,79.18,86.6,Female
12307,79.18,86.2,Male
12308,79.18,85.6,Female
12309,79.18,85.45,Male
12310,79.18,85.2,Male
12311,79.18,85,Male
12312,79.18,84.8,Male
12313,79.18,84.8,Male
12314,79.18,84,Female
12315,79.18,84,Male
12316,79.18,83.09,Male
12317,79.18,82.8,Male
12318,79.18,81.6,Female
12319,79.18,81.4,Male
12320,79.18,81,Female
12321,79.18,80.8,Male
12322,79.18,80.6,Male
12323,79.18,79.82,Female
12324,79.18,79.2,Male
12325,79.18,79.2,Male
12326,79.18,79,Male
12327,79.18,78.6,Male
12328,79.18,78.2,Male
12329,79.18,77.8,Female
12330,79.18,77.6,Male
12331,79.18,76.8,Female
12332,79.18,76.8,Female
12333,79.18,75.2,Male
12334,79.18,74.4,Female
12335,79.18,73.2,Male
12336,79.18,72.18,Female
12337,79.18,68.55,Male
12338,79.18,67.4,Male
12339,79.18,66.31,Male
12340,79.18,62,Male
12341,79.18,54.18,Male
12342,79.16,91.2,Male
12343,79.15,93.17,Male
12344,79.15,92.4,Female
12345,79.15,89.6,Female
12346,79.15,88.8,Female
12347,79.15,88.4,Male
