ALGMN,Diploma,SSC,Gender
31313,70.8,76.4,Female
31314,70.8,49.2,Male
31315,70.79,87.27,Male
31316,70.79,85.82,Male
31317,70.79,85.4,Female
31318,70.79,84,Male
31319,70.79,81.2,Male
31320,70.79,79.82,Female
31321,70.79,79.45,Male
31322,70.79,79,Male
31323,70.79,78.6,Male
31324,70.79,78,Male
31325,70.79,78,Female
31326,70.79,77.82,Male
31327,70.79,77.64,Male
31328,70.79,76.4,Male
31329,70.79,76,Male
31330,70.79,76,Female
31331,70.79,75.8,Male
31332,70.79,75.4,Male
31333,70.79,75,Female
31334,70.79,73.8,Male
31335,70.79,73.6,Male
31336,70.79,73.4,Female
31337,70.79,72.73,Male
31338,70.79,72.6,Female
31339,70.79,69,Female
31340,70.79,68.4,Male
31341,70.79,68,Male
31342,70.79,67.8,Male
31343,70.79,66.8,Male
31344,70.79,64.4,Female
31345,70.79,64,Female
31346,70.79,63.6,Male
31347,70.79,63.4,Male
31348,70.79,62.55,Male
31349,70.79,58.6,Male
31350,70.79,56.36,Male
31351,70.79,51.09,Female
31352,70.78,88.55,Male
31353,70.78,63,Male
31354,70.77,87,Male
31355,70.77,73.2,Male
31356,70.76,92,Male
31357,70.76,91,Male
31358,70.76,88.4,Male
31359,70.76,87.2,Male
31360,70.76,87,Male
31361,70.76,86.6,Male
31362,70.76,86,Male
31363,70.76,85.6,Male
31364,70.76,85,Male
31365,70.76,83.2,Female
31366,70.76,82.4,Male
31367,70.76,82.4,Male
31368,70.76,81.8,Male
31369,70.76,81.2,Female
31370,70.76,81,Male
31371,70.76,80,Female
31372,70.76,79.8,Female
31373,70.76,79.2,Male
31374,70.76,79.09,Male
31375,70.76,78.91,Male
31376,70.76,78.62,Male
31377,70.76,78.55,Male
31378,70.76,78.55,Male
31379,70.76,78.4,Male
31380,70.76,77.27,Male
31381,70.76,76.4,Male
31382,70.76,76.2,Male
31383,70.76,75.8,Male
31384,70.76,75.4,Female
31385,70.76,75.23,Male
31386,70.76,75.2,Male
31387,70.76,74.8,Male
31388,70.76,74.6,Female
31389,70.76,74.6,Male
31390,70.76,74.55,Male
31391,70.76,74.4,Male
31392,70.76,74,Male
31393,70.76,73.8,Male
31394,70.76,73.8,Male
31395,70.76,73.4,Male
31396,70.76,73.4,Male
31397,70.76,73.09,Male
31398,70.76,72.8,Male
31399,70.76,72.6,Female
31400,70.76,72.4,Female
31401,70.76,72,Female
31402,70.76,70.2,Male
31403,70.76,70.18,Male
31404,70.76,70,Female
31405,70.76,70,Male
31406,70.76,69.8,Female
31407,70.76,69.4,Male
31408,70.76,69.4,Female
31409,70.76,69.2,Female
31410,70.76,68,Male
31411,70.76,68,Male
31412,70.76,66.2,Male
31413,70.76,66.2,Male
31414,70.76,66.2,Female
31415,70.76,65.8,Male
31416,70.76,65.08,Female
31417,70.76,64.8,Male
31418,70.76,64,Male
31419,70.76,62.6,Male
31420,70.76,61.82,Male
31421,70.76,60.8,Male
31422,70.76,60.6,Male
31423,70.76,58.4,Male
31424,70.76,57.2,Male
31425,70.76,53.82,Male
31426,70.76,53.27,Male
31427,70.75,84.73,Male
31428,70.75,82.8,Female
31429,70.75,82,Male
31430,70.75,80.8,Male
31431,70.75,74.4,Female
31432,70.75,72.8,Female
31433,70.75,70.92,Female
31434,70.75,70.6,Male
31435,70.75,68,Male
31436,70.75,66.2,Male
31437,70.75,65.2,Female
31438,70.75,62.8,Female
31439,70.75,58.2,Male
31440,70.75,57.87,Male
31441,70.74,67,Female
31442,70.74,60.62,Male
31443,70.73,90,Male
31444,70.73,86.6,Male
31445,70.73,84.8,Male
31446,70.73,84.73,Male
31447,70.73,84.55,Female
31448,70.73,84.4,Male
31449,70.73,83.6,Female
31450,70.73,83,Male
31451,70.73,82.8,Female
31452,70.73,81,Female
31453,70.73,80.73,Female
31454,70.73,80.4,Female
31455,70.73,79.2,Male
31456,70.73,78.4,Male
31457,70.73,76.2,Female
31458,70.73,75.8,Male
31459,70.73,75.8,Male
31460,70.73,75.8,Male
31461,70.73,75.8,Male
31462,70.73,75.45,Female
31463,70.73,74.4,Male
31464,70.73,74.4,Male
31465,70.73,73.6,Male
31466,70.73,72.4,Male
31467,70.73,72,Female
31468,70.73,71.6,Female
31469,70.73,71.6,Male
31470,70.73,71.09,Female
31471,70.73,69.6,Male
31472,70.73,69.6,Male
31473,70.73,69.09,Male
31474,70.73,67.6,Male
31475,70.73,67.4,Male
31476,70.73,66.2,Male
31477,70.73,65.6,Male
31478,70.73,64,Female
31479,70.73,62.8,Male
31480,70.73,60.8,Male
31481,70.73,58.8,Male
31482,70.73,57.27,Male
31483,70.72,82.8,Male
31484,70.71,91,Male
31485,70.71,90.4,Male
31486,70.71,90.18,Male
31487,70.71,89.64,Female
31488,70.71,88.2,Female
31489,70.71,87.64,Male
31490,70.71,85.8,Female
31491,70.71,85.8,Female
31492,70.71,85.6,Female
31493,70.71,84.4,Male
31494,70.71,83.8,Female
31495,70.71,83.09,Male
31496,70.71,82.36,Male
31497,70.71,82.2,Male
31498,70.71,82.2,Female
31499,70.71,82.2,Male
31500,70.71,81.6,Male
31501,70.71,81.6,Female
31502,70.71,81.4,Male
31503,70.71,80.55,Male
31504,70.71,80.4,Male
31505,70.71,79.82,Female
31506,70.71,79.8,Male
31507,70.71,79.6,Male
31508,70.71,79.6,Male
31509,70.71,79.4,Male
31510,70.71,79,Male
31511,70.71,78.91,Female
31512,70.71,78.8,Male
31513,70.71,78.8,Male
31514,70.71,78,Male
31515,70.71,77.4,Male
31516,70.71,76.8,Male
31517,70.71,76.6,Male
31518,70.71,76.36,Female
31519,70.71,75.64,Male
31520,70.71,75.6,Male
31521,70.71,74.4,Male
31522,70.71,74.2,Female
31523,70.71,74,Male
31524,70.71,73,Male
31525,70.71,72.8,Male
31526,70.71,71.8,Female
31527,70.71,71.8,Male
31528,70.71,71.2,Female
31529,70.71,71.2,Male
31530,70.71,70.36,Male
31531,70.71,70.2,Male
31532,70.71,69.4,Male
31533,70.71,69.4,Male
31534,70.71,69.09,Male
31535,70.71,68.8,Male
31536,70.71,68.8,Male
31537,70.71,67.6,Male
31538,70.71,67.4,Female
31539,70.71,66.73,Male
31540,70.71,66.55,Male
31541,70.71,65.64,Male
31542,70.71,65.6,Female
31543,70.71,63.6,Male
31544,70.71,62.73,Male
31545,70.71,61,Male
31546,70.71,60.8,Male
31547,70.71,60.73,Male
31548,70.71,60,Male
31549,70.71,55.8,Male
31550,70.71,51.64,Male
31551,70.7,85.4,Male
31552,70.7,82,Male
31553,70.7,78,Male
31554,70.69,90.2,Male
31555,70.69,89.27,Male
31556,70.69,88.8,Female
31557,70.69,88.55,Male
31558,70.69,88.4,Male
31559,70.69,87.2,Male
31560,70.69,86.6,Female
31561,70.69,85.82,Female
31562,70.69,85,Male
31563,70.69,84.4,Male
31564,70.69,83,Male
31565,70.69,82.91,Male
31566,70.69,81.2,Female
31567,70.69,80.6,Female
31568,70.69,80.55,Female
31569,70.69,79.82,Male
31570,70.69,79.8,Female
31571,70.69,77.82,Male
31572,70.69,76.8,Female
31573,70.69,76.8,Male
31574,70.69,74.8,Female
31575,70.69,74.4,Female
31576,70.69,73.82,Female
31577,70.69,69.64,Female
31578,70.69,69,Male
31579,70.69,68.8,Male
31580,70.69,66.8,Female
31581,70.69,65.4,Female
31582,70.68,80.2,Female
31583,70.67,93,Female
31584,70.67,92,Male
31585,70.67,90.36,Male
31586,70.67,88.18,Female
31587,70.67,86.4,Male
31588,70.67,86,Female
31589,70.67,85.2,Female
31590,70.67,84.6,Male
31591,70.67,84.4,Male
31592,70.67,84.36,Female
31593,70.67,84,Female
31594,70.67,83.6,Male
31595,70.67,83.6,Female
31596,70.67,82.6,Male
31597,70.67,82.46,Female
31598,70.67,82.4,Female
31599,70.67,82,Male
31600,70.67,81.82,Female
31601,70.67,81.8,Female
31602,70.67,81.8,Male
31603,70.67,81.6,Male
31604,70.67,79.64,Female
31605,70.67,79.2,Male
31606,70.67,79.2,Female
31607,70.67,78.6,Male
31608,70.67,77.8,Female
31609,70.67,77.8,Male
31610,70.67,77.2,Male
31611,70.67,76.8,Female
31612,70.67,76.73,Female
31613,70.67,76.55,Male
31614,70.67,76.36,Male
31615,70.67,76,Female
31616,70.67,75.8,Male
31617,70.67,74.91,Male
31618,70.67,74.4,Male
31619,70.67,74,Male
31620,70.67,73.4,Female
31621,70.67,72.6,Male
31622,70.67,72.55,Male
31623,70.67,69.45,Male
31624,70.67,69.2,Male
31625,70.67,68.8,Male
31626,70.67,67.64,Male
31627,70.67,67.09,Male
31628,70.67,67,Male
31629,70.67,66.91,Male
31630,70.67,66.91,Male
31631,70.67,66.4,Male
31632,70.67,63.6,Female
31633,70.67,62.8,Female
31634,70.67,62.6,Male
31635,70.67,62.31,Male
31636,70.67,60,Male
31637,70.67,60,Male
31638,70.67,58.91,Male
31639,70.67,54.73,Female
31640,70.67,54.2,Male
31641,70.67,52.4,Female
31642,70.65,88.8,Male
31643,70.65,88.6,Male
31644,70.65,87.45,Female
31645,70.65,87,Male
31646,70.65,86.18,Male
31647,70.65,86,Male
31648,70.65,85.8,Female
31649,70.65,85.4,Female
31650,70.65,85.2,Male
31651,70.65,84.6,Male
31652,70.65,84.6,Male
31653,70.65,84.4,Male
31654,70.65,84.2,Male
31655,70.65,84.2,Male
31656,70.65,84.2,Male
31657,70.65,83.64,Male
31658,70.65,82.8,Male
31659,70.65,82.4,Male
31660,70.65,82.4,Male
31661,70.65,82.18,Male
31662,70.65,81.8,Male
31663,70.65,81.8,Male
31664,70.65,81.4,Male
31665,70.65,80.4,Female
31666,70.65,80,Male
31667,70.65,79.82,Female
31668,70.65,79.64,Male
31669,70.65,79.64,Male
31670,70.65,79,Male
31672,70.65,78.8,Male
31673,70.65,78.6,Female
31674,70.65,78,Female
31675,70.65,78,Female
31676,70.65,78,Male
31677,70.65,77.8,Female
31678,70.65,77.69,Male
31679,70.65,77.6,Female
31680,70.65,77.4,Male
31681,70.65,77.2,Female
31682,70.65,77,Male
31683,70.65,76.8,Male
31684,70.65,76.4,Male
31685,70.65,76.18,Male
31686,70.65,75.8,Female
31687,70.65,75.54,Female
31688,70.65,75,Male
31689,70.65,74.8,Male
31690,70.65,74.6,Male
31691,70.65,74.55,Male
31692,70.65,74.2,Male
31693,70.65,74.18,Female
31694,70.65,73.6,Male
31695,70.65,73.4,Female
31696,70.65,72.2,Female
31697,70.65,72.2,Male
31698,70.65,71.2,Male
31699,70.65,70.8,Male
31700,70.65,70.8,Male
31701,70.65,70.4,Male
31702,70.65,70.18,Female
31703,70.65,69.8,Female
31704,70.65,69.6,Male
31705,70.65,69.2,Male
31706,70.65,69.2,Female
31707,70.65,68.4,Male
31708,70.65,68.36,Male
31709,70.65,67.27,Female
31710,70.65,66.8,Female
31711,70.65,66.4,Male
31712,70.65,65.8,Male
31713,70.65,65.6,Male
31714,70.65,65.38,Male
31715,70.65,65.2,Male
31716,70.65,65.09,Male
31717,70.65,64.2,Female
31718,70.65,63.4,Male
31719,70.65,63.2,Female
31720,70.65,62.91,Male
31721,70.65,62.36,Female
31722,70.65,61.09,Male
31723,70.65,60.6,Female
31724,70.65,60.55,Female
31725,70.65,60,Male
31726,70.65,60,Male
31727,70.65,60,Female
31728,70.65,59,Female
31729,70.65,59,Male
31730,70.65,57.64,Male
31731,70.65,56.8,Male
31732,70.65,50.6,Male
31733,70.65,48,Male
31734,70.64,73.64,Male
31735,70.64,71.2,Male
31736,70.63,91,Male
31737,70.63,89,Female
31738,70.63,85.27,Female
31739,70.63,82.8,Male
31740,70.63,80.6,Female
31741,70.63,78.73,Male
31742,70.63,77.8,Female
31743,70.63,75,Female
31744,70.63,74.4,Male
31745,70.63,74.2,Female
31746,70.63,74,Male
31747,70.63,69.64,Female
31748,70.63,69.45,Male
31749,70.63,63.2,Male
31750,70.63,61,Male
31751,70.63,56.6,Female
31752,70.63,49.6,Female
31753,70.62,68.4,Female
31754,70.61,85.8,Male
31755,70.61,85.8,Male
31756,70.61,85.4,Male
31757,70.61,84,Female
31758,70.61,83.82,Male
31759,70.61,83.45,Female
31760,70.61,83.4,Male
31761,70.61,82.8,Female
31762,70.61,82.4,Female
31763,70.61,81.8,Male
31764,70.61,81.2,Male
31765,70.61,81,Male
31766,70.61,80.91,Male
31767,70.61,80.6,Male
31768,70.61,80.36,Male
31769,70.61,79.8,Female
31770,70.61,79.6,Male
31771,70.61,79.4,Male
31772,70.61,79.27,Male
31773,70.61,79,Male
31774,70.61,78.4,Male
31775,70.61,77.45,Female
31776,70.61,77.4,Female
31777,70.61,77.2,Male
31778,70.61,76.73,Male
31779,70.61,76.62,Male
31780,70.61,76.2,Male
31781,70.61,76.2,Male
31782,70.61,76,Male
31783,70.61,76,Male
31784,70.61,75.27,Male
31785,70.61,75.2,Male
31786,70.61,75,Male
31787,70.61,73.4,Male
31788,70.61,73.2,Female
31789,70.61,73.2,Male
31790,70.61,72.6,Female
31791,70.61,71.2,Male
31792,70.61,70.73,Female
31793,70.61,69.09,Male
31794,70.61,69,Male
31795,70.61,67.64,Male
31796,70.61,67.27,Male
31797,70.61,66.73,Male
31798,70.61,66,Male
31799,70.61,64.91,Male
31800,70.61,64.6,Male
31801,70.61,64,Female
31802,70.61,62.8,Male
31803,70.61,62.55,Female
31805,70.61,62.2,Male
31806,70.61,57.8,Male
31807,70.61,53.69,Male
31808,70.6,84.2,Male
31809,70.6,82.2,Female
31810,70.6,78,Male
31811,70.6,71.27,Male
31812,70.59,90.6,Female
31813,70.59,89,Male
31814,70.59,87.8,Male
31815,70.59,86.6,Female
31816,70.59,86.4,Male
31817,70.59,84,Female
31818,70.59,83.27,Male
31820,70.59,82.2,Male
31821,70.59,81.6,Male
31822,70.59,81.4,Male
31823,70.59,81,Male
31824,70.59,80.8,Female
31825,70.59,80.55,Male
31826,70.59,80.4,Male
31827,70.59,80,Female
31828,70.59,79.82,Male
31829,70.59,79.6,Male
31830,70.59,79.45,Male
31831,70.59,79.4,Male
31832,70.59,79.4,Male
31833,70.59,79.4,Male
31834,70.59,79.2,Male
31835,70.59,79.09,Female
31836,70.59,79,Male
31837,70.59,78.8,Male
31838,70.59,78.6,Female
31839,70.59,78.4,Female
31840,70.59,78,Female
31841,70.59,77.6,Male
31842,70.59,77.4,Male
31843,70.59,77.2,Female
31844,70.59,76.91,Female
31845,70.59,76.6,Male
31846,70.59,75.8,Male
31847,70.59,75.8,Female
31848,70.59,75.8,Female
31849,70.59,75.45,Female
31850,70.59,75.4,Female
31851,70.59,75.4,Male
31852,70.59,75.27,Female
31853,70.59,75.2,Male
31854,70.59,74.6,Male
31855,70.59,74.2,Male
31856,70.59,73.6,Male
31857,70.59,73.45,Male
31858,70.59,73.27,Male
31859,70.59,72.8,Male
31860,70.59,72,Male
31861,70.59,71.6,Male
31862,70.59,71.4,Female
31863,70.59,71.2,Male
31864,70.59,71,Male
31865,70.59,70.6,Female
31866,70.59,70.6,Male
31867,70.59,69.8,Male
31868,70.59,69.6,Male
31869,70.59,69.45,Male
31870,70.59,69.27,Male
31871,70.59,68.8,Male
31872,70.59,68.8,Male
31873,70.59,68.6,Male
31874,70.59,68.2,Male
31875,70.59,68,Male
31876,70.59,67.8,Male
31877,70.59,67.6,Male
31878,70.59,67,Male
31879,70.59,66,Female
31880,70.59,65,Male
31881,70.59,64.6,Male
31882,70.59,62.8,Male
31883,70.59,62.8,Male
31884,70.59,60.91,Male
31885,70.59,60.4,Female
31886,70.59,60.4,Female
31887,70.59,60.4,Male
31888,70.59,51.4,Male
31889,70.57,85,Female
31890,70.57,68,Female
31891,70.57,62.4,Male
31892,70.56,89.8,Male
31893,70.56,82.4,Female
31894,70.56,81.4,Female
31895,70.56,80.8,Female
31896,70.56,79.27,Female
31897,70.56,78.91,Male
31898,70.56,76.4,Male
31899,70.56,75.8,Male
31900,70.56,75,Male
31901,70.56,74.4,Female
31902,70.56,74.2,Female
31903,70.56,73.2,Male
31904,70.56,72,Male
31905,70.56,71.64,Male
31906,70.56,71.4,Male
31907,70.56,69.4,Female
31908,70.56,69.09,Male
31909,70.56,68.8,Female
31910,70.56,67.64,Male
31911,70.56,66.55,Female
31912,70.56,65.82,Female
31913,70.56,63.64,Female
31914,70.56,62.6,Male
31915,70.56,62.4,Female
31916,70.56,62.36,Female
31917,70.56,60,Male
31918,70.56,56.91,Male
31919,70.56,51.4,Male
31920,70.56,46.8,Male
31921,70.55,87.64,Female
31922,70.55,84.4,Male
31923,70.55,84,Male
31924,70.55,83.4,Female
31925,70.55,82.73,Male
31926,70.55,82.4,Male
31927,70.55,80.2,Male
31928,70.55,79.27,Female
31929,70.55,78.6,Male
31930,70.55,77.8,Male
31931,70.55,77,Female
31932,70.55,76.8,Male
31933,70.55,75.45,Female
31934,70.55,74.8,Male
31935,70.55,73.09,Male
31936,70.55,72.2,Female
31937,70.55,71.6,Female
31938,70.55,69.82,Male
31939,70.55,69.8,Male
31940,70.55,68.91,Male
31941,70.55,68.6,Female
31942,70.55,66.6,Male
31943,70.55,65,Female
31944,70.55,64.2,Male
31945,70.55,61.8,Male
31946,70.55,61.17,Female
31947,70.55,61.09,Male
31948,70.55,60.6,Male
31949,70.55,57.4,Male
31950,70.55,49.69,Male
31951,70.55,47.85,Female
31952,70.54,66.2,Male
31953,70.54,47.47,Male
31954,70.53,92.2,Male
31955,70.53,92,Male
31956,70.53,91.8,Female
31957,70.53,89.6,Male
31958,70.53,88.2,Male
31959,70.53,87.82,Female
31960,70.53,87.45,Male
31961,70.53,87.4,Female
31962,70.53,87.2,Female
31963,70.53,86.73,Male
31964,70.53,85.8,Male
31965,70.53,85.6,Male
31966,70.53,85.27,Male
31967,70.53,85.2,Male
31968,70.53,85,Female
31969,70.53,83.64,Female
31970,70.53,83.45,Male
31971,70.53,83,Male
31972,70.53,83,Female
31973,70.53,82.8,Male
31974,70.53,82.8,Female
31975,70.53,81.8,Male
31976,70.53,80.8,Male
31977,70.53,80.4,Male
31978,70.53,80.2,Male
31979,70.53,79.27,Male
31980,70.53,79.2,Male
31981,70.53,78.91,Male
31982,70.53,78.91,Male
31983,70.53,78.4,Male
31984,70.53,78.4,Male
31985,70.53,78.18,Male
31986,70.53,77.27,Female
31987,70.53,77.27,Male
31988,70.53,76.8,Male
31989,70.53,76.4,Male
31990,70.53,75.64,Male
31991,70.53,75.6,Male
31992,70.53,75.4,Male
31993,70.53,75.4,Male
31994,70.53,75.2,Male
31995,70.53,75,Male
31996,70.53,75,Male
31997,70.53,74.91,Male
31998,70.53,74.6,Male
31999,70.53,74.4,Male
32000,70.53,74.2,Female
32001,70.53,74.2,Female
32002,70.53,74.2,Male
32003,70.53,73.8,Male
32004,70.53,73.4,Male
32005,70.53,73,Female
32006,70.53,73,Female
32007,70.53,72.77,Male
32008,70.53,72.6,Male
32009,70.53,72.55,Male
32010,70.53,71.4,Male
32011,70.53,71.4,Male
32012,70.53,70.8,Male
32013,70.53,70.8,Male
32014,70.53,70.8,Female
32015,70.53,69.6,Male
32016,70.53,69.4,Male
32017,70.53,69,Male
32018,70.53,68.6,Male
32019,70.53,68.6,Male
32020,70.53,68.4,Male
32021,70.53,68.4,Male
32022,70.53,68,Male
32023,70.53,66.8,Male
32024,70.53,66,Male
32025,70.53,65,Male
32026,70.53,65,Female
32027,70.53,64.91,Male
32028,70.53,64.36,Male
32029,70.53,63.64,Male
32030,70.53,63.6,Male
32031,70.53,63,Female
32032,70.53,58.4,Male
32033,70.53,58.2,Female
32034,70.53,57.2,Male
32035,70.53,55.8,Male
32036,70.52,75,Male
32037,70.51,74.36,Female
32038,70.51,74.18,Female
32039,70.51,72.55,Male
32040,70.5,91.27,Female
32041,70.5,90,Male
32042,70.5,87.64,Female
32043,70.5,87.2,Male
32044,70.5,86.2,Male
32045,70.5,85.8,Male
32046,70.5,85.2,Female
32047,70.5,82.73,Female
32048,70.5,81.6,Male
32049,70.5,78.8,Female
32050,70.5,77.4,Female
32051,70.5,74,Female
32052,70.5,73.6,Female
32053,70.5,72.8,Female
32054,70.5,72.36,Male
32055,70.5,72.2,Male
32056,70.5,71.8,Female
32057,70.5,71.4,Male
32058,70.5,69.8,Male
32059,70.5,66.91,Female
32060,70.5,66.6,Female
32061,70.5,65.2,Male
32062,70.5,63.6,Female
32063,70.5,62.4,Male
32064,70.5,55,Male
32065,70.48,89,Male
32066,70.48,89,Female
32067,70.48,88,Male
32068,70.48,87.82,Male
32069,70.48,86.6,Male
32070,70.48,86.2,Male
32071,70.48,85.8,Female
32072,70.48,84.73,Male
32073,70.48,84.4,Male
32074,70.48,84.4,Female
32075,70.48,84,Male
32076,70.48,83.8,Male
32077,70.48,83.6,Male
32078,70.48,83.27,Male
32079,70.48,82.91,Male
32080,70.48,82,Male
32081,70.48,82,Male
32082,70.48,81.09,Male
32083,70.48,80.2,Male
32084,70.48,80,Female
32085,70.48,79.6,Female
32086,70.48,79.27,Female
32087,70.48,78.91,Female
32088,70.48,78.8,Male
32089,70.48,78.2,Male
32090,70.48,78,Male
32091,70.48,77.6,Female
32092,70.48,77.4,Male
32093,70.48,76.91,Male
32094,70.48,76.2,Male
32095,70.48,75.64,Male
32096,70.48,74.8,Male
32097,70.48,74,Male
32098,70.48,74,Female
32099,70.48,73,Male
32100,70.48,72.91,Female
32101,70.48,72.8,Male
32102,70.48,72.73,Male
32103,70.48,72.4,Female
32104,70.48,71.4,Male
32105,70.48,71.2,Male
32106,70.48,70.8,Male
32107,70.48,70.8,Male
32108,70.48,70.2,Male
32109,70.48,70.18,Male
32110,70.48,69.6,Female
32111,70.48,69.2,Male
32112,70.48,68.2,Male
32113,70.48,68,Female
32114,70.48,67.82,Male
32115,70.48,67.27,Male
32116,70.48,66.91,Male
32117,70.48,65.64,Male
32118,70.48,65.09,Male
32119,70.48,64.6,Male
32120,70.48,63.09,Male
32121,70.48,62.8,Female
32122,70.48,60,Male
32123,70.48,59.2,Female
32124,70.48,55.4,Male
32125,70.48,54.4,Male
32126,70.48,52.6,Male
32127,70.47,90.73,Male
32128,70.47,88.4,Male
32129,70.47,88.4,Male
32130,70.47,87.69,Male
32131,70.47,87.27,Male
32132,70.47,87.09,Male
32133,70.47,86.8,Male
32134,70.47,86.8,Male
32135,70.47,86.73,Male
32136,70.47,86.2,Female
32137,70.47,85.4,Male
32138,70.47,85,Male
32139,70.47,84.2,Male
32140,70.47,84,Male
32141,70.47,83.45,Male
32142,70.47,83,Male
32143,70.47,81.4,Female
32144,70.47,81.4,Female
32145,70.47,80.8,Female
32146,70.47,80.4,Male
32147,70.47,80,Male
32148,70.47,80,Female
32149,70.47,79.4,Male
32150,70.47,79.4,Female
32151,70.47,78.6,Male
32152,70.47,78.4,Male
32153,70.47,78.4,Male
32154,70.47,78,Male
32155,70.47,77.8,Male
32156,70.47,77.8,Female
32157,70.47,77.45,Male
32158,70.47,77.4,Female
32159,70.47,77.27,Female
32160,70.47,77.27,Male
32161,70.47,77,Male
32162,70.47,75.4,Male
32163,70.47,75.2,Male
32164,70.47,74.8,Male
32165,70.47,74.6,Male
32166,70.47,73.64,Male
32167,70.47,73.27,Male
32168,70.47,73.09,Female
32169,70.47,72.36,Male
32170,70.47,72,Male
32171,70.47,71.82,Male
32172,70.47,71.6,Male
32173,70.47,71.6,Male
32174,70.47,71.4,Male
32175,70.47,70.8,Male
32176,70.47,70.8,Female
32177,70.47,70.73,Female
32178,70.47,70.4,Male
32179,70.47,69.4,Male
32180,70.47,69,Male
32181,70.47,68.91,Male
32182,70.47,67.6,Female
32183,70.47,67.6,Male
32184,70.47,67.45,Male
32185,70.47,67.4,Male
32186,70.47,67.4,Female
32187,70.47,67,Female
32188,70.47,66.36,Male
32189,70.47,65.64,Male
32190,70.47,65,Male
32191,70.47,61.8,Male
32192,70.47,60.6,Male
32193,70.47,60,Male
32194,70.47,58,Female
32195,70.47,55.6,Male
32196,70.47,55.27,Male
32197,70.47,52.36,Female
32198,70.46,72.2,Male
32199,70.44,90.2,Male
32200,70.44,86.2,Male
32201,70.44,85.4,Female
32202,70.44,82.73,Female
32203,70.44,79.57,Female
32204,70.44,79.4,Male
32205,70.44,77.4,Male
32206,70.44,76,Female
32207,70.44,75.6,Male
32208,70.44,71.6,Male
32209,70.44,71.27,Female
32210,70.44,61.64,Male
32211,70.44,45.6,Female
32212,70.43,80.55,Female
32213,70.43,73.2,Male
32214,70.42,91,Male
32215,70.42,89,Male
32216,70.42,87,Male
32217,70.42,84.55,Male
32218,70.42,84.2,Female
32219,70.42,84,Male
32220,70.42,84,Male
32221,70.42,82.4,Female
32222,70.42,82.36,Female
32223,70.42,82.2,Male
32224,70.42,81.6,Male
32225,70.42,81.4,Female
32226,70.42,80.6,Male
32227,70.42,80.36,Male
32228,70.42,80.2,Female
32229,70.42,80,Male
32230,70.42,79.45,Male
32231,70.42,79.4,Male
32232,70.42,79.2,Male
32233,70.42,79.2,Female
32234,70.42,78.8,Male
32235,70.42,78.36,Male
32236,70.42,77.8,Female
32237,70.42,77.6,Male
32238,70.42,77.6,Male
32239,70.42,76.6,Male
32240,70.42,76.2,Male
32241,70.42,75.82,Female
32242,70.42,75.8,Male
32243,70.42,75.64,Female
32244,70.42,75.6,Female
32245,70.42,75.45,Male
32246,70.42,75,Female
32247,70.42,74.55,Female
32248,70.42,73.8,Male
32249,70.42,73.27,Female
32250,70.42,73.09,Male
32251,70.42,71,Male
32252,70.42,70.8,Female
32253,70.42,70.8,Female
32254,70.42,70.2,Male
32255,70.42,70.18,Male
32256,70.42,69.4,Male
32257,70.42,68.8,Male
32258,70.42,68.6,Male
32259,70.42,67.45,Male
32260,70.42,67.4,Male
32261,70.42,66.6,Male
32262,70.42,66,Male
32263,70.42,66,Male
32264,70.42,64.8,Male
32265,70.42,64.4,Male
32266,70.42,64,Female
32267,70.42,62.55,Male
32268,70.42,61.6,Male
32269,70.42,60.2,Male
32270,70.42,52.8,Male
32271,70.42,45.45,Male
32272,70.41,91.09,Male
32273,70.41,90.2,Male
32274,70.41,89.4,Male
32275,70.41,88.91,Male
32276,70.41,87.4,Male
32277,70.41,86.6,Male
32278,70.41,86,Female
32279,70.41,85.2,Female
32280,70.41,84.91,Female
32281,70.41,84,Male
32282,70.41,83,Male
32283,70.41,82.8,Male
32284,70.41,82.4,Male
32285,70.41,81.6,Male
32286,70.41,81.6,Female
32287,70.41,80.91,Female
32288,70.41,80.4,Female
32289,70.41,80.2,Female
32290,70.41,79.8,Male
32291,70.41,79.64,Female
32292,70.41,78.8,Male
32293,70.41,78.6,Female
32294,70.41,78.55,Female
32295,70.41,78.2,Male
32296,70.41,78,Male
32297,70.41,77.8,Male
32298,70.41,77.27,Female
32299,70.41,77,Male
32300,70.41,76.36,Male
32301,70.41,75.64,Female
32302,70.41,75.64,Male
32303,70.41,75.45,Female
32304,70.41,75.2,Female
32305,70.41,75,Male
32306,70.41,74.8,Male
32307,70.41,74.6,Male
32308,70.41,74.4,Male
32309,70.41,74.4,Male
32310,70.41,74.36,Male
32311,70.41,74.2,Female
32312,70.41,73.6,Male
32313,70.41,73.6,Male
32314,70.41,73,Male
32315,70.41,72.91,Male
32316,70.41,72.55,Female
32317,70.41,72.4,Male
32318,70.41,71.8,Male
32319,70.41,71.27,Female
32320,70.41,71.2,Male
32321,70.41,70.8,Male
32322,70.41,70.6,Male
32323,70.41,70.55,Male
32324,70.41,69.8,Female
32325,70.41,69.6,Female
32326,70.41,69.4,Male
32327,70.41,69.4,Female
32328,70.41,68.6,Male
32329,70.41,67.27,Male
32330,70.41,67,Female
32331,70.41,66.6,Male
32332,70.41,66,Male
32333,70.41,65,Male
32334,70.41,65,Female
32335,70.41,64,Male
32336,70.41,64,Male
32337,70.41,63.8,Female
32338,70.41,63,Male
